repo_name,ref,path,symlink_target,docker_base_image
aancw/Belati,refs/heads/master,Dockerfile,,stretch
alanbrent/dockerfiles,refs/heads/master,transmission-ui/Dockerfile,,stretch
vulhub/vulhub,refs/heads/master,base/ghostscript/9.26/Dockerfile,,stretch
xsnippet/xsnippet-infra,refs/heads/master,docker/Dockerfile,,buster
tprrt/dockers,refs/heads/master,debian-latex/Dockerfile,,buster
jfrazelle/dockerfiles,refs/heads/master,rt-tests/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,rt-tests/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,rt-tests/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,rt-tests/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,rt-tests/Dockerfile,,bullseye
veyon/veyon,refs/heads/master,.ci/linux.debian.buster/Dockerfile,,buster
0install/0install,refs/heads/master,static/Dockerfile-test-debian-10,,10
nrc/rustc-perf,refs/heads/master,collector/benchmarks/packed-simd/ci/docker/sparc64-unknown-linux-gnu/Dockerfile,,stretch
cahirwpz/mimiker,refs/heads/master,Dockerfile,,bullseye
htcondor/htcondor,refs/heads/master,build/nmi-build/x86_64_Debian10/Dockerfile,,buster
AdrianArroyoCalle/kovel,refs/heads/master,Dockerfile,,buster
Graylog2/apache-mod_log_gelf,refs/heads/master,dist/debian10/Dockerfile,,buster
ejona86/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,bullseye
tonnerre/dockerfiles,refs/heads/master,network/geocolo-db/Dockerfile,,stretch
istio/proxy,refs/heads/master,tools/extensionserver/Dockerfile,,buster
openbios/fcode-utils,refs/heads/master,docker/Dockerfile.builder,,11.2
leocavalcante/siler,refs/heads/main,examples/grpc/Dockerfile,,buster
ssro/nmon,refs/heads/master,Dockerfile,,stretch
ejona86/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.5_x64/Dockerfile,,stretch
nicolasnoble/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.5_x64/Dockerfile,,stretch
vjpai/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.5_x64/Dockerfile,,stretch
donnadionne/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.5_x64/Dockerfile,,stretch
pgentile/tests-docker,refs/heads/master,build-essentials/Dockerfile,,stretch
Synerty/synerty-peek,refs/heads/master,gitlab/v2.3.x/linux/Dockerfile,,9
swiftdocker/docker-swift,refs/heads/main,swift-ci/master/debian/9/Dockerfile,,9
pni-libraries/python-pni,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster
Ennexa/docker-deb-rpm-s3,refs/heads/master,cli/Dockerfile,,stretch
Webern/Lyre,refs/heads/master,.circleci/Dockerfile,,9.8
gyuho/etcd,refs/heads/main,Dockerfile-release.amd64,,bullseye
johnsandiford/dockerfiles,refs/heads/master,rdesktop/Dockerfile,,buster
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/rdesktop/Dockerfile,,buster
oxarbitrage/bitshares-python-api-backend,refs/heads/master,Dockerfile,,stretch
trailofbits/greenhorn,refs/heads/master,csaw-2018/dsa-good-luck-k/Dockerfile,,stretch
johnsandiford/dockerfiles,refs/heads/master,debootstrap/Dockerfile,,buster
garyp/dockerfiles,refs/heads/main,opendkim/Dockerfile,,11
Nascom/operate-dockerfiles,refs/heads/master,php/7.2/buster/cli/Dockerfile,,buster
dlareau/puzzlehunt_server,refs/heads/master,docker/apacheDockerfile,,10
zcoinofficial/zcoin,refs/heads/master,Dockerfile,,stretch
nexdatas/sardanascanrecorders,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster
nexdatas/taurusgui,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster
jakirkham/dockerfiles,refs/heads/master,wine/32/Dockerfile,,stretch
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/core_2.2/Dockerfile,,stretch
konstruktoid/dockerfiles,refs/heads/master,iceweasel/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,iceweasel/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,icedove/Dockerfile,,buster
vjpai/grpc,refs/heads/master,tools/dockerfile/test/cxx_buster_openssl102_x64/Dockerfile,,buster
donnadionne/grpc,refs/heads/master,tools/dockerfile/test/cxx_buster_openssl102_x64/Dockerfile,,buster
saneax/dockerfiles,refs/heads/master,texlive/Dockerfile,,stretch
ctiller/grpc,refs/heads/master,tools/dockerfile/test/python_debian11_default_x64/Dockerfile,,bullseye
ejona86/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_default_x64/Dockerfile,,stretch
nicolasnoble/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_default_x64/Dockerfile,,stretch
vjpai/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_default_x64/Dockerfile,,stretch
donnadionne/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_default_x64/Dockerfile,,stretch
alejandro-perez/pyikev2,refs/heads/master,Dockerfile,,10
jjethwa/icinga2,refs/heads/master,Dockerfile,,buster
aztechian/handbrake,refs/heads/master,transmission/Dockerfile,,stretch
MediaKraken/MediaKraken_Deployment,refs/heads/master,docker/debian/ComposeMediaKrakenMooseFSClient/Dockerfile,,stretch
assetsagacity/meteor-do,refs/heads/master,Dockerfile,,stretch
francois-docker/firefox,refs/heads/master,Dockerfile,,stretch
TJNII/DockerBases,refs/heads/master,debian_stretch/Dockerfile,,stretch
justinribeiro/dockerfiles,refs/heads/master,chrome-headless/Dockerfile,,buster
opentokix/yolo-dangerzone,refs/heads/master,docker/grafana2/Dockerfile,,stretch
cjhardekopf/docker-calibre-server,refs/heads/master,Dockerfile,,stretch
kwm81/PackageKit,refs/heads/master,tests/ci/Dockerfile-debian,,stretch
aleixpol/PackageKit,refs/heads/master,tests/ci/Dockerfile-debian,,stretch
dvoraka/av-service,refs/heads/master,docker/clamav/Dockerfile,,stretch
alanfranz/apt-current,refs/heads/v1dev,packaging/debian-stretch/test-image/Dockerfile,,stretch
DavidLiedle/ezplatform-com,refs/heads/master,doc/docker/Dockerfile-varnish,,stretch
Perl/docker-perl,refs/heads/master,eol/5.018.004-slim-buster/Dockerfile,,buster
jbuddha/OpenRank,refs/heads/master,framework/c/Dockerfile,,stretch
jbuddha/OpenRank,refs/heads/master,framework/python3/Dockerfile,,stretch
Danack/Blog,refs/heads/master,docker/php_fpm/Dockerfile,,9
sdhoward/docker-library,refs/heads/master,x86_64/littleos/Dockerfile,,stretch
keopx/docker-apache-php,refs/heads/master,7.2/Dockerfile,,buster
pevma/sqard,refs/heads/master,Debian/Dockerfile.sqard-debian-9,,9
liuchong/docker-rustup,refs/heads/master,dockerfiles/beta/Dockerfile,,buster
sdhoward/docker-library,refs/heads/master,x86_64/tor/Dockerfile,,stretch
ziirish/burp-ui,refs/heads/master,docker/demo/docker-burp2/Dockerfile,,bullseye
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_cache_install,,9.11
sstark/gjfy,refs/heads/master,docker/Dockerfile,,stretch
frankeverdij/docker-irixinstall,refs/heads/master,Dockerfile,,buster
IMIO/docker-teleservices,refs/heads/master,teleservices/Dockerfile-buster-test,,buster
szepeviktor/debian-server-tools,refs/heads/master,virtualization/php-sqlsrv/Dockerfile,,stretch
johnsandiford/dockerfiles,refs/heads/master,gimp/Dockerfile,,buster
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/gimp/Dockerfile,,buster
BaptisteGauduchon/call-of-duty-2-docker-server,refs/heads/master,Dockerfile,,stretch
kaliop/docker-images,refs/heads/master,php/7.0/Dockerfile,,stretch
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/test/cxx_debian11_openssl102_x64/Dockerfile,,11
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/test/cxx_debian11_openssl102_x64/Dockerfile,,11
ctiller/grpc,refs/heads/master,tools/dockerfile/test/cxx_debian11_openssl102_x64/Dockerfile,,11
grpc/grpc,refs/heads/master,tools/dockerfile/test/cxx_debian11_openssl102_x64/Dockerfile,,11
rfay/ddev,refs/heads/master,containers/test-ssh-server/Dockerfile,,buster
drud/ddev,refs/heads/master,containers/test-ssh-server/Dockerfile,,buster
liuchong/docker-rustup,refs/heads/master,dockerfiles/all/Dockerfile,,buster
WatchBeam/ftl-sdk,refs/heads/master,Dockerfile,,9
DataDog/docker-dd-agent,refs/heads/master,Dockerfile-jmx,,buster
johnsandiford/dockerfiles,refs/heads/master,cheese/Dockerfile,,buster
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/cheese/Dockerfile,,buster
nexdatas/configserver-db,refs/heads/master,.travis/debian10_py2/Dockerfile,,buster
johnsandiford/dockerfiles,refs/heads/master,lynx/Dockerfile,,buster
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/lynx/Dockerfile,,buster
fenek/MongooseIM,refs/heads/master,tools/pkg/platforms/debian_stretch/Dockerfile,,stretch
TTalkIM/MongooseIM,refs/heads/master,tools/pkg/platforms/debian_stretch/Dockerfile,,stretch
lpenz/dotvim,refs/heads/devel,.github/actions/ansible/Dockerfile,,buster
HanXHX/docker-vagrant-ansible,refs/heads/master,debian11/Dockerfile,,bullseye
ngiger/oddb-docker,refs/heads/master,migeld/Dockerfile,,stretch
Nascom/operate-dockerfiles,refs/heads/master,php/7.1/buster/cli/Dockerfile,,buster
qTox/qTox,refs/heads/master,buildscripts/docker/Dockerfile.flatpak_builder,,buster
anthonybilinski/qTox,refs/heads/master,buildscripts/docker/Dockerfile.flatpak_builder,,buster
samrocketman/gitlab-mirrors,refs/heads/main,Dockerfile,,10
nexdatas/recselector,refs/heads/develop,.ci/debian11_py3/Dockerfile,,bullseye
xstevens/dockerfiles,refs/heads/master,metasploit/Dockerfile,,buster
newnius/Dockerfiles,refs/heads/master,rclone/amd64/Dockerfile,,9
scele/kubernetes-certbot,refs/heads/master,Dockerfile,,9.2
mevdschee/php-crud-api,refs/heads/main,docker/debian9/Dockerfile,,9
mevdschee/mysql-crud-api,refs/heads/main,docker/debian9/Dockerfile,,9
zi0r/freeradius-server,refs/heads/master,scripts/docker/build-debian9/Dockerfile.deps,,stretch
mzagozen/vrnetlab,refs/heads/master,vmx/docker/Dockerfile,,stretch
ANXS/postgresql,refs/heads/master,tests/docker/images/Dockerfile.debian.10-builded,,10
CyberReboot/vent,refs/heads/master,vent/core/syslog/Dockerfile,,stretch
cglewis/vent,refs/heads/master,vent/core/syslog/Dockerfile,,stretch
leprechau/freeradius-server,refs/heads/v3.0.x,scripts/jenkins/debian10/Dockerfile.testrepo,,buster
jtattermusch/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,bullseye
codeship/codeship-tool-examples,refs/heads/master,18.load-balancer/Dockerfile.ci,,9
pjstadig/dotfiles,refs/heads/master,.emacs.d/elpa/pdf-tools-20200512.1524/build/server/test/docker/templates/debian-9.Dockerfile.in,,9
lukemperez/.emacs,refs/heads/master,elpaOld/pdf-tools-0.90/build/server/test/docker/templates/debian-9.Dockerfile.in,,9
lukemperez/.emacs,refs/heads/master,elpa/pdf-tools-0.90/build/server/test/docker/templates/debian-9.Dockerfile.in,,9
inhere/dockerenv,refs/heads/master,dockerfiles/php/debian-slim/php72-cli.Dockerfile,,buster
salamcast/GigCableLabels,refs/heads/master,Dockerfile,,buster
hajimehoshi/ebiten,refs/heads/main,internal/glfw/Dockerfile,,buster
carl-mastrangelo/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.5_x64/Dockerfile,,stretch
sreecha/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.5_x64/Dockerfile,,stretch
endlessm/chromium-browser,refs/heads/master,third_party/grpc/src/tools/dockerfile/test/python_stretch_3.5_x64/Dockerfile,,stretch
mehrdada/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.5_x64/Dockerfile,,stretch
vicamo/docker-binfmt-qemu,refs/heads/master,debian/stretch/Dockerfile,,stretch
laincloud/dockerfiles,refs/heads/master,fluentd-elasticsearch/1.2.5/Dockerfile,,stretch
SIGSEGV111/cl3,refs/heads/master,image-builder/infrabox/debian-9_0-clang/Dockerfile,,9.0
SIGSEGV111/cl3,refs/heads/master,image-builder/infrabox/debian-9_0-gcc/Dockerfile,,9.0
nanoporetech/scrappie,refs/heads/master,docker/debian/stretch/Dockerfile,,stretch
konstruktoid/dockerfiles,refs/heads/master,vagrant/Dockerfile,,buster
phpList/phplist3,refs/heads/master,Dockerfile.release,,buster
wknapik/openvpn-unroot,refs/heads/master,test/st/debian/Dockerfile,,stretch
nexdatas/sardanascanrecorders,refs/heads/develop,.ci/debian9_py2/Dockerfile,,stretch
mksh/aiobasex,refs/heads/master,docker/test_py36/Dockerfile,,stretch
dreignier/cg-brutaltester,refs/heads/master,Dockerfile,,stretch
johnsandiford/dockerfiles,refs/heads/master,cathode/Dockerfile,,stretch
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/cathode/Dockerfile,,stretch
Perl/docker-perl,refs/heads/master,5.032.001-slim-buster/Dockerfile,,buster
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_add_404,,9.11
openmaraude/GeoTaxi,refs/heads/master,Dockerfile,,stretch
bdreisbach/vrnetlab,refs/heads/master,topology-machine/Dockerfile,,stretch
plajjan/vrnetlab,refs/heads/master,topology-machine/Dockerfile,,stretch
mzagozen/vrnetlab,refs/heads/master,topology-machine/Dockerfile,,stretch
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/demo-debian-bullseye.Dockerfile,,bullseye
google/google-ctf,refs/heads/master,2020/quals/pwn-gatekey/Dockerfile,,buster
mtmiller/ocserv,refs/heads/master,tests/docker-ocserv/Dockerfile-debian-proxyproto,,stretch
kmuto/review,refs/heads/master,Dockerfile,,buster
takahashim/review,refs/heads/master,Dockerfile,,buster
basepi/hubble,refs/heads/develop,pkg/debian9/Dockerfile,,9
HubbleStack/Hubble,refs/heads/develop,pkg/debian9/Dockerfile,,9
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/debian-github.Dockerfile,,bullseye
matt-deboer/marathon-lb,refs/heads/master,Dockerfile,,stretch
ziirish/burp-ui,refs/heads/master,docker/demo/docker-cli2/Dockerfile,,bullseye
OPWEN/opwen-webapp,refs/heads/master,Dockerfile,,buster
pism/pism,refs/heads/main,docker/debian-spack/Dockerfile,,buster
tango-controls/cppTango,refs/heads/tango-9-lts,.travis/debian10/Dockerfile,,buster
pszemus/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_2.7_x64/Dockerfile,,stretch
Perl/docker-perl,refs/heads/master,5.030.003-slim-buster/Dockerfile,,buster
runabove/beamium,refs/heads/master,Dockerfile,,stretch
Danack/SiteTool,refs/heads/master,docker/sitetool_php/Dockerfile,,9
s30labs/cnm,refs/heads/master,os/docker/cnm-core-utils/Dockerfile,,buster
jglamine/phamdb,refs/heads/master,pham/data/conserved-domain-database/Dockerfile,,buster
konstruktoid/dockerfiles,refs/heads/master,nmap/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,nmap/Dockerfile,,buster
mrkara/libreoffice-build-environment,refs/heads/master,Dockerfile,,stretch
appcom-interactive/docker-nodejs,refs/heads/master,Dockerfile-debian-10,,stretch
ajbisoft/docker_image-debian8_lap,refs/heads/debian9,Dockerfile,,9
tomadeb/W,refs/heads/master,myapp/docker/web/Dockerfile,,stretch
Brainfood-com/docker-image-recipes,refs/heads/master,mysql/Dockerfile,,stretch
johnsandiford/dockerfiles,refs/heads/master,rt-tests/Dockerfile,,buster
mantlepro/radcast,refs/heads/master,Dockerfile,,stretch
konstruktoid/dockerfiles,refs/heads/master,lynx/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,lynx/Dockerfile,,buster
jessfraz/test-infra,refs/heads/master,logexporter/cmd/Dockerfile,,stretch
cblecker/test-infra,refs/heads/master,logexporter/cmd/Dockerfile,,stretch
pwittrock/test-infra,refs/heads/master,logexporter/cmd/Dockerfile,,stretch
kubernetes/test-infra,refs/heads/master,logexporter/cmd/Dockerfile,,stretch
cjwagner/test-infra,refs/heads/master,logexporter/cmd/Dockerfile,,stretch
monopole/test-infra,refs/heads/master,logexporter/cmd/Dockerfile,,stretch
dims/test-infra,refs/heads/master,logexporter/cmd/Dockerfile,,stretch
BenTheElder/test-infra,refs/heads/master,logexporter/cmd/Dockerfile,,stretch
fejta/test-infra,refs/heads/master,logexporter/cmd/Dockerfile,,stretch
michelle192837/test-infra,refs/heads/master,logexporter/cmd/Dockerfile,,stretch
projectbuendia/buendia,refs/heads/dev,tools/docker/Dockerfile,,stretch
imagemin/mozjpeg-bin,refs/heads/update-mozjpeg,docker/Dockerfile,,10
jboeuf/grpc,refs/heads/master,tools/dockerfile/test/cxx_buster_x64/Dockerfile,,buster
firebase/grpc-SwiftPM,refs/heads/main,tools/dockerfile/test/cxx_buster_x64/Dockerfile,,buster
weiji14/cryospheric-data-lakes,refs/heads/master,code/docker/python3/Dockerfile,,buster
jfrazelle/dockerfiles,refs/heads/master,lilyterm/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,lilyterm/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,lilyterm/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,lilyterm/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,lilyterm/Dockerfile,,bullseye
chiefy/dockerfiles,refs/heads/master,debian-texlive/Dockerfile,,stretch
pgentile/tests-docker,refs/heads/master,python-base/Dockerfile,,stretch
alanbrent/dockerfiles,refs/heads/master,stress/Dockerfile,,stretch
cheako/gnunetircd,refs/heads/master,Dockerfile,,stretch
trambi/FantasyFootballArchitecture,refs/heads/master,webserver/docker/Dockerfile,,10
nexdatas/configtool,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster
google/mediapipe,refs/heads/master,mediapipe/examples/coral/Dockerfile.amd64,,buster
ejona86/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch
jtattermusch/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch
firebase/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch
nicolasnoble/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch
jboeuf/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch
vjpai/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch
donnadionne/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch
firebase/grpc-SwiftPM,refs/heads/main,tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch
ctiller/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch
grpc/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch
fishilico/shared,refs/heads/master,machines/Dockerfile-debian9-stretch,,stretch
justb4/stetl,refs/heads/master,Dockerfile,,stretch
jfrazelle/dockerfiles,refs/heads/master,pandoc/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,pandoc/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,pandoc/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,pandoc/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,pandoc/Dockerfile,,bullseye
jmassey-jacques/libjson-rpc-cpp,refs/heads/master,docker/Debian10.Dockerfile,,buster
lpenz/dotvim,refs/heads/devel,.github/actions/vimlint/Dockerfile,,buster
firebase/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.6_x64/Dockerfile,,stretch
peadar/pstack,refs/heads/master,docker/full-64bit/Dockerfile,,stretch
tsuyoshicho/buildricty-docker,refs/heads/master,Dockerfile,,stretch
vulhub/vulhub,refs/heads/master,base/bind/latest/Dockerfile,,stretch
tytso/xfstests-bld,refs/heads/master,Dockerfile,,bullseye
LACNIC/virtualized-appliances,refs/heads/master,fort-validator.docker/fort-1.0/Dockerfile,,buster
baszoetekouw/SCZ-deploy,refs/heads/master,docker/comanage/Dockerfile,,stretch
Vincoll/Docker_ntwtools,refs/heads/master,Dockerfile,,9
Galexrt/docker-gameserver,refs/heads/master,Dockerfile,,buster
einhander/latex-gost-rv,refs/heads/master,docker/Dockerfile,,stretch
discourse/syslogstash,refs/heads/main,Dockerfile,,bullseye
dancerj/monthly-report,refs/heads/master,utils/docker/Dockerfile.bullseye,,bullseye
johnsandiford/dockerfiles,refs/heads/master,sublime-text-3/Dockerfile,,buster
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/sublime-text-3/Dockerfile,,buster
jasonfleming/asgs,refs/heads/master,cloud/Dockerfiles/Dockerfile.debian,,stretch
pihvi-io/docker-base,refs/heads/master,debian/Dockerfile,,stretch
arangodb-helper/build-docker-containers,refs/heads/master,distros/debian/stretch/run/Dockerfile,,stretch
ytec/instaforex-web,refs/heads/master,Dockerfile,,stretch
ejona86/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.8_x64/Dockerfile,,stretch
nicolasnoble/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.8_x64/Dockerfile,,stretch
vjpai/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.8_x64/Dockerfile,,stretch
donnadionne/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.8_x64/Dockerfile,,stretch
palepurple/pureftp-user-admin,refs/heads/master,provisioning/Dockerfile_pureftp,,stretch
DavidAntliff/poolmon,refs/heads/master,services/grafana/Dockerfile.x86_64,,stretch
Nascom/operate-dockerfiles,refs/heads/master,php/7.0/buster/cli/Dockerfile,,buster
ory-am/go-iam,refs/heads/master,test/conformance/httpd/Dockerfile,,stretch
ory/hydra,refs/heads/master,test/conformance/httpd/Dockerfile,,stretch
andrejska/simplest-test-dashboard,refs/heads/master,testrunner/Dockerfile,,stretch
frankyrumple/ope,refs/heads/master,docker_build_files/ope-router/Dockerfile,,stretch
operepo/ope,refs/heads/master,docker_build_files/ope-router/Dockerfile,,stretch
alphalambda/codeworld,refs/heads/master,Dockerfile,,stretch
google/codeworld,refs/heads/master,Dockerfile,,stretch
rothgar/dockerfiles,refs/heads/master,debootstrap/Dockerfile,,buster
alanbrent/dockerfiles,refs/heads/master,rdesktop/Dockerfile,,stretch
Exadios/xcsoar-exp,refs/heads/master,ide/docker/Dockerfile,,bullseye
XCSoar/XCSoar,refs/heads/master,ide/docker/Dockerfile,,bullseye
jfrazelle/dockerfiles,refs/heads/master,nginx-extras/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,nginx-extras/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,nginx-extras/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,nginx-extras/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,nginx-extras/Dockerfile,,bullseye
ustclug/ustcmirror-images,refs/heads/master,base/Dockerfile.debian,,buster
joshuacox/docker-icinga2,refs/heads/master,Dockerfile,,stretch
docker-library/buildpack-deps,refs/heads/master,debian/stretch/curl/Dockerfile,,stretch
infosiftr/buildpack-deps,refs/heads/master,debian/stretch/curl/Dockerfile,,stretch
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_cache,,9.11
DeDocker/php,refs/heads/master,7.2/fpm/debian/Dockerfile,,stretch
mgeitz/tbdchat,refs/heads/master,Dockerfile-server,,stretch
Noirello/bonsai,refs/heads/master,.ci/docker/Dockerfile,,buster
Noirello/PyLDAP,refs/heads/master,.ci/docker/Dockerfile,,buster
tgockel/json-voorhees,refs/heads/trunk,config/docker/debian-9.9/Dockerfile,,9.9
SNDjango/server,refs/heads/devel,docker/Dockerfile,,stretch
changmingBoy/Dockerfiles,refs/heads/master,debianBase/stretch/Dockerfile,,stretch
konstruktoid/dockerfiles,refs/heads/master,sublime-text-3/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,sublime-text-3/Dockerfile,,buster
openbios/fcode-utils,refs/heads/master,docker/Dockerfile,,11.2
konstruktoid/dockerfiles,refs/heads/master,lilyterm/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,lilyterm/Dockerfile,,buster
getong/docker-erlang-otp,refs/heads/master,22/slim/Dockerfile,,buster
Mokolea/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
djs55/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
nawawi/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
jameszhan/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
jimjag/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
konstruktoid/docker-upstream,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
yosifkit/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
thaJeztah/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
bearstech/moby,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
jthelin/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
paralin/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
moby/moby,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
trebonian/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
nalind/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
mahak/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
vdemeester/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
gnailuy/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
docker/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye
jfrazelle/dockerfiles,refs/heads/master,shellcheck/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,shellcheck/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,shellcheck/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,shellcheck/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,shellcheck/Dockerfile,,bullseye
dmonakhov/xfstests-bld,refs/heads/master,Dockerfile,,stretch
Nascom/operate-dockerfiles,refs/heads/master,php/7.3/buster/cli/Dockerfile,,buster
Linuxbrew/docker,refs/heads/master,debian9/Dockerfile,,stretch
resin-os/meta-resin,refs/heads/master,meta-balena-common/recipes-containers/mkfs-hostapp-native/files/Dockerfile,,stretch
Danack/SlimAurynInvoker,refs/heads/master,docker/php_fpm/Dockerfile,,10
hwoarang/docker-quasselcore,refs/heads/master,Dockerfile,,stretch
google/or-tools,refs/heads/stable,tools/docker/test/amd64/debian-11/java.Dockerfile,,11
SirmaITT/conservation-space-1.7.0,refs/heads/master,docker/apache-server/1.1/Dockerfile,,stretch
Perl/docker-perl,refs/heads/master,5.034.000-slim-bullseye/Dockerfile,,bullseye
googleforgames/agones,refs/heads/main,examples/nodejs-simple/Dockerfile,,buster
saneax/dockerfiles,refs/heads/master,rdesktop/Dockerfile,,stretch
czapiga/mimiker,refs/heads/master,.circleci/image/Dockerfile,,9.0
LibrIT/passhport,refs/heads/master,Dockerfile-Debian9,,9
elg/passhport,refs/heads/master,Dockerfile-Debian9,,9
