repo_name,ref,path,symlink_target,docker_base_image
shakamunyi/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
pwittrock/reference-docs,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
krousey/kube-deploy,refs/heads/master,cluster-api/vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
chenchun/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
dgoodwin/origin,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
xingzhou/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
piosz/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
rohitsardesai83/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
abutcher/origin,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
kubermatic/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
rajatchopra/origin,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
rajatchopra/origin,refs/heads/master,cmd/cluster-capacity/go/src/github.com/kubernetes-incubator/cluster-capacity/vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
fabioy/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
dqminh/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
leonwanghui/opensds-broker,refs/heads/master,vendor/github.com/kubernetes-incubator/service-catalog/vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
guangxuli/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
lichen2013/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
YoungjaeLee/kubernetes,refs/heads/qos-master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
sakshamsharma/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
abhgupta/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
waseem/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
hacktastic/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
martinivanov/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
DylanGraham/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
sttts/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
shiywang/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
KarolKraskiewicz/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
kmarquardsen/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
alexandercampbell/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
aveshagarwal/cluster-capacity,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
jianhuiz/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
karataliu/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
sg00dwin/origin,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
sg00dwin/origin,refs/heads/master,cmd/cluster-capacity/go/src/github.com/kubernetes-incubator/cluster-capacity/vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
castrojo/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
upmc-enterprises/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
weijinxu/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
copejon/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
cncf/cross-cloud,refs/heads/master,validate-cluster/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
PiotrProkop/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
Himura2la/FestEngine,refs/heads/master,bin/Dockerfile,,10
Stackdriver/agent-packaging,refs/heads/master,build/x86_64_stretch/Dockerfile,,stretch
basepi/hubble,refs/heads/develop,pkg/dev/debian9/Dockerfile,,9
CreepCat/monero-wallet,refs/heads/master,Dockerfile,,9
artran/docker-rdkit,refs/heads/master,Dockerfile-python3-debian,,buster
thomastrapp/hext,refs/heads/master,scripts/build-hext-php/Dockerfile,,buster
c0b/docker-erlang-otp,refs/heads/master,22/slim/Dockerfile,,stretch
TimVanMourik/FmriAnalysis,refs/heads/master,GIRAFFE/code/Dockerfile,,stretch
TimVanMourik/OpenFmriAnalysis,refs/heads/master,GIRAFFE/code/Dockerfile,,stretch
firebase/grpc,refs/heads/master,tools/dockerfile/test/cxx_buster_x64/Dockerfile,,buster
Perl/docker-perl,refs/heads/master,eol/5.010.001-slim-buster/Dockerfile,,buster
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/archive/mono_aot/Dockerfile,,stretch
cachedout/barnacle,refs/heads/master,debian10/Dockerfile,,buster
zak-schlemmer/robot,refs/heads/master,template/robot-system/apache2-php7.3/Dockerfile,,buster
omise/omise-python,refs/heads/master,Dockerfile,,buster
Perl/docker-perl,refs/heads/master,"eol/5.024.004-slim,threaded-buster/Dockerfile",,buster
booyaa/dockerfiles,refs/heads/master,curl/Dockerfile,,stretch
Synerty/vortexpy,refs/heads/master,Dockerfile,,9
JoeLametta/morituri,refs/heads/master,Dockerfile,,buster
JoeLametta/whipper,refs/heads/master,Dockerfile,,buster
yoms/sentinel-banner-generator,refs/heads/master,Dockerfile,,stretch
nexdatas/taurusgui,refs/heads/develop,.ci/debian9_py2/Dockerfile,,stretch
Brainfood-com/docker-image-recipes,refs/heads/master,redis/Dockerfile,,stretch
johnsandiford/dockerfiles,refs/heads/master,gparted/Dockerfile,,buster
apache/orc,refs/heads/main,docker/debian11/Dockerfile,,bullseye
konstruktoid/dockerfiles,refs/heads/master,shellcheck/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,shellcheck/Dockerfile,,buster
embeddedfactor/node-mifare,refs/heads/master,tools/Dockerfile.bullseye,,bullseye
helfertool/helfertool,refs/heads/main,Dockerfile,,buster
nexdatas/writer,refs/heads/develop,.ci/debian9_py2/Dockerfile,,stretch
jfrazelle/dockerfiles,refs/heads/master,geary/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,geary/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,geary/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,geary/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,geary/Dockerfile,,bullseye
Danack/Blog,refs/heads/master,docker/server/Dockerfile,,9
alanbrent/dockerfiles,refs/heads/master,chromium/Dockerfile,,stretch
Nascom/operate-dockerfiles,refs/heads/master,php/8.1/bullseye/cli/Dockerfile,,bullseye
Brainfood-com/docker-image-recipes,refs/heads/master,roundcube/Dockerfile,,stretch
IRT-Open-Source/scf,refs/heads/master,Dockerfile,,buster
daisy/pipeline-issues,refs/heads/master,assembly/Dockerfile.without_builder,,stretch
bdreisbach/vrnetlab,refs/heads/master,vmx/docker/Dockerfile,,stretch
plajjan/vrnetlab,refs/heads/master,vmx/docker/Dockerfile,,stretch
Perl/docker-perl,refs/heads/master,"eol/5.016.003-slim,threaded-buster/Dockerfile",,buster
coinpit/nodejs-docker,refs/heads/master,Dockerfile,,stretch
dritter/powerlevel9k,refs/heads/next,docker/base-5.3.1/Dockerfile,,stretch
tatref/psximager,refs/heads/master,Dockerfile,,buster
alanbrent/dockerfiles,refs/heads/master,gcc/Dockerfile,,stretch
lbryio/lbry,refs/heads/master,lbry/scripts/Dockerfile.wallet_server,,buster
hughsie/PackageKit,refs/heads/main,tests/ci/Dockerfile-debian,,bullseye
tpgxyz/PackageKit,refs/heads/master,tests/ci/Dockerfile-debian,,bullseye
eworm-de/PackageKit,refs/heads/main,tests/ci/Dockerfile-debian,,bullseye
ikus060/rdiffweb,refs/heads/master,Dockerfile,,buster
mailcow/mailcow-dockerized,refs/heads/master,data/Dockerfiles/clamd/Dockerfile,,bullseye
ngiger/oddb-docker,refs/heads/master,currency/Dockerfile,,stretch
nexdatas/selector,refs/heads/develop,.ci/debian10_py2/Dockerfile,,buster
nexdatas/taurusgui,refs/heads/develop,.ci/debian10_py2/Dockerfile,,buster
saneax/dockerfiles,refs/heads/master,cheese/Dockerfile,,stretch
jakirkham/dockerfiles,refs/heads/master,network-toolbox/debian/Dockerfile,,stretch
Perl/docker-perl,refs/heads/master,"5.034.000-slim,threaded-bullseye/Dockerfile",,bullseye
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/mono_fullaot/Dockerfile,,stretch
scrm/scrm,refs/heads/master,.devcontainer/Dockerfile,,buster
tomologic/docker-salt-master,refs/heads/master,Dockerfile,,9
liuchong/docker-rustup,refs/heads/master,dockerfiles/nightly_onbuild/Dockerfile,,buster
lzhang10/maxent,refs/heads/master,docker/Dockerfile.debian9,,9
sdhoward/docker-library,refs/heads/master,x86_64/nsd/Dockerfile,,stretch
auroreme/docker,refs/heads/master,debian/9/slim/Dockerfile,,9
saneax/dockerfiles,refs/heads/master,gparted/Dockerfile,,stretch
johnsandiford/dockerfiles,refs/heads/master,pandoc/Dockerfile,,buster
mtmiller/ansible-role-minimal-base,refs/heads/master,travis/Dockerfile.Debian-stretch,,stretch
uber/kraken,refs/heads/master,docker/agent/Dockerfile,,10
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/archive/mono_app_aot/Dockerfile,,stretch
geopython/stetl,refs/heads/master,Dockerfile,,buster
fsteggink/stetl,refs/heads/master,Dockerfile,,buster
thomaszbz/native-dockerfiles-typo3,refs/heads/master,typo3-debian-stretch/Dockerfile,,stretch
geeknoid/istio,refs/heads/master,docker/Dockerfile.deb_debug,,9
baszoetekouw/SCZ-deploy,refs/heads/master,docker/meta/Dockerfile,,stretch
se-passau/SPLConqueror,refs/heads/master,Dockerfile,,stretch
zuazo/chef-local-docker,refs/heads/master,debian-9/Dockerfile,,9
google/or-tools,refs/heads/stable,tools/docker/test/amd64/debian-10/cc.Dockerfile,,10
vulhub/vulhub,refs/heads/master,base/git/2.12.2/Dockerfile,,buster
grafana/grafana,refs/heads/main,packages/grafana-toolkit/docker/grafana-plugin-ci-e2e/Dockerfile,,buster
google/skia-buildbot,refs/heads/main,promk/images/thanos-bounce/Dockerfile,,bullseye
wernight/docker-plex-media-server,refs/heads/master,latest/Dockerfile,,buster
bog-dan-ro/getodac,refs/heads/master,Dockerfile,,buster
carl-mastrangelo/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,stretch
sreecha/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,stretch
endlessm/chromium-browser,refs/heads/master,third_party/grpc/src/tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,stretch
mehrdada/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,stretch
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/demo-debian-buster.Dockerfile,,buster
alanbrent/dockerfiles,refs/heads/master,nmap/Dockerfile,,stretch
LemonLDAPNG/lemonldap-ng-docker,refs/heads/master,docker-trunk/debian/10/Dockerfile,,buster
coudot/lemonldap-ng-docker,refs/heads/master,docker-trunk/debian/10/Dockerfile,,buster
muxi/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.7_x64/Dockerfile,,stretch
jboeuf/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.7_x64/Dockerfile,,stretch
firebase/grpc-SwiftPM,refs/heads/main,tools/dockerfile/test/python_stretch_3.7_x64/Dockerfile,,stretch
iaroki/dockerfiles,refs/heads/master,psyanimal/Dockerfile,,stretch
mtmiller/ocserv,refs/heads/master,tests/docker-ocserv/Dockerfile-debian-unix,,stretch
vulhub/vulhub,refs/heads/master,base/uwsgi/php/2.0.16/Dockerfile,,stretch
rvernica/docker-library,refs/heads/master,scidb/19.11/Dockerfile,,9
hlieberman/sysdig,refs/heads/dev,probe-builder/Dockerfile.debian-gcc8.3,,buster
google/skia,refs/heads/main,infra/gcc/Debian10-x86/Dockerfile,,10
HalCanary/skia-hc,refs/heads/master,infra/gcc/Debian10-x86/Dockerfile,,10
endlessm/chromium-browser,refs/heads/master,third_party/skia/infra/gcc/Debian10-x86/Dockerfile,,10
youtube/cobalt,refs/heads/master,third_party/skia_next/third_party/skia/infra/gcc/Debian10-x86/Dockerfile,,10
pablodanielrey/docker,refs/heads/master,postgresql/Dockerfile,,stretch
vjpai/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_ruby/Dockerfile,,buster
donnadionne/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_ruby/Dockerfile,,buster
commial/miasm,refs/heads/master,Dockerfile,,stretch
carolineLe/miasm,refs/heads/master,Dockerfile,,stretch
mrphrazer/miasm,refs/heads/master,Dockerfile,,stretch
iaroki/dockerfiles,refs/heads/master,pandoc/Dockerfile,,stretch
KITPraktomatTeam/Praktomat,refs/heads/master,docker-image/Dockerfile.old,,stretch
jkrinke/Praktomat,refs/heads/master,docker-image/Dockerfile.old,,stretch
Mokolea/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
djs55/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
nawawi/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
jameszhan/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
jimjag/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
konstruktoid/docker-upstream,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
yosifkit/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
thaJeztah/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
bearstech/moby,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
jthelin/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
paralin/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
moby/moby,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
trebonian/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
nalind/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
mahak/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
vdemeester/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
gnailuy/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
docker/docker,refs/heads/master,contrib/syscall-test/Dockerfile,,bullseye
joelnb/dockerfiles,refs/heads/master,gollum/Dockerfile,,buster
alanbrent/dockerfiles,refs/heads/master,gparted/Dockerfile,,stretch
konstruktoid/dockerfiles,refs/heads/master,geary/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,geary/Dockerfile,,buster
Perl/docker-perl,refs/heads/master,eol/5.014.004-slim-buster/Dockerfile,,buster
hpc/charliecloud,refs/heads/master,examples/spark/Dockerfile,,buster
pni-libraries/python-pni,refs/heads/develop,.ci/debian9_py3/Dockerfile,,stretch
vulhub/vulhub,refs/heads/master,base/ghostscript/9.23/Dockerfile,,stretch
LuaDist2/upcache,refs/heads/master,Dockerfile,,stretch
8cH9azbsFifZ/ebook2cw,refs/heads/master,Dockerfile,,buster
frodenas/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,buster
jfrazelle/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,buster
aveshagarwal/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,buster
LalatenduMohanty/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,buster
pweil-/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,buster
davidz627/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,buster
u2takey/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,buster
pmorie/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,buster
derekwaynecarr/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,buster
ironcladlou/origin,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,buster
mkumatag/origin,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,buster
Miciah/origin,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,buster
mesosphere/marathon-lb,refs/heads/master,Dockerfile.devkit,,buster
vixns/marathon-lb,refs/heads/master,Dockerfile.devkit,,buster
SIGSEGV111/cl3,refs/heads/master,infrabox/debian-9-gcc/Dockerfile.tests,,9
SIGSEGV111/cl3,refs/heads/master,infrabox/debian-9-clang/Dockerfile.tests,,9
gitinsky/ansible-role-grafana-dockerized,refs/heads/master,templates/Dockerfile,,9
johnsandiford/dockerfiles,refs/heads/master,geary/Dockerfile,,buster
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/geary/Dockerfile,,buster
pni-libraries/libpniio,refs/heads/develop,.ci/debian11/Dockerfile,,bullseye
GreatFruitOmsk/screenly-ose,refs/heads/master,Dockerfile,,stretch
darrylb123/usbrelay,refs/heads/master,Dockerfile,,10
alanbrent/dockerfiles,refs/heads/master,geary/Dockerfile,,stretch
leprechau/freeradius-server,refs/heads/v3.0.x,scripts/jenkins/debian9/Dockerfile.testrepo,,stretch
RonnyPfannschmidt/setuptools_scm,refs/heads/main,testing/Dockerfile.busted-buster,,buster
pypa/setuptools_scm,refs/heads/main,testing/Dockerfile.busted-buster,,buster
jazzwang/docker-pool,refs/heads/master,td-agent/Dockerfile,,9
radarsat1/siconos,refs/heads/master,ci_gitlab/dockerfiles/debian-buster/Dockerfile,,buster
OpenISA/riscv-sbt,refs/heads/master,docker/gcc7/Dockerfile,,buster
jboeuf/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_default_x64/Dockerfile,,stretch
vicamo/docker-binfmt-qemu,refs/heads/master,debian/bullseye/Dockerfile,,bullseye
userid/docker.dedian,refs/heads/master,Dockerfile,,stretch
bhilburn/powerlevel9k,refs/heads/master,docker/base-5.3.1/Dockerfile,,stretch
caleb/dotfiles,refs/heads/master,zprezto/modules/prompt/external/powerlevel9k/docker/base-5.3.1/Dockerfile,,stretch
reuteras/docker-vtmon,refs/heads/master,Dockerfile,,stretch
SIGSEGV111/cl3,refs/heads/master,infrabox/debian-9_0-clang/Dockerfile.tests,,9.0
SIGSEGV111/cl3,refs/heads/master,infrabox/debian-9_0-gcc/Dockerfile.tests,,9.0
johnsandiford/dockerfiles,refs/heads/master,pdp-10/its/Dockerfile,,buster
xjdr/xio,refs/heads/master,docker-images/base-stretch/Dockerfile,,stretch
nfq-technologies/docker-images,refs/heads/master,debian-buster/Dockerfile,,buster
nicolasnoble/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_pythonasyncio/Dockerfile,,stretch
nicolasnoble/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,stretch
vjpai/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,stretch
vjpai/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_pythonasyncio/Dockerfile,,stretch
donnadionne/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_pythonasyncio/Dockerfile,,stretch
donnadionne/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,stretch
lhelontra/tensorflow-on-arm,refs/heads/master,build_tensorflow/Dockerfile.stretch,,stretch
Nascom/operate-dockerfiles,refs/heads/master,php/8.0/buster/cli/Dockerfile,,buster
swarmpit/swarmpit,refs/heads/master,Dockerfile,,buster
nohaapav/swarmpit,refs/heads/master,Dockerfile,,buster
nixys/nxs-fw-libs,refs/heads/master,build-pkgs-conf/docker/debian-9/Dockerfile,,9
kubernetes/ingress-gce,refs/heads/master,Dockerfile.echo,,9
Screenly/screenly-ose,refs/heads/master,docker/Dockerfile.base.dev,,buster
wireload/screenly-ose,refs/heads/master,docker/Dockerfile.base.dev,,buster
s30labs/cnm,refs/heads/master,os/docker/cnm-db-utils/Dockerfile,,buster
fradelg/docker-pdal,refs/heads/master,Dockerfile,,stretch
ppcoin/ppcoin,refs/heads/master,scripts/docker/debian/Dockerfile-stretch,,stretch
peercoin/peercoin,refs/heads/master,scripts/docker/debian/Dockerfile-stretch,,stretch
atomist/end-user-documentation,refs/heads/main,.devcontainer/Dockerfile,,9
ktt-ol/ifs-approver,refs/heads/master,Dockerfile,,10.10
pushtechnology/docker-elasticsearch,refs/heads/master,Dockerfile,,stretch
hughsie/appstream-glib,refs/heads/master,contrib/ci/Dockerfile-debian-buster,,buster
krmcbride/dockerfiles,refs/heads/master,src/main/debian/buster/Dockerfile.base,,buster
TJNII/DockerBases,refs/heads/master,debian_buster/Dockerfile,,buster
ovh/cds,refs/heads/master,Dockerfile,,buster
garyp/dockerfiles,refs/heads/main,redir/Dockerfile,,11
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_user,,9.11
telent/sledge,refs/heads/master,windows/Dockerfile,,stretch
google/google-ctf,refs/heads/master,2019/finals/pwn-solver/Dockerfile,,stretch
nexdatas/configserver,refs/heads/develop,.ci/debian9_py2/Dockerfile,,stretch
bzz/kythe,refs/heads/master,kythe/release/appengine/buildbot/Dockerfile,,stretch
alanbrent/dockerfiles,refs/heads/master,cheese/Dockerfile,,stretch
ShotaOd/dabunt,refs/heads/master,carbon-infrastructure/docker/Dockerfile,,stretch
ShotaOd/Carbon,refs/heads/master,carbon-infrastructure/docker/Dockerfile,,stretch
pdsouza/maruos-docker,refs/heads/maru-0.6,Dockerfile,,buster
johnsandiford/dockerfiles,refs/heads/master,slapd/Dockerfile,,buster
markussitzmann/appdock,refs/heads/master,context/base/Dockerfile,,stretch
joelnb/dockerfiles,refs/heads/master,get-deb/Dockerfile-stretch,,stretch
joelnb/dockerfiles,refs/heads/master,get-deb/Dockerfile-bullseye,,stretch
mgeitz/tbdchat,refs/heads/master,Dockerfile-client,,stretch
saneax/dockerfiles,refs/heads/master,fontpatcher/Dockerfile,,stretch
mauriciovieira/eiitp,refs/heads/master,roles/markosamuli.asdf/tests/buster/Dockerfile,,buster
pszemus/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,stretch
nexdatas/recselector,refs/heads/develop,.ci/debian9_py2/Dockerfile,,stretch
HanXHX/docker-vagrant-ansible,refs/heads/master,debian9/Dockerfile,,stretch
trezor/trezor-mcu,refs/heads/master,Dockerfile,,9
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/demo-debian-stretch.Dockerfile,,stretch
jcbrinfo/bakfile,refs/heads/master,src/tk.bakfile_users/Dockerfile,,stretch
jcbrinfo/docker-file-server,refs/heads/master,src/tk.bakfile_users/Dockerfile,,stretch
Nascom/operate-dockerfiles,refs/heads/master,php/7.0/stretch/base/Dockerfile,,stretch
scop/bash-completion,refs/heads/master,test/docker/debian10/Dockerfile,,10
davehorton/drachtio-server,refs/heads/main,Dockerfile,,buster
jai1/pulsar,refs/heads/master,pulsar-client-cpp/pkg/deb/Dockerfile,,9
ctiller/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,bullseye
jfrazelle/dockerfiles,refs/heads/master,traceroute/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,traceroute/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,traceroute/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,traceroute/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,traceroute/Dockerfile,,bullseye
moosefs/moosefs-docker-cluster,refs/heads/master,moosefs-chunkserver/Dockerfile,,buster
robinpercy/kops,refs/heads/master,hooks/nvidia-device-plugin/image/Dockerfile,,stretch
gambol99/kops,refs/heads/master,hooks/nvidia-device-plugin/image/Dockerfile,,stretch
blakebarnett/kops,refs/heads/master,hooks/nvidia-device-plugin/image/Dockerfile,,stretch
aledbf/kops,refs/heads/master,hooks/nvidia-device-plugin/image/Dockerfile,,stretch
kubernetes/kops,refs/heads/master,hooks/nvidia-device-plugin/image/Dockerfile,,stretch
justinsb/kops,refs/heads/master,hooks/nvidia-device-plugin/image/Dockerfile,,stretch
0qdk4o/abegin,refs/heads/master,docker/base/Dockerfile,,stretch
auroreme/docker,refs/heads/master,debian/9/Dockerfile,,9
llgtr/dotfiles,refs/heads/trunk,fonts/Iosevka-Custom/docker/Dockerfile,,buster
dvoraka/av-service,refs/heads/master,docker/postgresql/Dockerfile,,stretch
xrow/ezplatform,refs/heads/master,doc/docker/Dockerfile-varnish,,stretch
store2be/pape-rs,refs/heads/master,docker/Dockerfile.base,,buster
nexdatas/configserver,refs/heads/develop,.ci/debian11_py3/Dockerfile,,bullseye
babim/docker-debianbase,refs/heads/master,Dockerfile,,stretch
saneax/dockerfiles,refs/heads/master,geary/Dockerfile,,stretch
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/debian-stretch.Dockerfile,,stretch
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/mono_jit/Dockerfile,,stretch
jorgeacf/dockerfiles,refs/heads/master,tools/traceroute/Dockerfile,,stretch
lindenb/xml-patch-make,refs/heads/master,Dockerfile,,stretch
jfrazelle/dockerfiles,refs/heads/master,pdp-10/its/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,pdp-10/its/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,pdp-10/its/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,pdp-10/its/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,pdp-10/its/Dockerfile,,bullseye
lablup/sorna-repl,refs/heads/master,base/Dockerfile.hook,,stretch
