repo_name,ref,path,symlink_target,docker_base_image,repo_owner,repo
nixys/nxs-fw-ctl,refs/heads/master,build-pkgs-conf/pkg/general/usr/share/nxs-fw-ctl/tpls/1.13/new-proj-tpl/build-pkgs-conf/docker/debian-9/Dockerfile_tpl,,9,nixys,nxs-fw-ctl
IMIO/docker-teleservices,refs/heads/master,teleservices/Dockerfile-buster,,buster,IMIO,docker-teleservices
cahirwpz/wifire-os,refs/heads/master,.circleci/docker/Dockerfile,,buster,cahirwpz,wifire-os
jmassey-jacques/libjson-rpc-cpp,refs/heads/master,docker/Debian9.Dockerfile,,9,jmassey-jacques,libjson-rpc-cpp
rgee0/faas,refs/heads/master,contrib/golang/Dockerfile,,stretch,rgee0,faas
fberst/xcsoar,refs/heads/master,ide/docker/Dockerfile,,buster,fberst,xcsoar
lablup/sorna-repl,refs/heads/master,vendor/neuro/Dockerfile.base.debian9.0,,stretch,lablup,sorna-repl
ArtemovSA/trezo,refs/heads/master,Dockerfile,,9,ArtemovSA,trezo
uber/kraken,refs/heads/master,docker/origin/Dockerfile,,10,uber,kraken
Jeff-Wang93/vent,refs/heads/master,vent/core/syslog/Dockerfile,,stretch,Jeff-Wang93,vent
arangodb-helper/build-docker-containers,refs/heads/master,distros/debian/stretch/build/Dockerfile,,stretch,arangodb-helper,build-docker-containers
pni-libraries/python-pni,refs/heads/develop,.ci/debian10_py2/Dockerfile,,buster,pni-libraries,python-pni
coanda/dactl,refs/heads/master,.ci/docker/Dockerfile,,buster,coanda,dactl
konstruktoid/dockerfiles,refs/heads/master,traceroute/Dockerfile,,buster,konstruktoid,dockerfiles
viglesiasce/images,refs/heads/master,container-builder/Dockerfile,,9,viglesiasce,images
galaxycash/galaxycash,refs/heads/master,scripts/docker/debian/Dockerfile-stretch,,stretch,galaxycash,galaxycash
mypetyak/devbox,refs/heads/master,Dockerfile,,stretch,mypetyak,devbox
nexdatas/selector,refs/heads/develop,.ci/debian9_py2/Dockerfile,,stretch,nexdatas,selector
Magnitus-/DockerFiles,refs/heads/master,chrony/Dockerfile,,stretch,Magnitus-,DockerFiles
lisitsyn/shogun,refs/heads/develop,configs/shogun-sdk/Dockerfile,,buster,lisitsyn,shogun
DavadDi/actor-framework,refs/heads/master,.ci/debian-9/Dockerfile,,9,DavadDi,actor-framework
stadtgestalten/stadtgestalten,refs/heads/master,docker/grouprise-released-deb/Dockerfile,,buster,stadtgestalten,stadtgestalten
Nascom/operate-dockerfiles,refs/heads/master,php/8.0/bullseye/cli/Dockerfile,,bullseye,Nascom,operate-dockerfiles
jfrazelle/dockerfiles,refs/heads/master,kicad/Dockerfile,,bullseye,jfrazelle,dockerfiles
michael-k/dockerfiles-jfrazelle,refs/heads/master,kicad/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
lordslair/foobar,refs/heads/master,k8s/mysql-5.0.96/Dockerfile-mysql-5.0.96,,stretch,lordslair,foobar
ilyash/ngs,refs/heads/master,Dockerfile.build-deb,,stretch,ilyash,ngs
youearnedit/dockerfiles,refs/heads/master,mdb-bi-connector/Dockerfile,,stretch,youearnedit,dockerfiles
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/traceroute/Dockerfile,,buster,mmatoscom,Dockerfiles
FengyunPan/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch,FengyunPan,kubernetes
ejona86/grpc,refs/heads/master,tools/dockerfile/distribtest/python_dev_buster_x64/Dockerfile,,buster,ejona86,grpc
DeDiS/cothority,refs/heads/master,conode/Dockerfile-base,,stretch,DeDiS,cothority
ineiti/cothorities,refs/heads/master,conode/Dockerfile-base,,stretch,ineiti,cothorities
brianrob/coretests,refs/heads/master,docker/mono_nightlyversion/Dockerfile,,stretch,brianrob,coretests
expobrain/expobrain-blog,refs/heads/master,Dockerfile,,10,expobrain,expobrain-blog
haz-mat/strike,refs/heads/master,Dockerfile,,stretch,haz-mat,strike
alex65536/tester-web,refs/heads/master,build/builder/Dockerfile,,9.4,alex65536,tester-web
Galexrt/docker-ts3server,refs/heads/master,Dockerfile,,buster,Galexrt,docker-ts3server
jrouzierinverse/freeradius-server,refs/heads/master,scripts/docker/build-debian9/Dockerfile.deps,,9,jrouzierinverse,freeradius-server
wernight/docker-mopidy,refs/heads/master,Dockerfile,,buster,wernight,docker-mopidy
jfrazelle/dockerfiles,refs/heads/master,chrome/beta/Dockerfile,,bullseye,jfrazelle,dockerfiles
michael-k/dockerfiles-jfrazelle,refs/heads/master,chrome/beta/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
Perl/docker-perl,refs/heads/master,"5.032.001-slim,threaded-buster/Dockerfile",,buster,Perl,docker-perl
jknsware/docker-plex-media-server,refs/heads/master,Dockerfile,,stretch,jknsware,docker-plex-media-server
codeabovelab/haven-platform,refs/heads/master,balancer-web/Dockerfile,,stretch,codeabovelab,haven-platform
drhelius/docker-ansible-role,refs/heads/master,travis/Dockerfile.debian-stretch,,stretch,drhelius,docker-ansible-role
apache/orc,refs/heads/main,docker/debian9/Dockerfile,,9,apache,orc
flutter/cocoon,refs/heads/main,Dockerfile,,stretch,flutter,cocoon
farribeiro/wscef-docker,refs/heads/master,Dockerfile,,bullseye,farribeiro,wscef-docker
pachyderm/pfs,refs/heads/master,Dockerfile.pachctl,,buster,pachyderm,pfs
jakirkham/dockerfiles,refs/heads/master,byzanz/Dockerfile,,stretch,jakirkham,dockerfiles
lukassnoek/BidsConverter,refs/heads/master,Dockerfile,,stretch,lukassnoek,BidsConverter
Perl/docker-perl,refs/heads/master,eol/5.020.003-slim-buster/Dockerfile,,buster,Perl,docker-perl
mattjlewis/diozero,refs/heads/main,docker/diozero-cc-base/Dockerfile,,buster,mattjlewis,diozero
wader/hugo-dropbox,refs/heads/master,Dockerfile,,stretch,wader,hugo-dropbox
kartta-labs/Project,refs/heads/master,Dockerfile-cgimap,,bullseye,kartta-labs,Project
grpc/test-infra,refs/heads/master,containers/init/clone/Dockerfile,,buster,grpc,test-infra
Bitcoin-ABC/bitcoin-abc,refs/heads/master,contrib/docker/bitcoin-abc-dev/Dockerfile,,buster,Bitcoin-ABC,bitcoin-abc
kaiterra/dockerfiles,refs/heads/master,golang-base/buster/Dockerfile,,buster,kaiterra,dockerfiles
gns-ank/dotfiles,refs/heads/master,debshed/Dockerfile,,buster,gns-ank,dotfiles
kubernetes/publishing-bot,refs/heads/master,Dockerfile,,stretch,kubernetes,publishing-bot
8devices/pi-gen,refs/heads/master,Dockerfile,,stretch,8devices,pi-gen
allinurl/goaccess,refs/heads/master,Dockerfile.debian-10,,10,allinurl,goaccess
nexdatas/recselector,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster,nexdatas,recselector
nemequ/simde,refs/heads/master,test/docker/Dockerfile.icc,,bullseye,nemequ,simde
deusieeee/openvpn-client,refs/heads/master,Dockerfile,,stretch,deusieeee,openvpn-client
GoogleCloudPlatform/cnrm-blueprints,refs/heads/master,test/Dockerfile,,buster,GoogleCloudPlatform,cnrm-blueprints
XAMPP/Celty,refs/heads/master,Dockerfile,,stretch,XAMPP,Celty
goll/opentsdb-bigtable,refs/heads/master,Dockerfile,,stretch,goll,opentsdb-bigtable
swiftdocker/docker-swift,refs/heads/main,swift-ci/master/debian/10/Dockerfile,,10,swiftdocker,docker-swift
codeship-library/heroku-deployment,refs/heads/master,Dockerfile,,buster,codeship-library,heroku-deployment
Trim/acme-dns-tiny,refs/heads/master,docker/stretch/Dockerfile,,stretch,Trim,acme-dns-tiny
jfrazelle/dockerfiles,refs/heads/master,chromium/Dockerfile,,bullseye,jfrazelle,dockerfiles
michael-k/dockerfiles-jfrazelle,refs/heads/master,chromium/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
wenerme/dockerfiles,refs/heads/master,debian/debian/Dockerfile,,buster,wenerme,dockerfiles
freehackquest/backend,refs/heads/master,misc/build_for_docker/Dockerfile,,9.5,freehackquest,backend
mrorgues/dockerfiles,refs/heads/master,midori/Dockerfile,,stretch,mrorgues,dockerfiles
sdhoward/docker-library,refs/heads/master,x86_64/hts/Dockerfile,,stretch,sdhoward,docker-library
droundy/bigbro,refs/heads/master,build/Dockerfile,,stretch,droundy,bigbro
vincent-noel/libSigNetSim,refs/heads/master,scripts/docker-py3/Dockerfile,,stretch,vincent-noel,libSigNetSim
docker-library/repo-info,refs/heads/master,Dockerfile.local-dpkg,,bullseye,docker-library,repo-info
KITPraktomatTeam/Praktomat,refs/heads/master,docker-image/Dockerfile,,buster,KITPraktomatTeam,Praktomat
nuxsmin/sysPass-doc,refs/heads/master,Dockerfile,,stretch,nuxsmin,sysPass-doc
minepy/mictools,refs/heads/master,docker/Dockerfile,,10.2,minepy,mictools
DockerNepiPI/DockerRedminePI,refs/heads/main,3.4/Dockerfile,,stretch,DockerNepiPI,DockerRedminePI
jrouzierinverse/freeradius-server,refs/heads/master,scripts/docker/build-debian11/Dockerfile.deps,,bullseye,jrouzierinverse,freeradius-server
nexdatas/configserver,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster,nexdatas,configserver
sim590/dpaste,refs/heads/master,docker/DockerfileBase,,buster,sim590,dpaste
ajhaydock/dockerfiles,refs/heads/master,jabref/Dockerfile,,stretch,ajhaydock,dockerfiles
zzzz401/DockerContainers,refs/heads/master,Jekyll/Dockerfile,,stretch,zzzz401,DockerContainers
hanfi/hanfi.github.io,refs/heads/master,action-test/Dockerfile,,9.5,hanfi,hanfi.github.io
vincent-noel/SigNetSim,refs/heads/master,scripts/docker-py2/Dockerfile,,stretch,vincent-noel,SigNetSim
timcurzon/docker-apparatus,refs/heads/master,x86-64/opendsa/Dockerfile,,stretch,timcurzon,docker-apparatus
raatiniemi/linker,refs/heads/main,docker/cli/Dockerfile,,buster,raatiniemi,linker
vicamo/docker-binfmt-qemu,refs/heads/master,debian/buster/Dockerfile,,buster,vicamo,docker-binfmt-qemu
danvaida/ansible-docker-images,refs/heads/master,debian/stretch/Dockerfile,,stretch,danvaida,ansible-docker-images
manhg/tokit,refs/heads/master,example/docker/Dockerfile,,stretch,manhg,tokit
Magnitus-/DockerFiles,refs/heads/master,isc-dhcp-server/Dockerfile-amd64,,stretch,Magnitus-,DockerFiles
syoya/docker-cloudsql-proxy,refs/heads/master,Dockerfile,,stretch,syoya,docker-cloudsql-proxy
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/mono_jit_llvm/Dockerfile,,stretch,brianrob,coretests
leprechau/freeradius-server,refs/heads/v3.0.x,scripts/jenkins/debian10/Dockerfile,,buster,leprechau,freeradius-server
jrouzierinverse/freeradius-server,refs/heads/master,scripts/docker/build-debian10/Dockerfile.deps,,10,jrouzierinverse,freeradius-server
ssm/s2i-jekyll,refs/heads/master,Dockerfile,,stretch,ssm,s2i-jekyll
martinvenus/docker-yarn,refs/heads/master,Dockerfile,,buster,martinvenus,docker-yarn
hlieberman/sysdig,refs/heads/dev,probe-builder/Dockerfile.debian-gcc6.3,,stretch,hlieberman,sysdig
r0mdau/docker-images,refs/heads/main,debian/stretch/apache2-php7/Dockerfile,,stretch,r0mdau,docker-images
guysoft/CustomPiOS,refs/heads/devel,src/Dockerfile,,buster,guysoft,CustomPiOS
haojin2/peloton,refs/heads/master,script/docker/debian-stretch/Dockerfile-jenkins,,stretch,haojin2,peloton
PierreSenellart/provsql,refs/heads/master,docker/Dockerfile,,buster,PierreSenellart,provsql
michael-k/dockerfiles-jfrazelle,refs/heads/master,slapd/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
Perl/docker-perl,refs/heads/master,"5.032.001-slim,threaded-bullseye/Dockerfile",,bullseye,Perl,docker-perl
ruffsl/docker_images,refs/heads/master,gazebo/9/debian/stretch/gzserver9/Dockerfile,,stretch,ruffsl,docker_images
iimuz/dockerfile,refs/heads/master,nvim-basic/Dockerfile,,buster,iimuz,dockerfile
Linaro/squad,refs/heads/master,Dockerfile,,buster,Linaro,squad
sdhoward/docker-library,refs/heads/master,x86_64/mono/Dockerfile,,stretch,sdhoward,docker-library
argent-smith/boinc_docker,refs/heads/master,docker/arm32v7/Dockerfile,,stretch,argent-smith,boinc_docker
GoogleCloudPlatform/cloud-builders-community,refs/heads/master,flutter/Dockerfile,,stretch,GoogleCloudPlatform,cloud-builders-community
DavidAntliff/poolmon,refs/heads/master,services/tickbase/Dockerfile.x86_64,,stretch,DavidAntliff,poolmon
dabbertorres/MediaServer,refs/heads/master,Dockerfile-websrv,,stretch,dabbertorres,MediaServer
embeddedfactor/node-mifare,refs/heads/master,tools/Dockerfile.stretch,,stretch,embeddedfactor,node-mifare
braintree/braintree_node,refs/heads/master,Dockerfile,,stretch,braintree,braintree_node
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_volume_2,,9.11,GoogleContainerTools,kaniko
kitwalker12/fotomat,refs/heads/master,Dockerfile.dpkg-stretch,,stretch,kitwalker12,fotomat
influxdb/influxdb,refs/heads/master,docker/flux/Dockerfile,,buster,influxdb,influxdb
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/test/php7_debian11_x64/Dockerfile,,11,stanley-cheung,grpc
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/test/php7_debian11_x64/Dockerfile,,11,grpc,grpc-ios
google/aiyprojects-raspbian-tools,refs/heads/main,scripts/Dockerfile,,buster,google,aiyprojects-raspbian-tools
mcuadros/server,refs/heads/master,Dockerfile,,stretch,mcuadros,server
hpc/charliecloud,refs/heads/master,examples/Dockerfile.debian9,,stretch,hpc,charliecloud
heroku/heroku-cli,refs/heads/master,.github/build/Dockerfile,,9.5,heroku,heroku-cli
heroku/cli,refs/heads/master,.github/build/Dockerfile,,9.5,heroku,cli
William-Yeh/docker-ansible,refs/heads/master,debian9-onbuild/Dockerfile,,stretch,William-Yeh,docker-ansible
NATTools/stunserver,refs/heads/master,Dockerfile,,stretch,NATTools,stunserver
getong/docker-erlang-otp,refs/heads/master,21/slim/Dockerfile,,stretch,getong,docker-erlang-otp
kapouer/upcache,refs/heads/master,Dockerfile,,stretch,kapouer,upcache
kapouer/cache-protocols,refs/heads/master,Dockerfile,,stretch,kapouer,cache-protocols
docker-library/buildpack-deps,refs/heads/master,debian/buster/curl/Dockerfile,,buster,docker-library,buildpack-deps
igbmc/salinity,refs/heads/master,docker_builds/debian9-salt2016.11/Dockerfile,,9,igbmc,salinity
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/interoptest/grpc_interop_ruby/Dockerfile,,11,grpc,grpc-ios
cern-it-sdc-id/davix,refs/heads/devel,docker/Dockerfile,,stretch,cern-it-sdc-id,davix
latex-g7-32/latex-g7-32,refs/heads/master,docker/Dockerfile,,stretch,latex-g7-32,latex-g7-32
google/fully-homomorphic-encryption,refs/heads/main,Dockerfile,,bullseye,google,fully-homomorphic-encryption
Perl/docker-perl,refs/heads/master,eol/5.024.004-slim-buster/Dockerfile,,buster,Perl,docker-perl
Perl/docker-perl,refs/heads/master,5.032.001-slim-bullseye/Dockerfile,,bullseye,Perl,docker-perl
apache/orc,refs/heads/main,docker/debian10/Dockerfile,,buster,apache,orc
splattael/dotfiles,refs/heads/master,Dockerfile,,bullseye,splattael,dotfiles
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/mono_fx_aot_app_jit_llvm/Dockerfile,,stretch,brianrob,coretests
cahirwpz/mimiker,refs/heads/master,toolchain/Dockerfile,,buster,cahirwpz,mimiker
NCSU-Libraries/circa,refs/heads/dependabot/bundler/nokogiri-1.11.4,ansible/imported_roles/rvm.ruby/tests/dockerfiles/debian9/Dockerfile,,9,NCSU-Libraries,circa
rvm/rvm1-ansible,refs/heads/master,tests/dockerfiles/debian9/Dockerfile,,9,rvm,rvm1-ansible
NCSU-Libraries/Suma-Vagrant,refs/heads/master,ansible/roles/rvm.ruby/tests/dockerfiles/debian9/Dockerfile,,9,NCSU-Libraries,Suma-Vagrant
electricbookworks/electric-book-gui,refs/heads/master,tools/ansible/roles/rvm.ruby/tests/dockerfiles/debian9/Dockerfile,,9,electricbookworks,electric-book-gui
trln/trln-ingest,refs/heads/master,ansible/roles/rvm.ruby/tests/dockerfiles/debian9/Dockerfile,,9,trln,trln-ingest
dprasanthv/DockerFiles,refs/heads/master,scrapyd/py3/Dockerfile,,stretch,dprasanthv,DockerFiles
chlorm-forks/panopticon,refs/heads/master,pkg/debian/Dockerfile.debian,,stretch,chlorm-forks,panopticon
leprechau/freeradius-server,refs/heads/v3.0.x,scripts/crossbuild/docker/debian10/Dockerfile,,buster,leprechau,freeradius-server
pirati-cz/helios-server,refs/heads/master,Dockerfile,,stretch,pirati-cz,helios-server
xstevens/dockerfiles,refs/heads/master,securitymonkey/secmonkey-api/Dockerfile,,stretch,xstevens,dockerfiles
andre487/news487,refs/heads/master,common/python/.devtools/Dockerfile,,9,andre487,news487
joelnb/dockerfiles,refs/heads/master,gollum/nginx/Dockerfile,,buster,joelnb,dockerfiles
ggoussard/Bento4Docker,refs/heads/master,Dockerfile,,buster,ggoussard,Bento4Docker
ziirish/burp-ui,refs/heads/master,docker/demo/docker-cli1/Dockerfile,,bullseye,ziirish,burp-ui
ionomy/ion,refs/heads/master,docker/Dockerfile,,stretch,ionomy,ion
atom/node-keytar,refs/heads/master,docker/arm64-cross-compile/Dockerfile,,buster,atom,node-keytar
jtattermusch/grpc,refs/heads/master,tools/dockerfile/test/cxx_debian9_x64/Dockerfile,,9,jtattermusch,grpc
uq-eresearch/uqam,refs/heads/master,Dockerfile,,9,uq-eresearch,uqam
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/distribtest/ruby_stretch_x64_ruby_3_0/Dockerfile,,stretch,stanley-cheung,grpc
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/distribtest/ruby_stretch_x64_ruby_3_0/Dockerfile,,stretch,grpc,grpc-ios
James-Yu/LaTeX-Workshop,refs/heads/master,.devcontainer/stable/Dockerfile,,bullseye,James-Yu,LaTeX-Workshop
jtattermusch/grpc,refs/heads/master,tools/dockerfile/test/cxx_debian10_x64/Dockerfile,,10,jtattermusch,grpc
marcermarc/DockerSteam,refs/heads/master,steamcmd/Dockerfile,,stretch,marcermarc,DockerSteam
Ragnaroek/rust-on-raspberry-docker,refs/heads/master,Dockerfile,,buster,Ragnaroek,rust-on-raspberry-docker
KCL-Planning/VAL,refs/heads/master,scripts/build/docker/Dockerfile,,9,KCL-Planning,VAL
ronnyfriedland/Knowledgebase-2.0,refs/heads/master,src/main/docker/Dockerfile,,buster,ronnyfriedland,Knowledgebase-2.0
panubo/docker-vsftpd,refs/heads/master,Dockerfile,,stretch,panubo,docker-vsftpd
konstruktoid/dockerfiles,refs/heads/master,gcc/Dockerfile,,buster,konstruktoid,dockerfiles
mauriciovieira/eiitp,refs/heads/master,roles/markosamuli.asdf/tests/stretch/Dockerfile,,stretch,mauriciovieira,eiitp
npo-poms/pyapi,refs/heads/main,docker/debian/Dockerfile,,bullseye,npo-poms,pyapi
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/distribtest/ruby_stretch_x64/Dockerfile,,stretch,stanley-cheung,grpc
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/distribtest/ruby_stretch_x64/Dockerfile,,stretch,grpc,grpc-ios
nexdatas/tools,refs/heads/develop,.ci/debian11_py3/Dockerfile,,bullseye,nexdatas,tools
dropz-one/docker-roundcube,refs/heads/master,Dockerfile,,buster,dropz-one,docker-roundcube
XCSoar/mapgen,refs/heads/master,container/worker/Dockerfile,,bullseye,XCSoar,mapgen
nexdatas/configserver-db,refs/heads/master,.travis/debian9_py2/Dockerfile,,stretch,nexdatas,configserver-db
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_php7/Dockerfile,,11,stanley-cheung,grpc
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/interoptest/grpc_interop_php7/Dockerfile,,11,grpc,grpc-ios
tgockel/zookeeper-cpp,refs/heads/master,config/docker/debian-10/Dockerfile,,10,tgockel,zookeeper-cpp
jtattermusch/grpc,refs/heads/master,tools/dockerfile/test/php7_stretch_x64/Dockerfile,,stretch,jtattermusch,grpc
Manromen/docker-cpp-libraries,refs/heads/master,Dockerfile,,stretch,Manromen,docker-cpp-libraries
troyliu0105/shadowsocks-libev,refs/heads/master,docker/mingw/Dockerfile,,stretch,troyliu0105,shadowsocks-libev
OpenKGB/webcode,refs/heads/master,django/Dockerfile,,stretch,OpenKGB,webcode
keopx/docker-apache-php,refs/heads/master,7.1/Dockerfile,,buster,keopx,docker-apache-php
nfq-technologies/docker-images,refs/heads/master,debian-stretch/Dockerfile,,stretch,nfq-technologies,docker-images
rancherio/os-services,refs/heads/master,images/10-qemuguestagent/Dockerfile,,stretch,rancherio,os-services
jbuddha/OpenRank,refs/heads/master,framework/python2/Dockerfile,,stretch,jbuddha,OpenRank
panubo/docker-apache-mvh,refs/heads/master,buster/Dockerfile,,buster,panubo,docker-apache-mvh
jgaa/shinysocks,refs/heads/master,docker/Dockerfile,,buster,jgaa,shinysocks
lyft/envoy,refs/heads/main,examples/brotli/Dockerfile-service,,buster,lyft,envoy
lyft/envoy,refs/heads/main,examples/gzip/Dockerfile-service,,buster,lyft,envoy
iphydf/c-toxcore,refs/heads/master,other/docker/windows/Dockerfile,,bullseye,iphydf,c-toxcore
JFreegman/toxcore,refs/heads/ngc_jf,other/docker/windows/Dockerfile,,bullseye,JFreegman,toxcore
jfrazelle/dockerfiles,refs/heads/master,rdesktop/Dockerfile,,bullseye,jfrazelle,dockerfiles
michael-k/dockerfiles-jfrazelle,refs/heads/master,rdesktop/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
helderco/docker-salt,refs/heads/master,Dockerfile,,buster,helderco,docker-salt
dvoraka/av-service,refs/heads/master,docker/rabbitmq/Dockerfile,,stretch,dvoraka,av-service
jakirkham/dockerfiles,refs/heads/master,qemu/Dockerfile,,stretch,jakirkham,dockerfiles
wavesplatform/Waves,refs/heads/version-1.3.x,docker/Dockerfile,,buster,wavesplatform,Waves
google/skia-buildbot,refs/heads/main,promk/images/thanos/Dockerfile,,bullseye,google,skia-buildbot
google/skia,refs/heads/main,infra/gcc/Debian10/Dockerfile,,10,google,skia
HalCanary/skia-hc,refs/heads/master,infra/gcc/Debian10/Dockerfile,,10,HalCanary,skia-hc
endlessm/chromium-browser,refs/heads/master,third_party/skia/infra/gcc/Debian10/Dockerfile,,10,endlessm,chromium-browser
youtube/cobalt,refs/heads/master,third_party/skia_next/third_party/skia/infra/gcc/Debian10/Dockerfile,,10,youtube,cobalt
spxtr/bazel,refs/heads/master,src/test/docker/Dockerfile.debian-stretch,,stretch,spxtr,bazel
suderio/dockerclipse,refs/heads/master,Dockerfile,,stretch,suderio,dockerclipse
Webconverger/Debian-Live-config,refs/heads/master,Dockerfile,,stretch,Webconverger,Debian-Live-config
baszoetekouw/SCZ-deploy,refs/heads/master,docker/Dockerfile,,stretch,baszoetekouw,SCZ-deploy
danvaida/ansible-docker-images,refs/heads/master,debian/stretch/slim.Dockerfile,,stretch,danvaida,ansible-docker-images
muxi/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,stretch,muxi,grpc
firebase/grpc-SwiftPM,refs/heads/main,tools/dockerfile/interoptest/grpc_interop_pythonasyncio/Dockerfile,,stretch,firebase,grpc-SwiftPM
firebase/grpc-SwiftPM,refs/heads/main,tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,stretch,firebase,grpc-SwiftPM
8cH9azbsFifZ/bandplan,refs/heads/master,Dockerfile,,buster,8cH9azbsFifZ,bandplan
jfrazelle/dockerfiles,refs/heads/master,cheese/Dockerfile,,bullseye,jfrazelle,dockerfiles
michael-k/dockerfiles-jfrazelle,refs/heads/master,cheese/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
doxel/doxel-docker,refs/heads/master,doxel-dev/Dockerfile,,stretch,doxel,doxel-docker
rroemhild/docker-ejabberd,refs/heads/master,Dockerfile,,buster,rroemhild,docker-ejabberd
willdurand/pman,refs/heads/master,Dockerfile,,stretch,willdurand,pman
aancw/Belati,refs/heads/master,Dockerfile,,stretch,aancw,Belati
vulhub/vulhub,refs/heads/master,base/ghostscript/9.26/Dockerfile,,stretch,vulhub,vulhub
xsnippet/xsnippet-infra,refs/heads/master,docker/Dockerfile,,buster,xsnippet,xsnippet-infra
tprrt/dockers,refs/heads/master,debian-latex/Dockerfile,,buster,tprrt,dockers
michael-k/dockerfiles-jfrazelle,refs/heads/master,rt-tests/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
veyon/veyon,refs/heads/master,.ci/linux.debian.buster/Dockerfile,,buster,veyon,veyon
0install/0install,refs/heads/master,static/Dockerfile-test-debian-10,,10,0install,0install
nrc/rustc-perf,refs/heads/master,collector/benchmarks/packed-simd/ci/docker/sparc64-unknown-linux-gnu/Dockerfile,,stretch,nrc,rustc-perf
cahirwpz/mimiker,refs/heads/master,Dockerfile,,bullseye,cahirwpz,mimiker
htcondor/htcondor,refs/heads/master,build/nmi-build/x86_64_Debian10/Dockerfile,,buster,htcondor,htcondor
AdrianArroyoCalle/kovel,refs/heads/master,Dockerfile,,buster,AdrianArroyoCalle,kovel
Graylog2/apache-mod_log_gelf,refs/heads/master,dist/debian10/Dockerfile,,buster,Graylog2,apache-mod_log_gelf
tonnerre/dockerfiles,refs/heads/master,network/geocolo-db/Dockerfile,,stretch,tonnerre,dockerfiles
istio/proxy,refs/heads/master,tools/extensionserver/Dockerfile,,buster,istio,proxy
openbios/fcode-utils,refs/heads/master,docker/Dockerfile.builder,,11.2,openbios,fcode-utils
leocavalcante/siler,refs/heads/main,examples/grpc/Dockerfile,,buster,leocavalcante,siler
ssro/nmon,refs/heads/master,Dockerfile,,stretch,ssro,nmon
pgentile/tests-docker,refs/heads/master,build-essentials/Dockerfile,,stretch,pgentile,tests-docker
Synerty/synerty-peek,refs/heads/master,gitlab/v2.3.x/linux/Dockerfile,,9,Synerty,synerty-peek
swiftdocker/docker-swift,refs/heads/main,swift-ci/master/debian/9/Dockerfile,,9,swiftdocker,docker-swift
pni-libraries/python-pni,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster,pni-libraries,python-pni
Ennexa/docker-deb-rpm-s3,refs/heads/master,cli/Dockerfile,,stretch,Ennexa,docker-deb-rpm-s3
Webern/Lyre,refs/heads/master,.circleci/Dockerfile,,9.8,Webern,Lyre
gyuho/etcd,refs/heads/main,Dockerfile-release.amd64,,bullseye,gyuho,etcd
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/rdesktop/Dockerfile,,buster,mmatoscom,Dockerfiles
oxarbitrage/bitshares-python-api-backend,refs/heads/master,Dockerfile,,stretch,oxarbitrage,bitshares-python-api-backend
trailofbits/greenhorn,refs/heads/master,csaw-2018/dsa-good-luck-k/Dockerfile,,stretch,trailofbits,greenhorn
garyp/dockerfiles,refs/heads/main,opendkim/Dockerfile,,11,garyp,dockerfiles
Nascom/operate-dockerfiles,refs/heads/master,php/7.2/buster/cli/Dockerfile,,buster,Nascom,operate-dockerfiles
dlareau/puzzlehunt_server,refs/heads/master,docker/apacheDockerfile,,10,dlareau,puzzlehunt_server
zcoinofficial/zcoin,refs/heads/master,Dockerfile,,stretch,zcoinofficial,zcoin
nexdatas/sardanascanrecorders,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster,nexdatas,sardanascanrecorders
nexdatas/taurusgui,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster,nexdatas,taurusgui
jakirkham/dockerfiles,refs/heads/master,wine/32/Dockerfile,,stretch,jakirkham,dockerfiles
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/core_2.2/Dockerfile,,stretch,brianrob,coretests
