repo_name,ref,path,symlink_target,docker_base_image,repo_owner,repo
rothgar/dockerfiles,refs/heads/master,icedove/Dockerfile,,buster,rothgar,dockerfiles
vjpai/grpc,refs/heads/master,tools/dockerfile/test/cxx_buster_openssl102_x64/Dockerfile,,buster,vjpai,grpc
ctiller/grpc,refs/heads/master,tools/dockerfile/test/python_debian11_default_x64/Dockerfile,,bullseye,ctiller,grpc
alejandro-perez/pyikev2,refs/heads/master,Dockerfile,,10,alejandro-perez,pyikev2
aztechian/handbrake,refs/heads/master,transmission/Dockerfile,,stretch,aztechian,handbrake
MediaKraken/MediaKraken_Deployment,refs/heads/master,docker/debian/ComposeMediaKrakenMooseFSClient/Dockerfile,,stretch,MediaKraken,MediaKraken_Deployment
assetsagacity/meteor-do,refs/heads/master,Dockerfile,,stretch,assetsagacity,meteor-do
francois-docker/firefox,refs/heads/master,Dockerfile,,stretch,francois-docker,firefox
TJNII/DockerBases,refs/heads/master,debian_stretch/Dockerfile,,stretch,TJNII,DockerBases
justinribeiro/dockerfiles,refs/heads/master,chrome-headless/Dockerfile,,buster,justinribeiro,dockerfiles
opentokix/yolo-dangerzone,refs/heads/master,docker/grafana2/Dockerfile,,stretch,opentokix,yolo-dangerzone
cjhardekopf/docker-calibre-server,refs/heads/master,Dockerfile,,stretch,cjhardekopf,docker-calibre-server
kwm81/PackageKit,refs/heads/master,tests/ci/Dockerfile-debian,,stretch,kwm81,PackageKit
dvoraka/av-service,refs/heads/master,docker/clamav/Dockerfile,,stretch,dvoraka,av-service
alanfranz/apt-current,refs/heads/v1dev,packaging/debian-stretch/test-image/Dockerfile,,stretch,alanfranz,apt-current
DavidLiedle/ezplatform-com,refs/heads/master,doc/docker/Dockerfile-varnish,,stretch,DavidLiedle,ezplatform-com
Perl/docker-perl,refs/heads/master,eol/5.018.004-slim-buster/Dockerfile,,buster,Perl,docker-perl
jbuddha/OpenRank,refs/heads/master,framework/c/Dockerfile,,stretch,jbuddha,OpenRank
jbuddha/OpenRank,refs/heads/master,framework/python3/Dockerfile,,stretch,jbuddha,OpenRank
Danack/Blog,refs/heads/master,docker/php_fpm/Dockerfile,,9,Danack,Blog
sdhoward/docker-library,refs/heads/master,x86_64/littleos/Dockerfile,,stretch,sdhoward,docker-library
keopx/docker-apache-php,refs/heads/master,7.2/Dockerfile,,buster,keopx,docker-apache-php
pevma/sqard,refs/heads/master,Debian/Dockerfile.sqard-debian-9,,9,pevma,sqard
liuchong/docker-rustup,refs/heads/master,dockerfiles/beta/Dockerfile,,buster,liuchong,docker-rustup
sdhoward/docker-library,refs/heads/master,x86_64/tor/Dockerfile,,stretch,sdhoward,docker-library
ziirish/burp-ui,refs/heads/master,docker/demo/docker-burp2/Dockerfile,,bullseye,ziirish,burp-ui
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_cache_install,,9.11,GoogleContainerTools,kaniko
sstark/gjfy,refs/heads/master,docker/Dockerfile,,stretch,sstark,gjfy
frankeverdij/docker-irixinstall,refs/heads/master,Dockerfile,,buster,frankeverdij,docker-irixinstall
IMIO/docker-teleservices,refs/heads/master,teleservices/Dockerfile-buster-test,,buster,IMIO,docker-teleservices
szepeviktor/debian-server-tools,refs/heads/master,virtualization/php-sqlsrv/Dockerfile,,stretch,szepeviktor,debian-server-tools
johnsandiford/dockerfiles,refs/heads/master,gimp/Dockerfile,,buster,johnsandiford,dockerfiles
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/gimp/Dockerfile,,buster,mmatoscom,Dockerfiles
BaptisteGauduchon/call-of-duty-2-docker-server,refs/heads/master,Dockerfile,,stretch,BaptisteGauduchon,call-of-duty-2-docker-server
kaliop/docker-images,refs/heads/master,php/7.0/Dockerfile,,stretch,kaliop,docker-images
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/test/cxx_debian11_openssl102_x64/Dockerfile,,11,stanley-cheung,grpc
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/test/cxx_debian11_openssl102_x64/Dockerfile,,11,grpc,grpc-ios
rfay/ddev,refs/heads/master,containers/test-ssh-server/Dockerfile,,buster,rfay,ddev
liuchong/docker-rustup,refs/heads/master,dockerfiles/all/Dockerfile,,buster,liuchong,docker-rustup
WatchBeam/ftl-sdk,refs/heads/master,Dockerfile,,9,WatchBeam,ftl-sdk
DataDog/docker-dd-agent,refs/heads/master,Dockerfile-jmx,,buster,DataDog,docker-dd-agent
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/cheese/Dockerfile,,buster,mmatoscom,Dockerfiles
nexdatas/configserver-db,refs/heads/master,.travis/debian10_py2/Dockerfile,,buster,nexdatas,configserver-db
johnsandiford/dockerfiles,refs/heads/master,lynx/Dockerfile,,buster,johnsandiford,dockerfiles
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/lynx/Dockerfile,,buster,mmatoscom,Dockerfiles
fenek/MongooseIM,refs/heads/master,tools/pkg/platforms/debian_stretch/Dockerfile,,stretch,fenek,MongooseIM
lpenz/dotvim,refs/heads/devel,.github/actions/ansible/Dockerfile,,buster,lpenz,dotvim
HanXHX/docker-vagrant-ansible,refs/heads/master,debian11/Dockerfile,,bullseye,HanXHX,docker-vagrant-ansible
ngiger/oddb-docker,refs/heads/master,migeld/Dockerfile,,stretch,ngiger,oddb-docker
Nascom/operate-dockerfiles,refs/heads/master,php/7.1/buster/cli/Dockerfile,,buster,Nascom,operate-dockerfiles
qTox/qTox,refs/heads/master,buildscripts/docker/Dockerfile.flatpak_builder,,buster,qTox,qTox
samrocketman/gitlab-mirrors,refs/heads/main,Dockerfile,,10,samrocketman,gitlab-mirrors
nexdatas/recselector,refs/heads/develop,.ci/debian11_py3/Dockerfile,,bullseye,nexdatas,recselector
xstevens/dockerfiles,refs/heads/master,metasploit/Dockerfile,,buster,xstevens,dockerfiles
newnius/Dockerfiles,refs/heads/master,rclone/amd64/Dockerfile,,9,newnius,Dockerfiles
scele/kubernetes-certbot,refs/heads/master,Dockerfile,,9.2,scele,kubernetes-certbot
mevdschee/php-crud-api,refs/heads/main,docker/debian9/Dockerfile,,9,mevdschee,php-crud-api
mevdschee/mysql-crud-api,refs/heads/main,docker/debian9/Dockerfile,,9,mevdschee,mysql-crud-api
mzagozen/vrnetlab,refs/heads/master,vmx/docker/Dockerfile,,stretch,mzagozen,vrnetlab
ANXS/postgresql,refs/heads/master,tests/docker/images/Dockerfile.debian.10-builded,,10,ANXS,postgresql
leprechau/freeradius-server,refs/heads/v3.0.x,scripts/jenkins/debian10/Dockerfile.testrepo,,buster,leprechau,freeradius-server
codeship/codeship-tool-examples,refs/heads/master,18.load-balancer/Dockerfile.ci,,9,codeship,codeship-tool-examples
pjstadig/dotfiles,refs/heads/master,.emacs.d/elpa/pdf-tools-20200512.1524/build/server/test/docker/templates/debian-9.Dockerfile.in,,9,pjstadig,dotfiles
lukemperez/.emacs,refs/heads/master,elpaOld/pdf-tools-0.90/build/server/test/docker/templates/debian-9.Dockerfile.in,,9,lukemperez,.emacs
lukemperez/.emacs,refs/heads/master,elpa/pdf-tools-0.90/build/server/test/docker/templates/debian-9.Dockerfile.in,,9,lukemperez,.emacs
inhere/dockerenv,refs/heads/master,dockerfiles/php/debian-slim/php72-cli.Dockerfile,,buster,inhere,dockerenv
salamcast/GigCableLabels,refs/heads/master,Dockerfile,,buster,salamcast,GigCableLabels
hajimehoshi/ebiten,refs/heads/main,internal/glfw/Dockerfile,,buster,hajimehoshi,ebiten
endlessm/chromium-browser,refs/heads/master,third_party/grpc/src/tools/dockerfile/test/python_stretch_3.5_x64/Dockerfile,,stretch,endlessm,chromium-browser
vicamo/docker-binfmt-qemu,refs/heads/master,debian/stretch/Dockerfile,,stretch,vicamo,docker-binfmt-qemu
laincloud/dockerfiles,refs/heads/master,fluentd-elasticsearch/1.2.5/Dockerfile,,stretch,laincloud,dockerfiles
SIGSEGV111/cl3,refs/heads/master,image-builder/infrabox/debian-9_0-clang/Dockerfile,,9.0,SIGSEGV111,cl3
SIGSEGV111/cl3,refs/heads/master,image-builder/infrabox/debian-9_0-gcc/Dockerfile,,9.0,SIGSEGV111,cl3
nanoporetech/scrappie,refs/heads/master,docker/debian/stretch/Dockerfile,,stretch,nanoporetech,scrappie
konstruktoid/dockerfiles,refs/heads/master,vagrant/Dockerfile,,buster,konstruktoid,dockerfiles
phpList/phplist3,refs/heads/master,Dockerfile.release,,buster,phpList,phplist3
wknapik/openvpn-unroot,refs/heads/master,test/st/debian/Dockerfile,,stretch,wknapik,openvpn-unroot
nexdatas/sardanascanrecorders,refs/heads/develop,.ci/debian9_py2/Dockerfile,,stretch,nexdatas,sardanascanrecorders
mksh/aiobasex,refs/heads/master,docker/test_py36/Dockerfile,,stretch,mksh,aiobasex
dreignier/cg-brutaltester,refs/heads/master,Dockerfile,,stretch,dreignier,cg-brutaltester
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/cathode/Dockerfile,,stretch,mmatoscom,Dockerfiles
Perl/docker-perl,refs/heads/master,5.032.001-slim-buster/Dockerfile,,buster,Perl,docker-perl
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_add_404,,9.11,GoogleContainerTools,kaniko
openmaraude/GeoTaxi,refs/heads/master,Dockerfile,,stretch,openmaraude,GeoTaxi
bdreisbach/vrnetlab,refs/heads/master,topology-machine/Dockerfile,,stretch,bdreisbach,vrnetlab
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/demo-debian-bullseye.Dockerfile,,bullseye,googleapis,google-cloud-cpp
google/google-ctf,refs/heads/master,2020/quals/pwn-gatekey/Dockerfile,,buster,google,google-ctf
mtmiller/ocserv,refs/heads/master,tests/docker-ocserv/Dockerfile-debian-proxyproto,,stretch,mtmiller,ocserv
kmuto/review,refs/heads/master,Dockerfile,,buster,kmuto,review
basepi/hubble,refs/heads/develop,pkg/debian9/Dockerfile,,9,basepi,hubble
HubbleStack/Hubble,refs/heads/develop,pkg/debian9/Dockerfile,,9,HubbleStack,Hubble
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/debian-github.Dockerfile,,bullseye,googleapis,google-cloud-cpp
matt-deboer/marathon-lb,refs/heads/master,Dockerfile,,stretch,matt-deboer,marathon-lb
ziirish/burp-ui,refs/heads/master,docker/demo/docker-cli2/Dockerfile,,bullseye,ziirish,burp-ui
OPWEN/opwen-webapp,refs/heads/master,Dockerfile,,buster,OPWEN,opwen-webapp
pism/pism,refs/heads/main,docker/debian-spack/Dockerfile,,buster,pism,pism
tango-controls/cppTango,refs/heads/tango-9-lts,.travis/debian10/Dockerfile,,buster,tango-controls,cppTango
Perl/docker-perl,refs/heads/master,5.030.003-slim-buster/Dockerfile,,buster,Perl,docker-perl
runabove/beamium,refs/heads/master,Dockerfile,,stretch,runabove,beamium
Danack/SiteTool,refs/heads/master,docker/sitetool_php/Dockerfile,,9,Danack,SiteTool
s30labs/cnm,refs/heads/master,os/docker/cnm-core-utils/Dockerfile,,buster,s30labs,cnm
jglamine/phamdb,refs/heads/master,pham/data/conserved-domain-database/Dockerfile,,buster,jglamine,phamdb
mrkara/libreoffice-build-environment,refs/heads/master,Dockerfile,,stretch,mrkara,libreoffice-build-environment
appcom-interactive/docker-nodejs,refs/heads/master,Dockerfile-debian-10,,stretch,appcom-interactive,docker-nodejs
ajbisoft/docker_image-debian8_lap,refs/heads/debian9,Dockerfile,,9,ajbisoft,docker_image-debian8_lap
tomadeb/W,refs/heads/master,myapp/docker/web/Dockerfile,,stretch,tomadeb,W
Brainfood-com/docker-image-recipes,refs/heads/master,mysql/Dockerfile,,stretch,Brainfood-com,docker-image-recipes
mantlepro/radcast,refs/heads/master,Dockerfile,,stretch,mantlepro,radcast
jessfraz/test-infra,refs/heads/master,logexporter/cmd/Dockerfile,,stretch,jessfraz,test-infra
projectbuendia/buendia,refs/heads/dev,tools/docker/Dockerfile,,stretch,projectbuendia,buendia
imagemin/mozjpeg-bin,refs/heads/update-mozjpeg,docker/Dockerfile,,10,imagemin,mozjpeg-bin
firebase/grpc-SwiftPM,refs/heads/main,tools/dockerfile/test/cxx_buster_x64/Dockerfile,,buster,firebase,grpc-SwiftPM
weiji14/cryospheric-data-lakes,refs/heads/master,code/docker/python3/Dockerfile,,buster,weiji14,cryospheric-data-lakes
michael-k/dockerfiles-jfrazelle,refs/heads/master,lilyterm/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
chiefy/dockerfiles,refs/heads/master,debian-texlive/Dockerfile,,stretch,chiefy,dockerfiles
pgentile/tests-docker,refs/heads/master,python-base/Dockerfile,,stretch,pgentile,tests-docker
alanbrent/dockerfiles,refs/heads/master,stress/Dockerfile,,stretch,alanbrent,dockerfiles
cheako/gnunetircd,refs/heads/master,Dockerfile,,stretch,cheako,gnunetircd
trambi/FantasyFootballArchitecture,refs/heads/master,webserver/docker/Dockerfile,,10,trambi,FantasyFootballArchitecture
nexdatas/configtool,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster,nexdatas,configtool
google/mediapipe,refs/heads/master,mediapipe/examples/coral/Dockerfile.amd64,,buster,google,mediapipe
ejona86/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch,ejona86,grpc
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch,grpc,grpc-ios
firebase/grpc-SwiftPM,refs/heads/main,tools/dockerfile/distribtest/cpp_stretch_x64/Dockerfile,,stretch,firebase,grpc-SwiftPM
fishilico/shared,refs/heads/master,machines/Dockerfile-debian9-stretch,,stretch,fishilico,shared
justb4/stetl,refs/heads/master,Dockerfile,,stretch,justb4,stetl
jfrazelle/dockerfiles,refs/heads/master,pandoc/Dockerfile,,bullseye,jfrazelle,dockerfiles
michael-k/dockerfiles-jfrazelle,refs/heads/master,pandoc/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
jmassey-jacques/libjson-rpc-cpp,refs/heads/master,docker/Debian10.Dockerfile,,buster,jmassey-jacques,libjson-rpc-cpp
lpenz/dotvim,refs/heads/devel,.github/actions/vimlint/Dockerfile,,buster,lpenz,dotvim
peadar/pstack,refs/heads/master,docker/full-64bit/Dockerfile,,stretch,peadar,pstack
tsuyoshicho/buildricty-docker,refs/heads/master,Dockerfile,,stretch,tsuyoshicho,buildricty-docker
vulhub/vulhub,refs/heads/master,base/bind/latest/Dockerfile,,stretch,vulhub,vulhub
tytso/xfstests-bld,refs/heads/master,Dockerfile,,bullseye,tytso,xfstests-bld
LACNIC/virtualized-appliances,refs/heads/master,fort-validator.docker/fort-1.0/Dockerfile,,buster,LACNIC,virtualized-appliances
baszoetekouw/SCZ-deploy,refs/heads/master,docker/comanage/Dockerfile,,stretch,baszoetekouw,SCZ-deploy
Vincoll/Docker_ntwtools,refs/heads/master,Dockerfile,,9,Vincoll,Docker_ntwtools
Galexrt/docker-gameserver,refs/heads/master,Dockerfile,,buster,Galexrt,docker-gameserver
einhander/latex-gost-rv,refs/heads/master,docker/Dockerfile,,stretch,einhander,latex-gost-rv
discourse/syslogstash,refs/heads/main,Dockerfile,,bullseye,discourse,syslogstash
dancerj/monthly-report,refs/heads/master,utils/docker/Dockerfile.bullseye,,bullseye,dancerj,monthly-report
johnsandiford/dockerfiles,refs/heads/master,sublime-text-3/Dockerfile,,buster,johnsandiford,dockerfiles
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/sublime-text-3/Dockerfile,,buster,mmatoscom,Dockerfiles
jasonfleming/asgs,refs/heads/master,cloud/Dockerfiles/Dockerfile.debian,,stretch,jasonfleming,asgs
pihvi-io/docker-base,refs/heads/master,debian/Dockerfile,,stretch,pihvi-io,docker-base
arangodb-helper/build-docker-containers,refs/heads/master,distros/debian/stretch/run/Dockerfile,,stretch,arangodb-helper,build-docker-containers
ytec/instaforex-web,refs/heads/master,Dockerfile,,stretch,ytec,instaforex-web
ejona86/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.8_x64/Dockerfile,,stretch,ejona86,grpc
palepurple/pureftp-user-admin,refs/heads/master,provisioning/Dockerfile_pureftp,,stretch,palepurple,pureftp-user-admin
DavidAntliff/poolmon,refs/heads/master,services/grafana/Dockerfile.x86_64,,stretch,DavidAntliff,poolmon
Nascom/operate-dockerfiles,refs/heads/master,php/7.0/buster/cli/Dockerfile,,buster,Nascom,operate-dockerfiles
ory-am/go-iam,refs/heads/master,test/conformance/httpd/Dockerfile,,stretch,ory-am,go-iam
ory/hydra,refs/heads/master,test/conformance/httpd/Dockerfile,,stretch,ory,hydra
andrejska/simplest-test-dashboard,refs/heads/master,testrunner/Dockerfile,,stretch,andrejska,simplest-test-dashboard
frankyrumple/ope,refs/heads/master,docker_build_files/ope-router/Dockerfile,,stretch,frankyrumple,ope
alphalambda/codeworld,refs/heads/master,Dockerfile,,stretch,alphalambda,codeworld
Exadios/xcsoar-exp,refs/heads/master,ide/docker/Dockerfile,,bullseye,Exadios,xcsoar-exp
XCSoar/XCSoar,refs/heads/master,ide/docker/Dockerfile,,bullseye,XCSoar,XCSoar
jfrazelle/dockerfiles,refs/heads/master,nginx-extras/Dockerfile,,bullseye,jfrazelle,dockerfiles
michael-k/dockerfiles-jfrazelle,refs/heads/master,nginx-extras/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
ustclug/ustcmirror-images,refs/heads/master,base/Dockerfile.debian,,buster,ustclug,ustcmirror-images
joshuacox/docker-icinga2,refs/heads/master,Dockerfile,,stretch,joshuacox,docker-icinga2
docker-library/buildpack-deps,refs/heads/master,debian/stretch/curl/Dockerfile,,stretch,docker-library,buildpack-deps
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_cache,,9.11,GoogleContainerTools,kaniko
DeDocker/php,refs/heads/master,7.2/fpm/debian/Dockerfile,,stretch,DeDocker,php
mgeitz/tbdchat,refs/heads/master,Dockerfile-server,,stretch,mgeitz,tbdchat
Noirello/bonsai,refs/heads/master,.ci/docker/Dockerfile,,buster,Noirello,bonsai
Noirello/PyLDAP,refs/heads/master,.ci/docker/Dockerfile,,buster,Noirello,PyLDAP
tgockel/json-voorhees,refs/heads/trunk,config/docker/debian-9.9/Dockerfile,,9.9,tgockel,json-voorhees
SNDjango/server,refs/heads/devel,docker/Dockerfile,,stretch,SNDjango,server
changmingBoy/Dockerfiles,refs/heads/master,debianBase/stretch/Dockerfile,,stretch,changmingBoy,Dockerfiles
openbios/fcode-utils,refs/heads/master,docker/Dockerfile,,11.2,openbios,fcode-utils
getong/docker-erlang-otp,refs/heads/master,22/slim/Dockerfile,,buster,getong,docker-erlang-otp
Mokolea/docker,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye,Mokolea,docker
konstruktoid/docker-upstream,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye,konstruktoid,docker-upstream
bearstech/moby,refs/heads/master,contrib/nnp-test/Dockerfile,,bullseye,bearstech,moby
michael-k/dockerfiles-jfrazelle,refs/heads/master,shellcheck/Dockerfile,,bullseye,michael-k,dockerfiles-jfrazelle
Nascom/operate-dockerfiles,refs/heads/master,php/7.3/buster/cli/Dockerfile,,buster,Nascom,operate-dockerfiles
Linuxbrew/docker,refs/heads/master,debian9/Dockerfile,,stretch,Linuxbrew,docker
resin-os/meta-resin,refs/heads/master,meta-balena-common/recipes-containers/mkfs-hostapp-native/files/Dockerfile,,stretch,resin-os,meta-resin
Danack/SlimAurynInvoker,refs/heads/master,docker/php_fpm/Dockerfile,,10,Danack,SlimAurynInvoker
hwoarang/docker-quasselcore,refs/heads/master,Dockerfile,,stretch,hwoarang,docker-quasselcore
google/or-tools,refs/heads/stable,tools/docker/test/amd64/debian-11/java.Dockerfile,,11,google,or-tools
SirmaITT/conservation-space-1.7.0,refs/heads/master,docker/apache-server/1.1/Dockerfile,,stretch,SirmaITT,conservation-space-1.7.0
Perl/docker-perl,refs/heads/master,5.034.000-slim-bullseye/Dockerfile,,bullseye,Perl,docker-perl
googleforgames/agones,refs/heads/main,examples/nodejs-simple/Dockerfile,,buster,googleforgames,agones
czapiga/mimiker,refs/heads/master,.circleci/image/Dockerfile,,9.0,czapiga,mimiker
LibrIT/passhport,refs/heads/master,Dockerfile-Debian9,,9,LibrIT,passhport
chbrandt/dachs,refs/heads/master,data/Dockerfile,,buster,chbrandt,dachs
chbrandt/docker-dachs,refs/heads/master,data/Dockerfile,,buster,chbrandt,docker-dachs
uxbox/uxbox,refs/heads/master,docker/testenv/Dockerfile-exporter,,buster,uxbox,uxbox
ddouglascarr/rooset,refs/heads/master,lf.Dockerfile,,buster,ddouglascarr,rooset
ebassi/flathub-docker,refs/heads/master,base/Dockerfile,,stretch,ebassi,flathub-docker
rroart/stockstat,refs/heads/master,docker/tensorflow/Dockerfile,,stretch,rroart,stockstat
gautam1858/tensorflow,refs/heads/master,tensorflow/tools/dockerfiles/tools.Dockerfile,,stretch,gautam1858,tensorflow
hfp/tensorflow-xsmm,refs/heads/master,tensorflow/tools/dockerfiles/tools.Dockerfile,,stretch,hfp,tensorflow-xsmm
nexdatas/selector,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster,nexdatas,selector
lpenz/realworldhaskell-exercises,refs/heads/master,Dockerfile,,stretch,lpenz,realworldhaskell-exercises
nemequ/simde,refs/heads/master,test/docker/Dockerfile.arm64,,bullseye,nemequ,simde
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_extract_fs,,9.11,GoogleContainerTools,kaniko
ANLAB-KAIST/rust-dpdk,refs/heads/main,Dockerfile,,buster,ANLAB-KAIST,rust-dpdk
tango-controls/cppTango,refs/heads/tango-9-lts,.travis/llvm-latest/Dockerfile,,buster,tango-controls,cppTango
DavidAntliff/poolmon,refs/heads/master,services/mosquitto/Dockerfile.x86_64,,stretch,DavidAntliff,poolmon
uglyog/pact-stub-server,refs/heads/master,docker/Dockerfile,,bullseye,uglyog,pact-stub-server
lorcanmcdonald/regexicon,refs/heads/master,containers/service.Dockerfile,,buster,lorcanmcdonald,regexicon
lorcanmcdonald/RegexCandidates,refs/heads/master,containers/service.Dockerfile,,buster,lorcanmcdonald,RegexCandidates
nabeken/docker-volume-container-rsync,refs/heads/master,Dockerfile,,10,nabeken,docker-volume-container-rsync
fishilico/shared,refs/heads/master,machines/Dockerfile-debian10-buster,,buster,fishilico,shared
GoogleCloudPlatform/cos-gpu-installer,refs/heads/master,cos-gpu-installer-docker/Dockerfile,,9,GoogleCloudPlatform,cos-gpu-installer
liuchong/docker-rustup,refs/heads/master,dockerfiles/stable_musl/Dockerfile,,buster,liuchong,docker-rustup
jakefeasel/sqlfiddle3,refs/heads/master,hostMonitor/Dockerfile,,9.3,jakefeasel,sqlfiddle3
adaliszk/benchmark-php-cli,refs/heads/master,docker/env/7.0/Dockerfile-debian-skratch,,stretch,adaliszk,benchmark-php-cli
Knowmio/cucumberxvfb,refs/heads/master,Dockerfile,,stretch,Knowmio,cucumberxvfb
hypriot/image-builder-raw,refs/heads/master,Dockerfile,,stretch,hypriot,image-builder-raw
SP7-Ritmare/starterkit,refs/heads/master,scripts/docker/cron/Dockerfile,,stretch,SP7-Ritmare,starterkit
cosurgi/trunk,refs/heads/master,scripts/ppa_ci/aptly/Dockerfile,,buster,cosurgi,trunk
shundhammer/snapper,refs/heads/master,Dockerfile.debian,,9,shundhammer,snapper
sfuhrm/capsula,refs/heads/master,src/main/resources/targets/debian_stretch/Dockerfile,,stretch,sfuhrm,capsula
Jigsaw-Code/outline-client,refs/heads/master,tools/build/Dockerfile,,9,Jigsaw-Code,outline-client
resin-io-library/base-images,refs/heads/master,balena-base-images/supervisor/amd64/debian/stretch/Dockerfile,,stretch,resin-io-library,base-images
GoogleCloudPlatform/google-fluentd,refs/heads/master,build/x86_64_debian/Dockerfile,,9,GoogleCloudPlatform,google-fluentd
getong/docker-erlang-otp,refs/heads/master,24/slim/Dockerfile,,bullseye,getong,docker-erlang-otp
andreknieriem/photobooth,refs/heads/master,Dockerfile,,buster,andreknieriem,photobooth
artsy/docker-images,refs/heads/main,jenkins-master/Dockerfile,,10,artsy,docker-images
jgaa/restc-cpp,refs/heads/master,ci/jenkins/Dockerfile.debian-stretch,,stretch,jgaa,restc-cpp
ejona86/grpc,refs/heads/master,tools/dockerfile/test/php7_debian9_x64/Dockerfile,,9,ejona86,grpc
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_run_2,,9.11,GoogleContainerTools,kaniko
resin-io-library/base-images,refs/heads/master,balena-base-images/supervisor/amd64/debian/bullseye/Dockerfile,,bullseye,resin-io-library,base-images
anavarre/drucker,refs/heads/master,app/Dockerfile,,stretch,anavarre,drucker
MediaKraken/MediaKraken_Deployment,refs/heads/master,docker/debian/ComposeMediaKrakenMooseFSMaster/Dockerfile,,stretch,MediaKraken,MediaKraken_Deployment
Perl/docker-perl,refs/heads/master,"eol/5.020.003-slim,threaded-buster/Dockerfile",,buster,Perl,docker-perl
chriswayg/apache-php,refs/heads/master,Dockerfile,,buster,chriswayg,apache-php
twhtanghk/docker.shell,refs/heads/master,kicad/Dockerfile,,bullseye,twhtanghk,docker.shell
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/stress/Dockerfile,,buster,mmatoscom,Dockerfiles
pgentile/tests-docker,refs/heads/master,fpm-consul/test/Dockerfile,,stretch,pgentile,tests-docker
poldracklab/pydeface,refs/heads/master,Dockerfile,,stretch,poldracklab,pydeface
docker-library/buildpack-deps,refs/heads/master,debian/bullseye/curl/Dockerfile,,bullseye,docker-library,buildpack-deps
jjethwa/rundeck,refs/heads/master,Dockerfile,,stretch,jjethwa,rundeck
iaroki/dockerfiles,refs/heads/master,thunderbird/Dockerfile,,stretch,iaroki,dockerfiles
fplll/fplll,refs/heads/master,tools/Dockerfile,,buster,fplll,fplll
Clever/redshifter,refs/heads/master,Dockerfile,,stretch,Clever,redshifter
endlessm/chromium-browser,refs/heads/master,third_party/grpc/src/tools/dockerfile/test/python_stretch_2.7_x64/Dockerfile,,stretch,endlessm,chromium-browser
otiai10/gosseract,refs/heads/main,test/runtimes/debian_tess4.1.1.Dockerfile,,bullseye,otiai10,gosseract
lhelontra/tensorflow-on-arm,refs/heads/master,build_tensorflow/Dockerfile.bullseye,,bullseye,lhelontra,tensorflow-on-arm
glondu/belenios,refs/heads/master,Dockerfile_base_environment,,10,glondu,belenios
cloudflare/quiche,refs/heads/master,fuzz/Dockerfile,,bullseye,cloudflare,quiche
tomologic/docker-maven,refs/heads/master,3-jfx-8/Dockerfile,,stretch,tomologic,docker-maven
keopx/docker-apache-php,refs/heads/master,7.3/Dockerfile,,buster,keopx,docker-apache-php
uber/kraken,refs/heads/master,docker/testfs/Dockerfile,,10,uber,kraken
rroart/stockstat,refs/heads/master,docker/tensorflow/predict/Dockerfile,,stretch,rroart,stockstat
zhaoshuxue/document,refs/heads/master,docker/2018/Dockerfile,,9,zhaoshuxue,document
rahiel/open_nsfw--,refs/heads/master,Dockerfile,,stretch,rahiel,open_nsfw--
endlessm/chromium-browser,refs/heads/master,third_party/grpc/src/tools/dockerfile/test/python_stretch_3.7_x64/Dockerfile,,stretch,endlessm,chromium-browser
agfsapi4j/agfsapi4j,refs/heads/master,integration-test-build/Dockerfile,,stretch,agfsapi4j,agfsapi4j
keopx/docker-apache-php,refs/heads/master,7.0/Dockerfile,,buster,keopx,docker-apache-php
ericyan/docker-kamailio,refs/heads/master,Dockerfile,,stretch,ericyan,docker-kamailio
moosefs/moosefs-docker-cluster,refs/heads/master,moosefs-client/Dockerfile,,buster,moosefs,moosefs-docker-cluster
DataDog/docker-dd-agent,refs/heads/master,Dockerfile,,buster,DataDog,docker-dd-agent
