repo_name,ref,path,symlink_target
duynguyen/incubator-openwhisk,refs/heads/master,ansible/provision_env_dist.yml,
RafaelPalomar/girder,refs/heads/master,devops/ansible-role-girder/molecule/ansible-module/prepare.yml,
RafaelPalomar/girder,refs/heads/master,devops/ansible-role-girder/molecule/default/prepare.yml,
phodal/growth-code,refs/heads/master,chapter6/playbook.yml,
phodal/growth-code,refs/heads/master,chapter9/playbook.yml,
phodal/growth-code,refs/heads/master,chapter8/playbook.yml,
phodal/growth-code,refs/heads/master,chapter7/playbook.yml,
mangobanaani/ansible,refs/heads/master,elk/playbook.yml,
mangobanaani/ansible,refs/heads/master,firewall/playbook.yml,
mangobanaani/ansible,refs/heads/master,bind2/playbook.yml,
mangobanaani/ansible,refs/heads/master,bind/playbook.yml,
mangobanaani/ansible,refs/heads/master,postfix/playbook.yml,
mangobanaani/ansible,refs/heads/master,lemp/playbook.yml,
elnappo/ansible-role-quassel-core,refs/heads/master,molecule/default/prepare.yml,
withmethod/ansible-role-google-chrome,refs/heads/master,molecule/default/tests/test_default.yml,
MikeTheCanuck/jQuery-infra-update,refs/heads/master,playbook.yml,
cuongnv23/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
ogenstad/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
balanced-ops/infra-log,refs/heads/master,provisioning/build.yml,
benofben/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
nunpa/configuration,refs/heads/master,playbooks/check_package_upgrades.yml,
nunpa/configuration,refs/heads/master,playbooks/edx-east/mongo_rolling_upgrade.yml,
nunpa/configuration,refs/heads/master,playbooks/edx-east/mongo_upgrade_hidden_secondaries.yml,
umeboshi2/debops-playbooks,refs/heads/master,playbooks/tools/dist-upgrade.yml,
AgentMeerkat/learning-ansible,refs/heads/master,web-notls.yml,
AgentMeerkat/learning-ansible,refs/heads/master,web-tls.yml,
metral/os-ansible-deployment,refs/heads/master,playbooks/utility-install.yml,
jv1992/pqr,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
AsraFatima/XenApp-Marketplace,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
AsraFatima/XenApp-Marketplace,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
ramondelafuente/elewant,refs/heads/master,ansible/galaxy_roles/geerlingguy.certbot/molecule/default/playbook-source-install.yml,
ramondelafuente/elewant,refs/heads/master,ansible/galaxy_roles/geerlingguy.certbot/molecule/default/playbook.yml,
ramondelafuente/elewant,refs/heads/master,ansible/provision/playbook.yml,
aurelienmaury/galaxie,refs/heads/master,playbooks/galaxie-zoe-integration.yml,
kaajavi/pytter,refs/heads/master,deploy/deploy.yml,
photoninger/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
StephenWeber/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
cimarron-pistoncloud/graphite-grafana-vagrant-box,refs/heads/master,graphite-grafana.yml,
Logan2211/openstack-ansible-lxc_container_create,refs/heads/master,tests/test-prepare-host.yml,
Teodelas/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
Teodelas/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
ansible-city/postgresql,refs/heads/develop,tests/test.yml,
frappe/bench,refs/heads/master,playbooks/roles/bench/tasks/setup_firewall.yml,
matlockx/rng,refs/heads/master,azure_start_stop.yml,
matlockx/rng,refs/heads/master,azure.yml,
singhkay/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
CredoReference/configuration,refs/heads/master,playbooks/check_package_upgrades.yml,
enterprisemediawiki/meza,refs/heads/master,src/playbooks/elasticsearch-upgrade.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/01_setup_aptcache/02_install_apt-cacher-ng.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/06_Add_a_Networking_component/04_Install_and_configure_network_node/02_install_the_Networking_components.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/02_basic_environment/05_OpenStack_packages/01_enable_the_OpenStack_repository.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/02_basic_environment/05_OpenStack_packages/02_finalize_installation.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/06_Add_a_Networking_component/03_Install_and_configure_controller_node/02_Install_and_configure_controller_node.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/09_Add_Object_Storage/02_Install_and_configure_the_controller_node/02_install_and_configure_the_controller_node_components.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/05_Add_the_Compute_service/02_Install_and_configure_controller_node/02_Install_and_configure_Compute_controller_components.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/02_basic_environment/07_Message_queue/01_install_the_message_queue_service.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/06_Add_a_Networking_component/05_Install_and_configure_compute_node/02_install_the_Networking_components.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/07_Add_the_dashboard/01_Install_and_configure.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/09_Add_Object_Storage/03_Install_and_configure_the_storage_nodes/01_configure_prerequisites.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/04_Add_the_Image_service/02_Install_and_configure/02_Install_and_configure_the_Image_service_components.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/05_Add_the_Compute_service/03_Install_and_configure_a_compute_node/01_install_and_configure_the_Compute_hypervisor_components.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/02_basic_environment/06_SQL_database/01_install_and_configure_the_database_server.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/09_Add_Object_Storage/03_Install_and_configure_the_storage_nodes/02_Install_and_configure_storage_node.yml,
MasterprojectOpenStack2015/sourcecode,refs/heads/master,installation/playbooks/03_Add_the_Identity_service/02_Install_and_configure/02_install_and_configure_the_Identity_service_components.yml,
rongzhus/ursula,refs/heads/master,playbooks/vagrant/predeploy.yml,
rongzhus/ursula,refs/heads/master,envs/example/swift-rhel/playbooks/predeploy.yml,
rongzhus/ursula,refs/heads/master,playbooks/ci-ceph-swift-ubuntu/tasks/pre-deploy.yml,
rongzhus/ursula,refs/heads/master,playbooks/ci-full-ubuntu/tasks/pre-deploy.yml,
rongzhus/ursula,refs/heads/master,playbooks/remove_controller_services/tasks/main.yml,
rongzhus/ursula,refs/heads/master,playbooks/ci-allinone/tasks/pre-deploy.yml,
rongzhus/ursula,refs/heads/master,upgrade.yml,
New-Edge-Engineering/ansible-rundeck,refs/heads/develop,tests/default_test.yml,
New-Edge-Engineering/ansible-rundeck,refs/heads/develop,tests/postgresql_redhat_test.yml,
New-Edge-Engineering/ansible-rundeck,refs/heads/develop,tests/postgresql_debian_test.yml,
sillsdev/web-scriptureforge,refs/heads/master,deploy/dependencies.yml,
sillsdev/web-scriptureforge,refs/heads/master,deploy/developer_dependencies.yml,
sillsdev/web-scriptureforge,refs/heads/master,deploy/dev.yml,
sillsdev/web-scriptureforge,refs/heads/master,deploy/playbook_debian.yml,
kempa-liehr/DSVMs,refs/heads/master,flink-vm/cluster/master.yml,
kempa-liehr/DSVMs,refs/heads/master,flink-vm/cluster/slave.yml,
kempa-liehr/DSVMs,refs/heads/master,flink-vm/single/base.yml,
YPCrumble/ansible-django-stack,refs/heads/master,security.yml,
YPCrumble/ansible-django-stack,refs/heads/master,dbservers.yml,
YPCrumble/ansible-django-stack,refs/heads/master,webservers.yml,
YPCrumble/ansible-django-stack,refs/heads/master,molecule/default/playbook.yml,
YPCrumble/ansible-django-stack,refs/heads/master,vagrant.yml,
wtsi-ssg/os-cluster,refs/heads/master,ansible/head.yml,
wtsi-ssg/os-cluster,refs/heads/master,ansible/full.yml,
wtsi-ssg/os-cluster,refs/heads/master,ansible/base.yml,
SpamScope/spamscope,refs/heads/develop,ansible/00_apache_storm_install.yml,
SpamScope/spamscope,refs/heads/develop,ansible/01_spamscope_install.yml,
arista-eosplus/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
mgugino-upstream-stage/openstack-ansible-os_watcher,refs/heads/master,tests/test-install-watcher.yml,
mgugino-upstream-stage/openstack-ansible-os_watcher,refs/heads/master,tests/test-prepare-host.yml,
KellerFuchs/admin-tools,refs/heads/master,shell.yml,
m1028639/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
m1028639/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
ashemedai/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
squillace/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
squillace/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
yyr/wrf_install,refs/heads/master,playbooks/vm.yml,
elnappo/ansible-role-apt-cacher-ng,refs/heads/master,molecule/default/prepare.yml,
cmacrae/ansible-sensu,refs/heads/master,molecule/shared/verify.yml,
drifterza/openstack-ansible-os_prometheus_server,refs/heads/master,tests/test-prepare-host.yml,
hastexo/edx-configuration,refs/heads/master,playbooks/edx-east/mongo_rolling_upgrade.yml,
hastexo/edx-configuration,refs/heads/master,playbooks/edx-east/mongo_upgrade_hidden_secondaries.yml,
dhasthagheer/edx-distributed-configuration,refs/heads/master,playbooks/edx-east/create_dbs.yml,
dhasthagheer/edx-distributed-configuration,refs/heads/master,playbooks/edx-east/gerrit_deploy.yml,
rgeraads/packrat,refs/heads/develop,ansible/playbook.yml,
ravibhure/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
olandese/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
evan4498/alltheansible,refs/heads/master,fullbase.yml,
QutBioacoustics/baw-server,refs/heads/develop,provision/vagrant.yml,
steenzout/hands-on-influxdb,refs/heads/master,site.yml,
zuojihong/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
zuojihong/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
klondon71/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
klondon71/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
grschafer/quassel-search-go,refs/heads/master,ansible/playbook.yml,
ScorpionResponse/vagrant-bootstrap,refs/heads/master,ansible/bootstrap.yml,
makelly/ciao-playbooks,refs/heads/master,ciao-s-base.yml,
makelly/ciao-playbooks,refs/heads/master,ciao-base.yml,
bhavesh37/sp17-i524,refs/heads/master,project/S17-IR-P014/ansible/deploy.yml,
AnalyzeAppPerformance/jenkins-training,refs/heads/master,docker.yml,
locke105/ansible-mattbuilt,refs/heads/master,znc.yaml,
stevenharradine/SARAH-books,refs/heads/master,playbook.yml,
TeoV/cgrates,refs/heads/master,data/ansible/docker/main.yaml,
TeoV/cgrates,refs/heads/master,data/ansible/drone/main.yaml,
TeoV/cgrates,refs/heads/master,data/ansible/deb_packages/main.yaml,
freephile/meza,refs/heads/fs,src/playbooks/elasticsearch-upgrade.yml,
marklee77/slurm-ansible,refs/heads/master,all.yaml,
ScorpionResponse/devbox,refs/heads/master,ansible/site.yml,
ScorpionResponse/devbox,refs/heads/master,resume/playbook.yml,
ScorpionResponse/devbox,refs/heads/master,blog/playbook.yml,
joelarmstrong/analysis-purgatory,refs/heads/master,ansible/ansible-parasol.yml,
joelarmstrong/analysis-purgatory,refs/heads/master,ansible/ansible-mesos.yml,
spatialdev/mrgeo-dev-env,refs/heads/master,shared/devops/playbook.yml,
gvlproject/microgvl.ansible.filesystem,refs/heads/master,files/system-ansible.yml,
hkariti/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
leftxs/vagrant.base,refs/heads/master,playbook.yml,
CodeursEnSeine/cfp-2015,refs/heads/ces,ansible/cfp-playbook.yml,
seomin3/ansible,refs/heads/master,helion-workaround.yml,
seomin3/ansible,refs/heads/master,debian-sysstat.yml,
seomin3/ansible,refs/heads/master,debian-mon-tools.yml,
krkhan/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
akalongman/ubuntu-configuration,refs/heads/18.04,server/ansible/vpn/pptp.yml,
akalongman/ubuntu-configuration,refs/heads/18.04,server/ansible/webserver/frontend/frontend.yml,
akalongman/ubuntu-configuration,refs/heads/18.04,server/ansible/webserver/backend/backend.yml,
kurron/ansible-pull-bravo-phase-two,refs/heads/master,playbook.yml,
riversy/developer-desk-config,refs/heads/master,lamp.yml,
amitkaps/full-stack-data-science,refs/heads/master,server-setup/playbook.yml,
edx/configuration,refs/heads/master,playbooks/mongo_rolling_upgrade.yml,
edx/configuration,refs/heads/master,playbooks/mongo_upgrade_hidden_secondaries.yml,
MCKLMT/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
MCKLMT/azure-quickstart-templates,refs/heads/master,application-workloads/grafana/Telegraf-InfluxDB-Grafana/scripts/Configfiles/ansible/docker_install.yml,
Griger/CC,refs/heads/master,orquestacion/playbookLocal.yml,
Griger/CC,refs/heads/master,despliegue/playbookFinal.yml,
Griger/CC,refs/heads/master,orquestacion/playbookPpal.yml,
Griger/CC,refs/heads/master,orquestacion/playbookData.yml,
Griger/CC,refs/heads/master,provision/Ansible/playbook.yml,
Unow/configuration,refs/heads/master,playbooks/edx-east/gerrit_deploy.yml,
Unow/configuration,refs/heads/master,playbooks/edx-east/create_dbs.yml,
jbarascut/ansible,refs/heads/master,playbook/web-notls.yml,
jbarascut/ansible,refs/heads/master,playbook/web-tls.yml,
napkindrawing/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
tdfischer/spacewiki,refs/heads/master,deploy/ratchet.yml,
strekmann/rememberthelink,refs/heads/master,ansible/deploy.yaml,
strekmann/rememberthelink,refs/heads/master,ansible/setup.yaml,
otwcode/ao3_vagrant,refs/heads/master,ansible/base.yml,
smithab/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
smithab/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
Squidex/squidex,refs/heads/master,packer/ansible/playbook.yml,
ghilbut/ansible,refs/heads/master,ansible/openvpn-docker.yml,
xin-cai/openwhisk,refs/heads/master,ansible/provision_env_dist.yml,
rolindroy/Python-scripts,refs/heads/master,ansible-python/playbook.yml,
linuxsimba/cumulus-install-vm,refs/heads/master,playbooks/wbenchvm_extra.yml,
sansible/nginx,refs/heads/develop,molecule/default/prepare.yml,
ansible-city/composer,refs/heads/develop,tests/test.yml,
satyarapelly/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
Livit/Livit.Learn.EdX.configuration,refs/heads/labster/eucalyptus,playbooks/edx-east/mongo_upgrade_hidden_secondaries.yml,
Livit/Livit.Learn.EdX.configuration,refs/heads/labster/eucalyptus,playbooks/edx-east/mongo_rolling_upgrade.yml,
Livit/Livit.Learn.EdX.configuration,refs/heads/labster/eucalyptus,playbooks/check_package_upgrades.yml,
dmitry-sobolev/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
anweiss/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
anweiss/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
fonhorst/ansible-bdas,refs/heads/master,ansible-bdas/ganglia-api.yml,
fonhorst/ansible-bdas,refs/heads/master,ansible-bdas/test.yml,
fonhorst/ansible-bdas,refs/heads/master,ansible-bdas/crawler.yml,
cavanes/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
cavanes/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
midonet/midonet-openstack-ansible,refs/heads/master,install-utilities.yml,
gocodeup/Codeup-Vagrant-Setup,refs/heads/master,ansible/playbooks/production/site/https.yml,
gsehub/configuration,refs/heads/gsehub,playbooks/mongo_rolling_upgrade.yml,
gsehub/configuration,refs/heads/gsehub,playbooks/mongo_upgrade_hidden_secondaries.yml,
Azulinho/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
debops/debops,refs/heads/master,ansible/playbooks/tools/upgrade-reboot.yml,
debops/debops,refs/heads/master,ansible/playbooks/tools/dist-upgrade.yml,
adrianmorente/PracticasIV,refs/heads/master,provision/ansible.yml,
psionikangel/resume,refs/heads/master,playbooks/letsencrypt.yml,
psionikangel/resume,refs/heads/master,playbooks/install.yml,
joireman/ansible-vagrant,refs/heads/master,websrv-notls.yml,
slank/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
CalCof/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
CalCof/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
GloballogicPractices/ansbile-guide,refs/heads/master,vagrant-guide/vagrant-apache-nginx/playbooks/webservers.yml,
fernandezcuesta/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
eduStack/configuration,refs/heads/master,playbooks/check_package_upgrades.yml,
anhowe/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
anhowe/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
sansible/kafka,refs/heads/develop,molecule/default/prepare.yml,
KhanSuleyman/hexlet-ide,refs/heads/master,cm/vagrant.yml,
mark-i-m/Chaos,refs/heads/master,ansible/apt.yml,
strekmann/nidarholmjs,refs/heads/master,ansible/setup.yml,
strekmann/nidarholmjs,refs/heads/master,ansible/deploy.yml,
daenamkim/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
gmccollister/ansible-virtd-docker-mariadb-bacula-nginx,refs/heads/master,roles/buildbot-worker-ntel/molecule/default/prepare.yml,
gmccollister/ansible-virtd-docker-mariadb-bacula-nginx,refs/heads/master,roles/buildbot-master/molecule/default/prepare.yml,
nav/vavenv,refs/heads/master,playbook.yml,
DazWorrall/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
ttmc/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
Mierdin/nwkauto,refs/heads/master,3-ansible/linux/sampleplaybook.yml,
andyliuliming/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
andyliuliming/azure-quickstart-templates,refs/heads/master,101-Telegraf-InfluxDB-Grafana/scripts/Configfiles/ansible/docker_install.yml,
XeryusTC/18xx-accountant,refs/heads/master,deploy/deploy.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.solr/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.mailhog/molecule/default/playbook.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.postgresql/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.php-xdebug/molecule/default/playbook.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.blackfire/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.php-versions/molecule/default/8.0.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.elasticsearch/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.java/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.adminer/molecule/default/standalone.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.solr/molecule/default/solr-5.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.ruby/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.git/molecule/default/playbook-source.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.php-pgsql/molecule/default/playbook.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.drush/molecule/default/composer.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.solr/molecule/default/solr-3.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.solr/molecule/default/solr-6.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.php-versions/molecule/default/7.3.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.composer/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.php-tideways/molecule/default/playbook.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.apache/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.firewall/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.adminer/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.php-versions/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.drush/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.nodejs/molecule/default/playbook-latest.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.php/molecule/default/source-install.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.redis/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.git/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.php-xhprof/molecule/default/playbook.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.solr/molecule/default/solr-7.yml,
geerlingguy/drupal-vm,refs/heads/master,molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.php-pecl/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.php-mysql/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.solr/molecule/default/solr-4.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.php/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.daemonize/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.drush/molecule/default/source.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.php-redis/molecule/default/playbook.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.nginx/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.memcached/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.nodejs/molecule/default/converge.yml,
geerlingguy/drupal-vm,refs/heads/master,provisioning/roles/geerlingguy.ruby/molecule/default/source-install.yml,
linuxpolska/ansible-container-demo,refs/heads/master,install.yaml,
Greg4DO/DevOPS,refs/heads/master,Linux/exam/DB/playbook.yml,
Greg4DO/DevOPS,refs/heads/master,Linux/exam/App/playbook.yml,
chenshuchuan/configuration,refs/heads/master,playbooks/edx-east/gerrit_deploy.yml,
jarobey/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
jarobey/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
pdiniz13/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
pdiniz13/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
yanyao/newton,refs/heads/stable/newton,playbooks/utility-install.yml,
abhishek8gupta/sp17-i524,refs/heads/master,project/S17-IR-P014/ansible/deploy.yml,
alikins/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
cetic/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
danlamanna/scratch,refs/heads/binder-integration,devops/geoserver/deploy.yml,
rayapa/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
rayapa/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
joshuacox/ansible-kvmhost,refs/heads/master,kvmhost.yml,
ebesson/ansible-roles,refs/heads/master,molecule/default/prepare.yml,
LarsFronius/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
sansible/prometheus_node_exporter,refs/heads/develop,tests/test.yml,
krnese/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
emondek/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
emondek/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
ipat8/Streisand-VPN-GUI,refs/heads/master,playbooks/provider-detect.yml,
stevekuznetsov/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
hongbincao/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
hongbincao/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
git-harry/os-ansible-deployment,refs/heads/master,playbooks/utility-install.yml,
ermshiperete/web-languageforge,refs/heads/master,deploy/dev.yml,
ermshiperete/web-languageforge,refs/heads/master,deploy/developer_dependencies.yml,
ermshiperete/web-languageforge,refs/heads/master,deploy/playbook_debian.yml,
ermshiperete/web-languageforge,refs/heads/master,deploy/dependencies.yml,
alexstoddard/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
alexstoddard/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
alvadb/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
alvadb/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
kalliope-project/kalliope,refs/heads/master,install/rpi_kalliope_install.yml,
blallau/kolla-ansible-aio,refs/heads/master,apps/DRBD/deploy.yml,
o2sources/wordpress-composer,refs/heads/master,ansible/playbook.yml,
WQuanfeng/isso,refs/heads/master,ansible/site.yml,
ekozlowski/celery_play,refs/heads/master,asset_server/playbook.yml,
devbv/incubator-openwhisk,refs/heads/master,ansible/provision_env_dist.yml,
SudhakaraReddyEvuri/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
eissi/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
eissi/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
hrboyceiii/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
hrboyceiii/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
ferrarimarco/open-development-environment-devbox,refs/heads/master,provisioning/ansible/open-development-environment-devbox-000-prerequisites.yml,
ThePletch/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
ChackDan/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
bailabs/bench-v7,refs/heads/master,vm/ansible/base.yml,
bailabs/bench-v7,refs/heads/master,playbooks/production/setup_firewall.yml,
mfrancka/config-files,refs/heads/master,neovim.yaml,
