repo_name,ref,path,symlink_target,docker_base_image,repo_owner,repo
Trim/acme-dns-tiny,refs/heads/master,docker/bullseye/Dockerfile,,debian:bullseye-slim,Trim,acme-dns-tiny
achreto/barrelfish-docker,refs/heads/master,20.04-lts-aos/Dockerfile,,ubuntu:20.04,achreto,barrelfish-docker
achreto/barrelfish-docker,refs/heads/master,20.04-lts/Dockerfile,,ubuntu:20.04,achreto,barrelfish-docker
achreto/barrelfish-docker,refs/heads/master,18.04-lts/Dockerfile,,ubuntu:18.04,achreto,barrelfish-docker
510908220/django-backend-template,refs/heads/master,Dockerfile.prod,,ubuntu:14.04,510908220,django-backend-template
510908220/django-backend-template,refs/heads/master,Dockerfile,,ubuntu:14.04,510908220,django-backend-template
DeDiS/cothority,refs/heads/master,conode/Dockerfile-base,,debian:stretch-slim,DeDiS,cothority
goadapp/goad,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/continueIndent/Dockerfile,,ubuntu:14.04,goadapp,goad
goadapp/goad,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/znc/Dockerfile,,ubuntu:14.04,goadapp,goad
goadapp/goad,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/escapes/Dockerfile,,ubuntu:14.04,goadapp,goad
goadapp/goad,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/nginx/Dockerfile,,ubuntu:14.04,goadapp,goad
goadapp/goad,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/weechat/Dockerfile,,ubuntu:14.04,goadapp,goad
goadapp/goad,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/mumble/Dockerfile,,ubuntu:14.04,goadapp,goad
goadapp/goad,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/mail/Dockerfile,,ubuntu:14.04,goadapp,goad
goadapp/goad,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/influxdb/Dockerfile,,ubuntu:14.04,goadapp,goad
chop-dbhi/arrc,refs/heads/master,Dockerfile,,ubuntu:14.04,chop-dbhi,arrc
dpb587/openvpn-bosh-release,refs/heads/master,ci/images/bosh/Dockerfile,,ubuntu:trusty,dpb587,openvpn-bosh-release
gmarek/perf-tests,refs/heads/master,clusterloader/vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/nginx/Dockerfile,,ubuntu:14.04,gmarek,perf-tests
gmarek/perf-tests,refs/heads/master,clusterloader/vendor/k8s.io/kubernetes/cluster/gce/gci/mounter/Dockerfile,,ubuntu:xenial,gmarek,perf-tests
gmarek/perf-tests,refs/heads/master,clusterloader/vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/mumble/Dockerfile,,ubuntu:14.04,gmarek,perf-tests
gmarek/perf-tests,refs/heads/master,clusterloader/vendor/k8s.io/kubernetes/examples/phabricator/php-phabricator/Dockerfile,,ubuntu:14.04,gmarek,perf-tests
gmarek/perf-tests,refs/heads/master,clusterloader/vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/escapes/Dockerfile,,ubuntu:14.04,gmarek,perf-tests
gmarek/perf-tests,refs/heads/master,clusterloader/vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/influxdb/Dockerfile,,ubuntu:14.04,gmarek,perf-tests
gmarek/perf-tests,refs/heads/master,clusterloader/vendor/github.com/docker/docker/docs/examples/running_riak_service.Dockerfile,,ubuntu:trusty,gmarek,perf-tests
gmarek/perf-tests,refs/heads/master,clusterloader/vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/mail/Dockerfile,,ubuntu:14.04,gmarek,perf-tests
gmarek/perf-tests,refs/heads/master,clusterloader/vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/continueIndent/Dockerfile,,ubuntu:14.04,gmarek,perf-tests
gmarek/perf-tests,refs/heads/master,clusterloader/vendor/k8s.io/kubernetes/cluster/mesos/docker/socat/Dockerfile,,ubuntu:14.04.3,gmarek,perf-tests
gmarek/perf-tests,refs/heads/master,clusterloader/vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/znc/Dockerfile,,ubuntu:14.04,gmarek,perf-tests
gmarek/perf-tests,refs/heads/master,clusterloader/vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/weechat/Dockerfile,,ubuntu:14.04,gmarek,perf-tests
vpp-dev/vpp,refs/heads/master,extras/docker/run/Dockerfile.xenial,,ubuntu:xenial,vpp-dev,vpp
vpp-dev/vpp,refs/heads/master,src/plugins/srv6-mobile/extra/Dockerfile.j2,,ubuntu:18.04,vpp-dev,vpp
vpp-dev/vpp,refs/heads/master,src/plugins/srv6-mobile/extra/Dockerfile.j2.release,,ubuntu:18.04,vpp-dev,vpp
vpp-dev/vpp,refs/heads/master,extras/docker/build/Dockerfile.bionic,,ubuntu:bionic,vpp-dev,vpp
vpp-dev/vpp,refs/heads/master,extras/docker/build/Dockerfile.xenial,,ubuntu:xenial,vpp-dev,vpp
vpp-dev/vpp,refs/heads/master,extras/docker/run/Dockerfile.bionic,,ubuntu:bionic,vpp-dev,vpp
borsboom/current-atlas-tables,refs/heads/master,Dockerfile,,ubuntu:18.04,borsboom,current-atlas-tables
mvo5/snapcraft,refs/heads/master,docker/beta.Dockerfile,,ubuntu:xenial,mvo5,snapcraft
mvo5/snapcraft,refs/heads/master,docker/edge.Dockerfile,,ubuntu:xenial,mvo5,snapcraft
mvo5/snapcraft,refs/heads/master,docker/stable.Dockerfile,,ubuntu:xenial,mvo5,snapcraft
mvo5/snapcraft,refs/heads/master,docker/candidate.Dockerfile,,ubuntu:xenial,mvo5,snapcraft
jgkamat/dockerfiles,refs/heads/master,Locales/16.04/Dockerfile,,ubuntu:16.04,jgkamat,dockerfiles
jgkamat/dockerfiles,refs/heads/master,Locales/14.04.2/Dockerfile,,ubuntu:14.04.2,jgkamat,dockerfiles
jgkamat/dockerfiles,refs/heads/master,Locales/14.04/Dockerfile,,ubuntu:14.04,jgkamat,dockerfiles
rata/kubernetes.github.io,refs/heads/master,docs/user-guide/jobs/work-queue-1/Dockerfile,,ubuntu:14.04,rata,kubernetes.github.io
garandam/ansible-role-ntp,refs/heads/master,tests/Dockerfile.ubuntu-14.04,,ubuntu:14.04,garandam,ansible-role-ntp
solvcon/solvcon,refs/heads/master,contrib/docker/solvcon_build/Dockerfile,,ubuntu:18.04,solvcon,solvcon
solvcon/solvcon,refs/heads/master,contrib/docker/solvcon_run/Dockerfile,,ubuntu:14.04,solvcon,solvcon
qiankunshe/godoc,refs/heads/master,vendor/github.com/kardianos/service/linux_test/upstart/Dockerfile,,ubuntu:14.04,qiankunshe,godoc
ulissescastro/linux-native-backdoors,refs/heads/master,dockerrootplease/Dockerfile,,ubuntu:14.04,ulissescastro,linux-native-backdoors
reformedforum/reformedacademy,refs/heads/master,Dockerfile,,ubuntu:16.04,reformedforum,reformedacademy
livarcocc/cli-1,refs/heads/master,scripts/docker/ubuntu.16.04/Dockerfile,,ubuntu:16.04,livarcocc,cli-1
livarcocc/cli-1,refs/heads/master,scripts/docker/ubuntu.16.10/Dockerfile,,ubuntu:16.10,livarcocc,cli-1
livarcocc/cli-1,refs/heads/master,scripts/docker/ubuntu.14.04/Dockerfile,,ubuntu:14.04,livarcocc,cli-1
Silvenga/docker-deluge,refs/heads/master,Dockerfile,,ubuntu:trusty,Silvenga,docker-deluge
irtnog/SATOSA,refs/heads/master,Dockerfile,,ubuntu:16.04,irtnog,SATOSA
mrook/symfony-behat-codeception-demo,refs/heads/master,Dockerfile.test,,ubuntu:xenial,mrook,symfony-behat-codeception-demo
mrook/symfony-behat-codeception-demo,refs/heads/master,Dockerfile,,ubuntu:xenial,mrook,symfony-behat-codeception-demo
benhamner/MachineLearning.jl,refs/heads/master,Dockerfile,,ubuntu:14.04,benhamner,MachineLearning.jl
sysown/proxysql-0.2,refs/heads/master,docker/images/proxysql/proxysql/Dockerfile,,ubuntu:14.04,sysown,proxysql-0.2
sysown/proxysql-0.2,refs/heads/master,docker/1backend-complex-config/proxysql/Dockerfile,,ubuntu:14.04,sysown,proxysql-0.2
lukaszo/kubernetes-dind-federation,refs/heads/master,image/socat/Dockerfile,,ubuntu:14.04.3,lukaszo,kubernetes-dind-federation
v-lopez/docker_images,refs/heads/master,Dockerfile,,ubuntu:trusty,v-lopez,docker_images
copy/v86,refs/heads/master,tools/docker/test-image/Dockerfile,,ubuntu:21.04,copy,v86
rwgdrummer/maskgen,refs/heads/master,scripts/Dockerfile,,ubuntu:16.04,rwgdrummer,maskgen
jongiddy/barefoot,refs/heads/master,map/Dockerfile,,ubuntu:14.04,jongiddy,barefoot
InformaticsMatters/squonk,refs/heads/master,docker/test-env/postgres/Dockerfile,,ubuntu:trusty,InformaticsMatters,squonk
InformaticsMatters/squonk,refs/heads/master,docker/postgres/Dockerfile,,ubuntu:trusty,InformaticsMatters,squonk
zoomhub/zoomhub,refs/heads/main,ops/aws/Dockerfile.deploy,,ubuntu:18.04,zoomhub,zoomhub
wildcardlabs/solidus_json_api,refs/heads/master,docs/Dockerfile,,ubuntu:trusty,wildcardlabs,solidus_json_api
cleardevice/docker-cert-asterisk13-ubuntu,refs/heads/master,Dockerfile,,ubuntu:trusty,cleardevice,docker-cert-asterisk13-ubuntu
ruo91/docker-freebsd-compat,refs/heads/master,builder/parser/testfiles/continueIndent/Dockerfile,,ubuntu:14.04,ruo91,docker-freebsd-compat
ruo91/docker-freebsd-compat,refs/heads/master,docs/sources/examples/running_riak_service.Dockerfile,,ubuntu:trusty,ruo91,docker-freebsd-compat
ruo91/docker-freebsd-compat,refs/heads/master,builder/parser/testfiles/mail/Dockerfile,,ubuntu:14.04,ruo91,docker-freebsd-compat
ruo91/docker-freebsd-compat,refs/heads/master,builder/parser/testfiles/nginx/Dockerfile,,ubuntu:14.04,ruo91,docker-freebsd-compat
ruo91/docker-freebsd-compat,refs/heads/master,builder/parser/testfiles/weechat/Dockerfile,,ubuntu:14.04,ruo91,docker-freebsd-compat
ruo91/docker-freebsd-compat,refs/heads/master,builder/parser/testfiles/znc/Dockerfile,,ubuntu:14.04,ruo91,docker-freebsd-compat
ruo91/docker-freebsd-compat,refs/heads/master,builder/parser/testfiles/mumble/Dockerfile,,ubuntu:14.04,ruo91,docker-freebsd-compat
ruo91/docker-freebsd-compat,refs/heads/master,builder/parser/testfiles/influxdb/Dockerfile,,ubuntu:14.04,ruo91,docker-freebsd-compat
ruo91/docker-freebsd-compat,refs/heads/master,builder/parser/testfiles/escapes/Dockerfile,,ubuntu:14.04,ruo91,docker-freebsd-compat
pdh/kops,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,debian:stretch-slim,pdh,kops
cbwang2016/ubuntu-opencv-dlib-torch,refs/heads/master,Dockerfile,,ubuntu:16.04,cbwang2016,ubuntu-opencv-dlib-torch
zen/solar,refs/heads/master,Dockerfile,,ubuntu:14.04,zen,solar
dginev/LaTeXML-Plugin-Cortex,refs/heads/master,Dockerfile,,ubuntu:21.10,dginev,LaTeXML-Plugin-Cortex
tranhuucuong91/webapp_demo,refs/heads/master,Dockerfile_ubuntu,,ubuntu:14.04,tranhuucuong91,webapp_demo
Intel-Corporation/tensorflow,refs/heads/master,tensorflow/tools/ci_build/Dockerfile.pi-python38,,ubuntu:18.04,Intel-Corporation,tensorflow
Intel-Corporation/tensorflow,refs/heads/master,tensorflow/tools/ci_build/Dockerfile.cpu-py36,,ubuntu:16.04,Intel-Corporation,tensorflow
Intel-Corporation/tensorflow,refs/heads/master,tensorflow/tools/ci_build/Dockerfile.pi-python310,,ubuntu:18.04,Intel-Corporation,tensorflow
Intel-Corporation/tensorflow,refs/heads/master,tensorflow/tools/ci_build/Dockerfile.pi-python39,,ubuntu:18.04,Intel-Corporation,tensorflow
ManyCoin/ManyCoin,refs/heads/master,containers/docker/master-ubuntu/Dockerfile,,ubuntu:xenial,ManyCoin,ManyCoin
ManyCoin/ManyCoin,refs/heads/master,containers/docker/develop-ubuntu/Dockerfile,,ubuntu:xenial,ManyCoin,ManyCoin
goll/opentsdb-bigtable,refs/heads/master,Dockerfile,,debian:stretch-slim,goll,opentsdb-bigtable
hs-jenkins-bot/Singularity,refs/heads/master,docker-mesos/mesos/Dockerfile,,ubuntu:xenial,hs-jenkins-bot,Singularity
zh423328/NoahGameFrame,refs/heads/dev-zh,docker/Dockerfile,,ubuntu:16.04,zh423328,NoahGameFrame
nck0405/ChennaiEden,refs/heads/master,Dockerfile,,ubuntu:14.10,nck0405,ChennaiEden
sherzberg/docker-elasticdump,refs/heads/master,Dockerfile,,ubuntu:14.04,sherzberg,docker-elasticdump
WASdev/ci.docker.ibm-http-server,refs/heads/master,production/Dockerfile.install,,ubuntu:16.04,WASdev,ci.docker.ibm-http-server
romeOz/docker-mongodb,refs/heads/master,2.6/Dockerfile,,ubuntu:trusty,romeOz,docker-mongodb
romeOz/docker-mongodb,refs/heads/master,3.4/Dockerfile,,ubuntu:xenial,romeOz,docker-mongodb
romeOz/docker-mongodb,refs/heads/master,3.6/Dockerfile,,ubuntu:xenial,romeOz,docker-mongodb
romeOz/docker-mongodb,refs/heads/master,3.0/Dockerfile,,ubuntu:trusty,romeOz,docker-mongodb
romeOz/docker-mongodb,refs/heads/master,4.0/Dockerfile,,ubuntu:bionic,romeOz,docker-mongodb
romeOz/docker-mongodb,refs/heads/master,3.2/Dockerfile,,ubuntu:xenial,romeOz,docker-mongodb
bigdatafoundation/docker-kudu,refs/heads/master,kudu-src/Dockerfile,,ubuntu:14.04,bigdatafoundation,docker-kudu
drkyro/nginx,refs/heads/master,Dockerfile,,ubuntu:trusty,drkyro,nginx
ikoula/cloudstack,refs/heads/master,tools/docker/Dockerfile,,ubuntu:14.04,ikoula,cloudstack
hughperkins/pub-prototyping,refs/heads/master,docker/buildarg/Dockerfile,,ubuntu:16.04,hughperkins,pub-prototyping
claudio3545/generalRepo,refs/heads/develop,docker/docker/sinatra/Dockerfile,,ubuntu:14.04,claudio3545,generalRepo
claudio3545/generalRepo,refs/heads/develop,docker/tomcat/Dockerfile,,ubuntu:14.04,claudio3545,generalRepo
claudio3545/generalRepo,refs/heads/develop,docker/docker/sample/Dockerfile,,ubuntu:14.04,claudio3545,generalRepo
MiczFlor/RPi-Jukebox-RFID,refs/heads/develop,ci/Dockerfile.stretch.amd64,,debian:stretch,MiczFlor,RPi-Jukebox-RFID
MiczFlor/RPi-Jukebox-RFID,refs/heads/develop,ci/Dockerfile.buster.test_install.amd64,,debian:buster,MiczFlor,RPi-Jukebox-RFID
MiczFlor/RPi-Jukebox-RFID,refs/heads/develop,ci/Dockerfile.buster.amd64,,debian:buster,MiczFlor,RPi-Jukebox-RFID
vinigfer/desafio_telesaude,refs/heads/master,Docker/Dockerfile_web,,ubuntu:14.04,vinigfer,desafio_telesaude
juju4/ansible-vortessence,refs/heads/master,test/travis/Dockerfile.ubuntu-14.04,,ubuntu:14.04,juju4,ansible-vortessence
juju4/ansible-vortessence,refs/heads/master,test/travis/Dockerfile.ubuntu-16.04,,ubuntu:16.04,juju4,ansible-vortessence
juju4/ansible-vortessence,refs/heads/master,test/travis/Dockerfile.ubuntu-18.04,,ubuntu:18.04,juju4,ansible-vortessence
praveenkumar/minishift,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/mail/Dockerfile,,ubuntu:14.04,praveenkumar,minishift
praveenkumar/minishift,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/influxdb/Dockerfile,,ubuntu:14.04,praveenkumar,minishift
praveenkumar/minishift,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/weechat/Dockerfile,,ubuntu:14.04,praveenkumar,minishift
praveenkumar/minishift,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/nginx/Dockerfile,,ubuntu:14.04,praveenkumar,minishift
praveenkumar/minishift,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/mumble/Dockerfile,,ubuntu:14.04,praveenkumar,minishift
praveenkumar/minishift,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/continueIndent/Dockerfile,,ubuntu:14.04,praveenkumar,minishift
praveenkumar/minishift,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/znc/Dockerfile,,ubuntu:14.04,praveenkumar,minishift
praveenkumar/minishift,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/escapes/Dockerfile,,ubuntu:14.04,praveenkumar,minishift
trifacta/floating-elephants,refs/heads/master,cloudera/cdh5/dns/Dockerfile,,ubuntu:trusty,trifacta,floating-elephants
trifacta/floating-elephants,refs/heads/master,ubuntu-plus-java/Dockerfile,,ubuntu:trusty,trifacta,floating-elephants
trifacta/floating-elephants,refs/heads/master,hortonworks/hdp2/dns/Dockerfile,,ubuntu:trusty,trifacta,floating-elephants
sergeygalkin/docker,refs/heads/master,sysbench/Dockerfile,,ubuntu:16.04,sergeygalkin,docker
DevOoops/docker,refs/heads/master,tideways-proxy/Dockerfile,,ubuntu:xenial,DevOoops,docker
fedjo/thesis,refs/heads/producer-opencv3.3,docker/base/Dockerfile.tmp,,ubuntu:trusty,fedjo,thesis
fedjo/thesis,refs/heads/producer-opencv3.3,docker/base/Dockerfile,,ubuntu:xenial,fedjo,thesis
docker-in-practice/docker-mesos,refs/heads/master,Dockerfile,,ubuntu:14.04,docker-in-practice,docker-mesos
laramyfisk/nrdb-docker,refs/heads/master,Dockerfile,,ubuntu:trusty,laramyfisk,nrdb-docker
Boddlnagg/rustup.rs,refs/heads/master,ci/docker/mips64el-unknown-linux-gnuabi64/Dockerfile,,ubuntu:16.04,Boddlnagg,rustup.rs
Boddlnagg/rustup.rs,refs/heads/master,ci/docker/powerpc-unknown-linux-gnu/Dockerfile,,ubuntu:16.04,Boddlnagg,rustup.rs
Boddlnagg/rustup.rs,refs/heads/master,ci/docker/mips64-unknown-linux-gnuabi64/Dockerfile,,ubuntu:16.04,Boddlnagg,rustup.rs
Boddlnagg/rustup.rs,refs/heads/master,ci/docker/android/Dockerfile,,ubuntu:16.04,Boddlnagg,rustup.rs
Boddlnagg/rustup.rs,refs/heads/master,ci/docker/s390x-unknown-linux-gnu/Dockerfile,,ubuntu:16.04,Boddlnagg,rustup.rs
Boddlnagg/rustup.rs,refs/heads/master,ci/docker/powerpc64-unknown-linux-gnu/Dockerfile,,ubuntu:16.04,Boddlnagg,rustup.rs
Boddlnagg/rustup.rs,refs/heads/master,ci/docker/powerpc64le-unknown-linux-gnu/Dockerfile,,ubuntu:16.04,Boddlnagg,rustup.rs
Boddlnagg/rustup.rs,refs/heads/master,ci/docker/mipsel-unknown-linux-gnu/Dockerfile,,ubuntu:16.04,Boddlnagg,rustup.rs
Boddlnagg/rustup.rs,refs/heads/master,ci/docker/mips-unknown-linux-gnu/Dockerfile,,ubuntu:16.04,Boddlnagg,rustup.rs
japaric/rustc-builtins,refs/heads/master,ci/docker/arm-unknown-linux-gnueabihf/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/thumbv7m-none-eabi/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/powerpc-unknown-linux-gnu/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/thumbv7em-none-eabihf/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/armv7-unknown-linux-gnueabihf/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/mips64el-unknown-linux-gnuabi64/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/arm-unknown-linux-gnueabi/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/thumbv7em-none-eabi/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/powerpc64le-unknown-linux-gnu/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/thumbv6m-none-eabi/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/i686-unknown-linux-gnu/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/mips-unknown-linux-gnu/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/mipsel-unknown-linux-gnu/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/powerpc64-unknown-linux-gnu/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/aarch64-unknown-linux-gnu/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/mips64-unknown-linux-gnuabi64/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/i586-unknown-linux-gnu/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
japaric/rustc-builtins,refs/heads/master,ci/docker/x86_64-unknown-linux-gnu/Dockerfile,,ubuntu:18.04,japaric,rustc-builtins
cannin/docker-r-shiny-server-pro,refs/heads/master,Dockerfile,,ubuntu:14.04.3,cannin,docker-r-shiny-server-pro
maestrano/docker-lamp,refs/heads/develop,Dockerfile,,ubuntu:14.04,maestrano,docker-lamp
Oefenweb/ansible-vim,refs/heads/master,Dockerfile,,ubuntu:16.04,Oefenweb,ansible-vim
Spirals-Team/hadoop-benchmark,refs/heads/master,scenarios/vanilla-hadoop/images/hadoop-base/Dockerfile,,ubuntu:14.04,Spirals-Team,hadoop-benchmark
sanchom/sjm,refs/heads/master,Dockerfile,,ubuntu:16.04,sanchom,sjm
aabdulwahed/variant-calling-dockerization,refs/heads/master,Dockerfile,,ubuntu:14.04,aabdulwahed,variant-calling-dockerization
supernifty/gene-burden-calculator,refs/heads/master,Dockerfile,,ubuntu:16.04,supernifty,gene-burden-calculator
wtsi-hgi/rt-integration,refs/heads/master,Dockerfile,,ubuntu:14.04,wtsi-hgi,rt-integration
shaneog/passenger_apt_automation,refs/heads/master,docker_images/testbox-ubuntu-14.04/Dockerfile,,ubuntu:14.04,shaneog,passenger_apt_automation
vpetersson/docker-attic,refs/heads/master,Dockerfile,,ubuntu:16.04,vpetersson,docker-attic
att-esst/dockerfiles,refs/heads/master,consul/Dockerfile,,ubuntu:14.04,att-esst,dockerfiles
seandavi/irods_contrib,refs/heads/master,irods-docker/icommands/Dockerfile,,ubuntu:14.04,seandavi,irods_contrib
paradajz/OpenDeck,refs/heads/master,.devcontainer/Dockerfile,,ubuntu:20.04,paradajz,OpenDeck
helloworldajou/webserver,refs/heads/master,opencv-dlib-torch.Dockerfile,,ubuntu:14.04,helloworldajou,webserver
lucidfrontier45/Docker-uWSGI-Flask,refs/heads/master,Dockerfile,,ubuntu:trusty,lucidfrontier45,Docker-uWSGI-Flask
dieb/gemstrap,refs/heads/master,Dockerfile,,ubuntu:trusty,dieb,gemstrap
HexagonMinecraft/mc-cli,refs/heads/master,Dockerfile,,ubuntu:xenial,HexagonMinecraft,mc-cli
juju4/ansible-grr,refs/heads/master,test/travis/Dockerfile.ubuntu-14.04,,ubuntu:14.04,juju4,ansible-grr
juju4/ansible-grr,refs/heads/master,test/travis/Dockerfile.ubuntu-18.04,,ubuntu:18.04,juju4,ansible-grr
juju4/ansible-grr,refs/heads/master,test/travis/Dockerfile.ubuntu-16.04,,ubuntu:16.04,juju4,ansible-grr
louishp/dockerfiles,refs/heads/master,neon/r1.7.0/Dockerfile-cpu,,ubuntu:16.04,louishp,dockerfiles
louishp/dockerfiles,refs/heads/master,ubuntu/Dockerfile-16.04-163,,ubuntu:16.04,louishp,dockerfiles
louishp/dockerfiles,refs/heads/master,theano/r0.8/Dockerfile-cpu,,ubuntu:14.04,louishp,dockerfiles
louishp/dockerfiles,refs/heads/master,ubuntu/Dockerfile-14.04-163,,ubuntu:14.04,louishp,dockerfiles
louishp/dockerfiles,refs/heads/master,tensorflow/r0.12.1/Dockerfile-r0.12.1-cpu-py2,,ubuntu:16.04,louishp,dockerfiles
louishp/dockerfiles,refs/heads/master,tensorflow/r0.12.1/Dockerfile-r0.12.1-cpu-py3,,ubuntu:16.04,louishp,dockerfiles
louishp/dockerfiles,refs/heads/master,ubuntu/Dockerfile-16.04-sudo,,ubuntu:16.04,louishp,dockerfiles
louishp/dockerfiles,refs/heads/master,torch/Dockerfile-ubuntu14.04,,ubuntu:14.04,louishp,dockerfiles
JakeGinnivan/GitVersion,refs/heads/master,src/Docker/Mono/DockerBase/Dockerfile,,ubuntu:16.04,JakeGinnivan,GitVersion
dkdeconti/DFCI-CCCB-GATK-Cloud-pipeline,refs/heads/master,Docker_Builds/BAM_QC/Dockerfile,,ubuntu:16.04,dkdeconti,DFCI-CCCB-GATK-Cloud-pipeline
dkdeconti/DFCI-CCCB-GATK-Cloud-pipeline,refs/heads/master,Docker_Builds/GATK_QC/Dockerfile,,ubuntu:16.04,dkdeconti,DFCI-CCCB-GATK-Cloud-pipeline
taniamahanama/product-msf4j,refs/heads/master,samples/petstore/microservices/pet/container/docker/ssh/Dockerfile,,ubuntu:14.04,taniamahanama,product-msf4j
bantl23docker/golang,refs/heads/master,Dockerfile,,ubuntu:trusty,bantl23docker,golang
akshara775/PerfKitBenchmarker-master-2,refs/heads/master,tools/docker_images/Dockerfile,,ubuntu:trusty,akshara775,PerfKitBenchmarker-master-2
zenoss/redis-mon,refs/heads/develop,hack/Dockerfile,,ubuntu:trusty,zenoss,redis-mon
lukasmacko/cn-infra,refs/heads/master,docker/dev_cn_infra/Dockerfile,,ubuntu:16.04,lukasmacko,cn-infra
PolySat/buildroot,refs/heads/master,Dockerfile,,ubuntu:bionic,PolySat,buildroot
mnieber/shared-goals,refs/heads/master,docker/Dockerfile.sharedgoals.1604,,ubuntu:16.04,mnieber,shared-goals
tedder/ppa-to-atom,refs/heads/master,Dockerfile,,ubuntu:18.04,tedder,ppa-to-atom
oNguyenHaPhan/framgiatw_flask_demo,refs/heads/master,Dockerfile,,ubuntu:16.04,oNguyenHaPhan,framgiatw_flask_demo
ShengjieLuo/pachyderm,refs/heads/master,Dockerfile.pachd,,ubuntu:14.04,ShengjieLuo,pachyderm
ShengjieLuo/pachyderm,refs/heads/master,Dockerfile.job-shim,,ubuntu:14.04,ShengjieLuo,pachyderm
garyp/dockerfiles,refs/heads/main,redir/Dockerfile,,debian:11,garyp,dockerfiles
garyp/dockerfiles,refs/heads/main,opendkim/Dockerfile,,debian:11,garyp,dockerfiles
garyp/dockerfiles,refs/heads/main,postsrsd/Dockerfile,,debian:11,garyp,dockerfiles
EMBL-EBI-TSI/ansible-sftp,refs/heads/master,tests/Dockerfile.ubuntu-14.04.ansible-2.1.0.0,,ubuntu:14.04,EMBL-EBI-TSI,ansible-sftp
EMBL-EBI-TSI/ansible-sftp,refs/heads/master,tests/Dockerfile.ubuntu-14.04.ansible-1.9.6,,ubuntu:14.04,EMBL-EBI-TSI,ansible-sftp
EMBL-EBI-TSI/ansible-sftp,refs/heads/master,tests/Dockerfile.ubuntu-14.04.ansible-2.0.2.0,,ubuntu:14.04,EMBL-EBI-TSI,ansible-sftp
