repo_name,ref,path,symlink_target,docker_base_image,repo_owner,repo
grpc/test-infra,refs/heads/master,containers/runtime/cxx/Dockerfile,,debian:buster,grpc,test-infra
William-Yeh/docker-ansible,refs/heads/master,ubuntu18.04-onbuild/Dockerfile,,ubuntu:18.04,William-Yeh,docker-ansible
ianmiell/OLD-shutitdist,refs/heads/master,lxml/Dockerfile,,ubuntu:14.04,ianmiell,OLD-shutitdist
mazafrav/JdeRobot,refs/heads/master,scripts/docker/jderobot/oficial/Dockerfile,,ubuntu:xenial,mazafrav,JdeRobot
andrejsavikin/Dockerfiles,refs/heads/master,couchbot/Dockerfile,,ubuntu:16.04,andrejsavikin,Dockerfiles
YIWEI-CHEN/hadoop-gpu-docker,refs/heads/master,gpu-docker/Dockerfile,,ubuntu:14.04,YIWEI-CHEN,hadoop-gpu-docker
wglass/lighthouse,refs/heads/master,examples/dockerfiles/Dockerfile.partner,,ubuntu:14.04,wglass,lighthouse
h3abionet/h3abionet16S,refs/heads/master,dockerfiles/r/Dockerfile,,ubuntu:16.04,h3abionet,h3abionet16S
sgirones/apt-mirror-docker,refs/heads/master,Dockerfile,,ubuntu:trusty,sgirones,apt-mirror-docker
koep/dockerfiles,refs/heads/master,stress/Dockerfile,,debian:bullseye-slim,koep,dockerfiles
4lexBaum/projekt-5s-dhbw,refs/heads/master,Dockerfiles/taktstrasse/Dockerfile,,ubuntu:16.04,4lexBaum,projekt-5s-dhbw
knarfeh/print_logs,refs/heads/master,Dockerfile,,ubuntu:14.04,knarfeh,print_logs
sudswas/zun-docker,refs/heads/master,keystone/Dockerfile,,ubuntu:16.04,sudswas,zun-docker
lablup/sorna-repl,refs/heads/master,python/Dockerfile.python2.7,,ubuntu:16.04,lablup,sorna-repl
hsnlab/escape,refs/heads/master,docker/supercontainer/Dockerfile,,ubuntu:16.04,hsnlab,escape
ppc64le/build-scripts,refs/heads/master,l/libsodium/Dockerfiles/latest_ubuntu_18.04/Dockerfile,,ubuntu:18.04,ppc64le,build-scripts
galihmelon/sendgrid-python,refs/heads/master,docker/Dockerfile,,ubuntu:xenial,galihmelon,sendgrid-python
agatticelli/dockerize,refs/heads/master,python/Dockerfile,,ubuntu:16.04,agatticelli,dockerize
jakirkham/dockerfiles,refs/heads/master,qemu/Dockerfile,,debian:stretch-slim,jakirkham,dockerfiles
kimjinyong/i2nsf-framework,refs/heads/master,security_controller_web/Dockerfile,,ubuntu:18.04,kimjinyong,i2nsf-framework
pushtechnology/docker-elasticsearch,refs/heads/master,Dockerfile,,debian:stretch,pushtechnology,docker-elasticsearch
luomiao/kops,refs/heads/master,vendor/k8s.io/kubernetes/cluster/gce/gci/mounter/Dockerfile,,ubuntu:xenial,luomiao,kops
PabloEzequiel/dockerImages,refs/heads/master,Angular-CLI/Dockerfile_ubuntu_3_ko,,ubuntu:16.10,PabloEzequiel,dockerImages
metno/EVA,refs/heads/master,docker/eva-base/Dockerfile,,ubuntu:14.04,metno,EVA
d6y/atom-ensime,refs/heads/master,spec/issue144/Dockerfile,,ubuntu:14.04,d6y,atom-ensime
antonio-cuomo/fstep,refs/heads/development,fs-tep-defaultservices/src/main/resources/ForestChangeS2/Dockerfile,,ubuntu:16.04,antonio-cuomo,fstep
jakefeasel/sqlfiddle3,refs/heads/master,hostMonitor/Dockerfile,,debian:9.3,jakefeasel,sqlfiddle3
marriott-library/Automated-CI-Service,refs/heads/master,docker-templates/monitoring/logwatch/Dockerfile,,ubuntu:14.04,marriott-library,Automated-CI-Service
hanudere/clickybot,refs/heads/master,Dockerfile,,ubuntu:14.04,hanudere,clickybot
Gemerz/douban.fm,refs/heads/master,Dockerfile,,ubuntu:14.04,Gemerz,douban.fm
cloud-ark/cloudark,refs/heads/master,examples/hello-world/Dockerfile,,ubuntu:14.04,cloud-ark,cloudark
openshift/dockerexec,refs/heads/master,vendor/src/github.com/docker/docker/builder/parser/testfiles/mail/Dockerfile,,ubuntu:14.04,openshift,dockerexec
ehazlett/steamwire,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/znc/Dockerfile,,ubuntu:14.04,ehazlett,steamwire
yaleh/docker-ddns,refs/heads/master,Dockerfile,,ubuntu:14.04,yaleh,docker-ddns
larawhale/homestead,refs/heads/master,Dockerfile,,ubuntu:14.04.4,larawhale,homestead
lewislyou/contrib,refs/heads/master,images/ubuntu-slim/Dockerfile.build,,ubuntu:16.04,lewislyou,contrib
tanmaykm/JuliaDockerImages,refs/heads/master,base/v0.6/Dockerfile,,ubuntu:16.04,tanmaykm,JuliaDockerImages
hitian/dockerfile,refs/heads/master,jenkins/Dockerfile,,ubuntu:14.10,hitian,dockerfile
CenturyLinkCloud/adm-forked-kubernetes,refs/heads/master,examples/job/work-queue-1/Dockerfile,,ubuntu:14.04,CenturyLinkCloud,adm-forked-kubernetes
Tanzy/docker-plex,refs/heads/master,x86/Dockerfile,,debian:stretch,Tanzy,docker-plex
Udyrfrykte/mail-in-docker,refs/heads/master,lmtp/Dockerfile,,ubuntu:20.04,Udyrfrykte,mail-in-docker
golismero/golismero,refs/heads/master,docker/Dockerfile,,ubuntu:18.04,golismero,golismero
javimarlop/ocpu-docker,refs/heads/master,Dockerfile,,ubuntu:14.04,javimarlop,ocpu-docker
pavelchristof/gomoku-ai,refs/heads/master,tensorflow/tools/dist_test/server/Dockerfile.test,,ubuntu:16.04,pavelchristof,gomoku-ai
mattupstate/overholt,refs/heads/master,Dockerfile,,ubuntu:14.04.1,mattupstate,overholt
phnmnl/workflow-demo,refs/heads/master,OpenMS/OpenMSDockers/FileMerger/Dockerfile,,ubuntu:14.04,phnmnl,workflow-demo
Averios/Dockerfile,refs/heads/master,latex/Dockerfile,,ubuntu:14.04,Averios,Dockerfile
zeroc0d3/id-ruby-docker-rails,refs/heads/master,myrails-docker-unicorn/spec/Dockerfile,,ubuntu:16.04,zeroc0d3,id-ruby-docker-rails
tinned/tinned-cvc4,refs/heads/master,Dockerfile,,debian:stretch,tinned,tinned-cvc4
hughperkins/coriander,refs/heads/master,docker/Dockerfile-distro,,ubuntu:16.04,hughperkins,coriander
MediaKraken/MediaKraken_Deployment,refs/heads/master,docker/debian/ComposeMediaKrakenMooseFSClient/Dockerfile,,debian:stretch,MediaKraken,MediaKraken_Deployment
hlieberman/sysdig,refs/heads/dev,probe-builder/Dockerfile.ubuntu-gcc5.4,,ubuntu:16.04,hlieberman,sysdig
Test-Betta-Inc/psychic-barnacle,refs/heads/master,builder/dockerfile/parser/testfiles/escapes/Dockerfile,,ubuntu:14.04,Test-Betta-Inc,psychic-barnacle
TimTosi/fishfinger,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/nginx/Dockerfile,,ubuntu:14.04,TimTosi,fishfinger
HackerHappyHour/pro-dev-mode,refs/heads/master,Dockerfile,,ubuntu:trusty,HackerHappyHour,pro-dev-mode
shearichard/django-channels-demo,refs/heads/master,channels/testproject/Dockerfile,,ubuntu:16.04,shearichard,django-channels-demo
caofangkun/docker-docker,refs/heads/master,builder/parser/testfiles/escapes/Dockerfile,,ubuntu:14.04,caofangkun,docker-docker
artefactop/ubuntu-erlang,refs/heads/master,u14.04_e18.1/Dockerfile,,ubuntu:14.04,artefactop,ubuntu-erlang
codefresh-io/microci,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/mail/Dockerfile,,ubuntu:14.04,codefresh-io,microci
justb4/stetl,refs/heads/master,Dockerfile,,debian:stretch-slim,justb4,stetl
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/mipsel-unknown-linux-musl/Dockerfile,,ubuntu:16.10,Yukarumya,Yukarum-Redfoxes
Tekstove/Tekstove-api,refs/heads/master,docker/php/Dockerfile,,debian:10,Tekstove,Tekstove-api
deepmind/envlogger,refs/heads/main,docker/Dockerfile,,ubuntu:18.04,deepmind,envlogger
Etersoft/korinf,refs/heads/master,etc/docker/x86_64/Ubuntu/20.10/Dockerfile,,ubuntu:20.10,Etersoft,korinf
energicryptocurrency/energi,refs/heads/master,Dockerfile.windows,,ubuntu:20.04,energicryptocurrency,energi
open-power/op-build,refs/heads/master,ci/Dockerfile/ubuntu2004,,ubuntu:20.04,open-power,op-build
Bairdo/faucet,refs/heads/radius-acls,Dockerfile.gnmi,,ubuntu:16.04,Bairdo,faucet
GoogleCloudPlatform/software-delivery-workshop,refs/heads/main,delivery-platform/resources/provision/base_image/Dockerfile,,ubuntu:18.04,GoogleCloudPlatform,software-delivery-workshop
dmitrykuzmenkov/docker-images,refs/heads/master,litecoin/Dockerfile-0.13.3,,ubuntu:14.04,dmitrykuzmenkov,docker-images
tutumcloud/tutum-node,refs/heads/master,1.4.1/Dockerfile,,ubuntu:trusty,tutumcloud,tutum-node
rdp/ffmpeg-windows-build-helpers,refs/heads/master,docker/Dockerfile,,ubuntu:20.04,rdp,ffmpeg-windows-build-helpers
zegl/goriak,refs/heads/v3,.circleci/Dockerfile,,ubuntu:16.04,zegl,goriak
smunilla/source-to-image,refs/heads/master,Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/influxdb/Dockerfile,,ubuntu:14.04,smunilla,source-to-image
ziirish/burp-ui,refs/heads/master,docker/demo/docker-cli2/Dockerfile,,debian:bullseye,ziirish,burp-ui
mziescha/Auth-ActiveDirectory,refs/heads/master,Dockerfile,,ubuntu:16.04,mziescha,Auth-ActiveDirectory
bmichalski/docker-apt-cacher-ng,refs/heads/master,Dockerfile,,ubuntu:20.04,bmichalski,docker-apt-cacher-ng
larics/assisi-arena-ui,refs/heads/master,Dockerfile,,ubuntu:16.04,larics,assisi-arena-ui
CouncilDataProject/transcription_runner,refs/heads/master,docker/Dockerfile,,ubuntu:18.04,CouncilDataProject,transcription_runner
bcbio/bcbio_docker,refs/heads/master,builds/base/Dockerfile,,ubuntu:18.04,bcbio,bcbio_docker
Test-Betta-Inc/psychic-barnacle,refs/heads/master,docs/examples/running_riak_service.Dockerfile,,ubuntu:trusty,Test-Betta-Inc,psychic-barnacle
ruffsl/docker_images,refs/heads/master,gazebo/6/ubuntu/trusty/gzserver6/Dockerfile,,ubuntu:trusty,ruffsl,docker_images
bxlab/hifive,refs/heads/master,Dockerfile,,ubuntu:14.04,bxlab,hifive
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-16.0/Dockerfile,,ubuntu:18.04,massysett,stackage
mcvidanagama/app-cloud,refs/heads/master,modules/resources/dockerfiles/custom/base/Dockerfile,,ubuntu:14.04,mcvidanagama,app-cloud
zzzz401/DockerContainers,refs/heads/master,Jekyll/Dockerfile,,debian:stretch,zzzz401,DockerContainers
caofangkun/docker-docker,refs/heads/master,builder/parser/testfiles/influxdb/Dockerfile,,ubuntu:14.04,caofangkun,docker-docker
marcofernandezheras/Cockatrice,refs/heads/master,Dockerfile,,ubuntu:bionic,marcofernandezheras,Cockatrice
jauerb/robogen,refs/heads/master,Dockerfile,,ubuntu:14.04,jauerb,robogen
mikes1988/docker-etherpad,refs/heads/master,Dockerfile,,ubuntu:trusty,mikes1988,docker-etherpad
ekreative/android-docker,refs/heads/master,29-emulator/Dockerfile,,ubuntu:focal,ekreative,android-docker
hillscottc/nostraflask,refs/heads/master,Dockerfile,,ubuntu:14.04,hillscottc,nostraflask
peter-edge/badger-java,refs/heads/master,Dockerfile,,ubuntu:14.04,peter-edge,badger-java
mevdschee/php-crud-api,refs/heads/main,docker/ubuntu20/Dockerfile,,ubuntu:20.04,mevdschee,php-crud-api
pni-libraries/python-pni,refs/heads/develop,.ci/debian10_py2/Dockerfile,,debian:buster,pni-libraries,python-pni
diegobernardes/flare,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/nginx/Dockerfile,,ubuntu:14.04,diegobernardes,flare
niclabs/docker,refs/heads/master,tchsm/lib/ubuntu14/Dockerfile,,ubuntu:14.04,niclabs,docker
nexdatas/recselector,refs/heads/develop,.ci/debian9_py2/Dockerfile,,debian:stretch,nexdatas,recselector
wangaguo/docker_atgames_dev,refs/heads/master,atgames_dev_runner/0.1/Dockerfile,,ubuntu:16.04,wangaguo,docker_atgames_dev
rhuss/gofabric8,refs/heads/master,vendor/github.com/docker/docker/builder/parser/testfiles/znc/Dockerfile,,ubuntu:14.04,rhuss,gofabric8
energicryptocurrency/energi,refs/heads/master,Dockerfile.builder,,ubuntu:18.04,energicryptocurrency,energi
FEniCS/docker,refs/heads/master,dockerfiles/pipelines/Dockerfile,,ubuntu:16.04,FEniCS,docker
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_user_home,,debian:9.11,GoogleContainerTools,kaniko
geminy/aidear,refs/heads/master,oss/qt/qt-everywhere-opensource-src-5.9.0/qtwebengine/src/3rdparty/chromium/third_party/openh264/src/build/Dockerfile,,ubuntu:14.04,geminy,aidear
paescuj/lightdm-webkit2-greeter,refs/heads/master,build/ci/Dockerfile,,ubuntu:16.10,paescuj,lightdm-webkit2-greeter
swagh1983/bucketlist,refs/heads/master,bucketlistwebsite/Dockerfile,,ubuntu:14.04,swagh1983,bucketlist
Staffjoy/v2,refs/heads/master,docker/Dockerfile.ubuntu-xenial,,ubuntu:xenial,Staffjoy,v2
KevinGlinski/HiredOrFired,refs/heads/master,core/Dockerfile,,ubuntu:14.04,KevinGlinski,HiredOrFired
janeczku/docker-machine-vultr,refs/heads/master,vendor/github.com/docker/docker/builder/parser/testfiles/escapes/Dockerfile,,ubuntu:14.04,janeczku,docker-machine-vultr
aamm/dockerMainProc,refs/heads/master,example/Dockerfile,,ubuntu:14.04,aamm,dockerMainProc
ragnard/clojars-s3-sync,refs/heads/master,Dockerfile,,ubuntu:14.04,ragnard,clojars-s3-sync
pirogoeth/docker-locksmith,refs/heads/master,Dockerfile,,ubuntu:trusty,pirogoeth,docker-locksmith
robholmes/docker-php-cli,refs/heads/master,Dockerfile,,ubuntu:14.04.4,robholmes,docker-php-cli
bhermansyah/DRR-datacenter,refs/heads/master,Dockerfile,,ubuntu:14.04,bhermansyah,DRR-datacenter
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/core_2.2/Dockerfile,,debian:stretch,brianrob,coretests
huevosabio/ask-firehouse,refs/heads/master,Dockerfile,,ubuntu:14.04,huevosabio,ask-firehouse
kironuniversity/curriculum,refs/heads/master,Dockerfile,,ubuntu:16.04,kironuniversity,curriculum
aparsons/zaas,refs/heads/master,docker/zaproxy/Dockerfile,,ubuntu:14.04,aparsons,zaas
firebase/grpc-SwiftPM,refs/heads/main,tools/dockerfile/distribtest/ruby_ubuntu1404_x64/Dockerfile,,ubuntu:14.04,firebase,grpc-SwiftPM
oneguynick/insync,refs/heads/master,Dockerfile,,debian:stretch,oneguynick,insync
CenturyLinkCloud/adm-forked-kubernetes,refs/heads/master,cluster/mesos/docker/socat/Dockerfile,,ubuntu:14.04.3,CenturyLinkCloud,adm-forked-kubernetes
schwansee/kubernetes-deploy,refs/heads/master,examples/celery-rabbitmq/flower/Dockerfile,,ubuntu:trusty,schwansee,kubernetes-deploy
mitdbg/aurum-datadiscovery,refs/heads/master,docker/Dockerfile-ddprofiler,,ubuntu:18.04,mitdbg,aurum-datadiscovery
Oefenweb/ansible-swapfile,refs/heads/master,Dockerfile,,ubuntu:16.04,Oefenweb,ansible-swapfile
molbiodiv/Blackbird,refs/heads/master,docker/Dockerfile,,ubuntu:16.04,molbiodiv,Blackbird
Falldog/pyconcrete,refs/heads/master,example/django/Dockerfile,,ubuntu:18.04,Falldog,pyconcrete
dginev/LaTeXML-Plugin-Cortex,refs/heads/master,Dockerfile,,ubuntu:21.10,dginev,LaTeXML-Plugin-Cortex
christiangalsterer/execbeat,refs/heads/master,vendor/github.com/elastic/beats/testing/environments/docker/metricbeat/Dockerfile-5.0.0-cgroups,,ubuntu:14.04,christiangalsterer,execbeat
dsschult/cvmfs_buildbot,refs/heads/master,docker_images/worker-cvmfs-ubuntu16-04-build/Dockerfile,,ubuntu:16.04,dsschult,cvmfs_buildbot
hongchhe/mypython,refs/heads/master,ubuntu-python/Dockerfile,,ubuntu:16.04,hongchhe,mypython
koobonil/Boss2D,refs/heads/master,Boss2D/addon/tensorflow-1.2.1_for_boss/tensorflow/tools/dist_test/Dockerfile,,ubuntu:16.04,koobonil,Boss2D
Medicean/VulApps,refs/heads/master,s/samba/1/Dockerfile,,ubuntu:16.04,Medicean,VulApps
scottrice10/angular-cloudsearch,refs/heads/master,eb-config/Dockerfile,,ubuntu:14.04,scottrice10,angular-cloudsearch
JetBrains/teamcity-deployer-plugin,refs/heads/master,build/ftp-servers/vsftpd/Dockerfile,,debian:11.2-slim,JetBrains,teamcity-deployer-plugin
vpetersson/docker-torrelay,refs/heads/master,Dockerfile,,ubuntu:16.04,vpetersson,docker-torrelay
nteract/sidecar,refs/heads/master,Dockerfile,,ubuntu:14.04,nteract,sidecar
peat-platform/peat-docker,refs/heads/master,elasticsearch/Dockerfile,,ubuntu:14.04,peat-platform,peat-docker
lumig242/Hue-Integration-with-CDAP,refs/heads/pull3,tools/docker/livy/Dockerfile,,ubuntu:trusty,lumig242,Hue-Integration-with-CDAP
ndlib/honeypot,refs/heads/master,docker/Dockerfile.iip,,ubuntu:20.04,ndlib,honeypot
kasunf/KanboardBOI,refs/heads/master,tests/docker/Dockerfile.xenial,,ubuntu:16.04,kasunf,KanboardBOI
robholmes/docker-php-fpm,refs/heads/master,Dockerfile,,ubuntu:14.04.4,robholmes,docker-php-fpm
nexdatas/writer,refs/heads/develop,.ci/ubuntu18.04_py3/Dockerfile,,ubuntu:18.04,nexdatas,writer
drupalway/vmgen,refs/heads/master,app/drupal_vm/provisioning/roles/thom8.php-upload-progress/tests/Dockerfile.ubuntu-14.04,,ubuntu:14.04,drupalway,vmgen
manicmonkey/licensing,refs/heads/master,Licensing-System/src/main/docker/mock_data/Dockerfile,,ubuntu:trusty,manicmonkey,licensing
Tiryoh/docker_ubuntu,refs/heads/master,ubuntu/trusty/core/Dockerfile,,ubuntu:trusty,Tiryoh,docker_ubuntu
plumgrid/nirvana,refs/heads/master,nirvana_setup/riemann_server/Dockerfile,,ubuntu:14.04.3,plumgrid,nirvana
vicamo/docker-binfmt-qemu,refs/heads/master,ubuntu/focal/Dockerfile,,ubuntu:focal,vicamo,docker-binfmt-qemu
sasasin/jisui-linux,refs/heads/master,Dockerfile,,ubuntu:16.04,sasasin,jisui-linux
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/distribtest/python_dev_ubuntu1604_x64/Dockerfile,,ubuntu:16.04,grpc,grpc-ios
swiftdocker/docker-swift,refs/heads/main,swift-ci/master/ubuntu/20.04/Dockerfile,,ubuntu:20.04,swiftdocker,docker-swift
lisitsyn/shogun,refs/heads/develop,configs/shogun/Dockerfile,,ubuntu:16.04,lisitsyn,shogun
metashell/metashell,refs/heads/master,3rd/templight/clang/utils/analyzer/Dockerfile,,ubuntu:bionic,metashell,metashell
houngj/simply_fit,refs/heads/master,Dockerfile,,ubuntu:14.04,houngj,simply_fit
karmapa/contrastReading,refs/heads/master,Dockerfile,,ubuntu:16.04,karmapa,contrastReading
masatoshiitoh/dockerfiles,refs/heads/master,java8env/Dockerfile,,ubuntu:14.04,masatoshiitoh,dockerfiles
lablup/sorna-repl,refs/heads/master,commons/Dockerfile.cntk.2.5-py36-cuda9,,ubuntu:18.04,lablup,sorna-repl
Perl/docker-perl,refs/heads/master,"5.034.000-slim,threaded-buster/Dockerfile",,debian:buster-slim,Perl,docker-perl
Dreae/Dockerfiles,refs/heads/master,mingw/Dockerfile,,ubuntu:14.04,Dreae,Dockerfiles
HPI-SWA-Teaching/AutoTDD,refs/heads/master,github-release-action/Dockerfile,,debian:9.5-slim,HPI-SWA-Teaching,AutoTDD
FAIMS/FAIMS-Tools,refs/heads/master,generators/christian/Dockerfile,,ubuntu:16.04,FAIMS,FAIMS-Tools
seguijoaquin/taller2-sharedserver,refs/heads/master,Docker/Dockerfile,,ubuntu:14.04,seguijoaquin,taller2-sharedserver
p/pubfiles,refs/heads/master,share/docker-zoom/Dockerfile,,ubuntu:focal,p,pubfiles
gites/python2-bootstrap,refs/heads/master,tests/Dockerfile-ubuntu-16.04-bastion,,ubuntu:16.04,gites,python2-bootstrap
jubatus/jubatus,refs/heads/master,tools/packaging/allinone/docker/Dockerfile.ubuntu18,,ubuntu:18.04,jubatus,jubatus
lizbew/code-practice,refs/heads/master,02-dockerfile/dev-ruby/Dockerfile,,ubuntu:14.04,lizbew,code-practice
Oefenweb/ansible-phpstorm,refs/heads/master,Dockerfile,,ubuntu:16.04,Oefenweb,ansible-phpstorm
korczis/docks,refs/heads/master,mongo/Dockerfile,,ubuntu:14.04,korczis,docks
haddocking/docker,refs/heads/master,docker-disvis-multiple-CPUs/Dockerfile,,ubuntu:14.04,haddocking,docker
yepengxj/df,refs/heads/master,Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/influxdb/Dockerfile,,ubuntu:14.04,yepengxj,df
Oefenweb/ansible-mydumper,refs/heads/master,Dockerfile,,ubuntu:16.04,Oefenweb,ansible-mydumper
MonashBioinformaticsPlatform/bio-ansible,refs/heads/master,docker/Dockerfile-bio-tags,,ubuntu:18.04,MonashBioinformaticsPlatform,bio-ansible
d1hotpep/openai_gym,refs/heads/master,Dockerfile,,ubuntu:14.04,d1hotpep,openai_gym
njuicsgz/kubernetes-1,refs/heads/master,cluster/gce/gci/mounter/Dockerfile,,ubuntu:xenial,njuicsgz,kubernetes-1
dmirubtsov/k8s-executor,refs/heads/master,vendor/github.com/docker/docker/builder/parser/testfiles/mail/Dockerfile,,ubuntu:14.04,dmirubtsov,k8s-executor
braintree/braintree_dotnet,refs/heads/master,Dockerfile-mono,,debian:buster,braintree,braintree_dotnet
willbryant/kitchen_sync,refs/heads/master,test/Dockerfile-ubuntu:20.04-mariadb:10.7,,ubuntu:20.04,willbryant,kitchen_sync
lwl27/mydev,refs/heads/master,docker/listingapp/Dockerfile,,ubuntu:14.04,lwl27,mydev
csminpp/docker-1.9.1,refs/heads/master,docs/examples/running_riak_service.Dockerfile,,ubuntu:trusty,csminpp,docker-1.9.1
jiaojie1989/understand_linux_process,refs/heads/master,Dockerfile,,ubuntu:14.10,jiaojie1989,understand_linux_process
AlfioEmanueleFresta/gaia-docker,refs/heads/master,gaia-req/Dockerfile,,ubuntu:14.04,AlfioEmanueleFresta,gaia-docker
SchwarzM/ocfs2-simple-provisioner,refs/heads/master,vendor/k8s.io/kubernetes/cluster/gce/gci/mounter/Dockerfile,,ubuntu:xenial,SchwarzM,ocfs2-simple-provisioner
iaroki/dockerfiles,refs/heads/master,psyanimal/Dockerfile,,debian:stretch,iaroki,dockerfiles
sydro/dockerfiles,refs/heads/master,ansible/Dockerfile,,ubuntu:16.04,sydro,dockerfiles
junaruga/rpm-py-installer,refs/heads/master,ci/Dockerfile-ubuntu.bionic,,ubuntu:bionic,junaruga,rpm-py-installer
ijoijo/xhsi-docker,refs/heads/master,Dockerfile.zulu,,ubuntu:16.04,ijoijo,xhsi-docker
daniellawrence/30second-devops,refs/heads/master,chef-solo/Dockerfile,,ubuntu:14.04,daniellawrence,30second-devops
msfidelis/CintoDeUtilidadesDocker,refs/heads/master,Silex-PHP-API/Docker/Memcache/Dockerfile,,ubuntu:16.04,msfidelis,CintoDeUtilidadesDocker
anisku11/sipetri2,refs/heads/master,laradock/hhvm/Dockerfile,,ubuntu:14.04,anisku11,sipetri2
arax/guocci,refs/heads/master,share/Dockerfile,,ubuntu:14.04,arax,guocci
checkr/codeflow,refs/heads/master,server/vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/mail/Dockerfile,,ubuntu:14.04,checkr,codeflow
sdos/deploy-sdos,refs/heads/master,docker-swift/Dockerfile,,ubuntu:14.04,sdos,deploy-sdos
cahirwpz/mimiker,refs/heads/master,toolchain/Dockerfile,,debian:buster,cahirwpz,mimiker
SeaItRise/SeaItRise-webportal,refs/heads/master,docker/web/Dockerfile,,ubuntu:14.04,SeaItRise,SeaItRise-webportal
Oefenweb/ansible-logcheck,refs/heads/master,Dockerfile,,ubuntu:16.04,Oefenweb,ansible-logcheck
vauvenal5/pieShare,refs/heads/master,pieShareAppIntegrationTests/src/test/resources/docker/pieShareBase/Dockerfile,,ubuntu:14.04,vauvenal5,pieShare
theodi/gitlabhq,refs/heads/master,docker/app/Dockerfile,,ubuntu:14.04,theodi,gitlabhq
somic/paasta,refs/heads/master,yelp_package/dockerfiles/itest/chronos/Dockerfile,,ubuntu:xenial,somic,paasta
newnius/Dockerfiles,refs/heads/master,zabbix-agent/normal/Dockerfile,,ubuntu:18.04,newnius,Dockerfiles
sjtug/mirror-docker,refs/heads/v2,git-http-backend/Dockerfile,,debian:9,sjtug,mirror-docker
apiaryio/docker-base-images,refs/heads/master,drafter-ci/clang-4.0/Dockerfile,,debian:stretch-slim,apiaryio,docker-base-images
Smartappli/Osm_PgRouting,refs/heads/master,Dockerfile,,ubuntu:18.04,Smartappli,Osm_PgRouting
pushtechnology/clocker,refs/heads/master,docker/src/main/resources/brooklyn/entity/container/docker/ubuntu/Dockerfile,,ubuntu:14.04,pushtechnology,clocker
masatoshiitoh/dockerfiles,refs/heads/master,yaws/Dockerfile,,ubuntu:14.04,masatoshiitoh,dockerfiles
psnovichkov/narrative,refs/heads/develop,narrprereq-image/Dockerfile,,ubuntu:14.04.1,psnovichkov,narrative
nanditav/15712-TensorFlow,refs/heads/master,tensorflow/tools/ci_build/Dockerfile.tensorboard,,ubuntu:14.04,nanditav,15712-TensorFlow
google/aistreams,refs/heads/master,docker/Dockerfile.runtime,,ubuntu:18.04,google,aistreams
chihchun/personal-income-tax-docker,refs/heads/master,2017/Dockerfile,,ubuntu:xenial-20170510,chihchun,personal-income-tax-docker
potto007/druid-avro,refs/heads/master,integration-tests/docker/Dockerfile,,ubuntu:14.04,potto007,druid-avro
lablup/sorna-repl,refs/heads/master,commons/Dockerfile.cntk.2.2-py36,,ubuntu:18.04,lablup,sorna-repl
cglewis/bowl,refs/heads/master,bowl/containers/.default/services/ubuntu/trusty/tools/dockerfiles/jq/Dockerfile,,ubuntu:trusty,cglewis,bowl
Test-Betta-Inc/psychic-barnacle,refs/heads/master,builder/dockerfile/parser/testfiles/nginx/Dockerfile,,ubuntu:14.04,Test-Betta-Inc,psychic-barnacle
aadl/docker-cups,refs/heads/master,2.1.3/Dockerfile,,debian:stretch,aadl,docker-cups
lablup/sorna-repl,refs/heads/master,commons/Dockerfile.cntk.2.6-py36-cuda9,,ubuntu:18.04,lablup,sorna-repl
innervate-ru/Bot,refs/heads/master,aslifeBorder/Dockerfile.v1,,ubuntu:16.04,innervate-ru,Bot
lqueryvg/jperms,refs/heads/master,Dockerfile,,ubuntu:14.04,lqueryvg,jperms
goadapp/goad,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/continueIndent/Dockerfile,,ubuntu:14.04,goadapp,goad
opensds/nbp,refs/heads/master,csi/cmd/file/Dockerfile,,ubuntu:xenial,opensds,nbp
newlight77/vincione,refs/heads/master,ui-node-ang/Dockerfile,,ubuntu:14.04,newlight77,vincione
Dovydas-Kr/docker,refs/heads/master,python-flask/Dockerfile,,ubuntu:trusty,Dovydas-Kr,docker
plowman/python-mcparseface,refs/heads/master,models/syntaxnet/tensorflow/tensorflow/tools/dist_test/server/Dockerfile.test,,ubuntu:14.04,plowman,python-mcparseface
d-bahr/wpantund,refs/heads/master,etc/Dockerfile,,ubuntu:trusty,d-bahr,wpantund
swasd/baleno,refs/heads/1.10.3,builder/dockerfile/parser/testfiles/continueIndent/Dockerfile,,ubuntu:14.04,swasd,baleno
