repo_name,ref,path,symlink_target,docker_base_image,repo_owner,repo
anduintransaction/Dockerfiles,refs/heads/master,ntp-cron/Dockerfile,,ubuntu:16.04,anduintransaction,Dockerfiles
phiroict/docker,refs/heads/master,apidocs/cloud-api-source/Dockerfile,,ubuntu:trusty,phiroict,docker
BonexGu/Blik2D-SDK,refs/heads/master,Blik2D/addon/tensorflow-1.2.1_for_blik/tensorflow/tools/dist_test/Dockerfile,,ubuntu:16.04,BonexGu,Blik2D-SDK
RetailMeNotSandbox/dart,refs/heads/master,tools/docker/Dockerfile-impala-state-store,,ubuntu:14.04,RetailMeNotSandbox,dart
clarus/youtube-dl,refs/heads/master,docker/Dockerfile,,ubuntu:14.10,clarus,youtube-dl
salamcast/GigCableLabels,refs/heads/master,Dockerfile,,debian:buster-20210329-slim,salamcast,GigCableLabels
el-bart/but,refs/heads/master,sdk/Dockerfile,,debian:buster,el-bart,but
PeterFaiman/ruby-grpc-minimal,refs/heads/v1.8.x-minimal,tools/dockerfile/distribtest/python_ubuntu1404_x64/Dockerfile,,ubuntu:14.04,PeterFaiman,ruby-grpc-minimal
wonderb0lt/spring-boot-docker-cfn-sample,refs/heads/master,Dockerfile,,ubuntu:trusty,wonderb0lt,spring-boot-docker-cfn-sample
phnmnl/workflow-demo,refs/heads/master,OpenMS/OpenMSDockers/IDFilter/Dockerfile,,ubuntu:14.04,phnmnl,workflow-demo
ianmiell/OLD-shutitdist,refs/heads/master,sudo/Dockerfile,,ubuntu:14.04,ianmiell,OLD-shutitdist
owlas/twaca,refs/heads/master,Dockerfile,,ubuntu:14.04,owlas,twaca
diydrones/apm_planner,refs/heads/master,docker/2.0.24-xenial64/Dockerfile,,ubuntu:xenial,diydrones,apm_planner
scoutapp/docker-scout,refs/heads/master,Dockerfile,,ubuntu:16.04,scoutapp,docker-scout
civ0/libusb2ax,refs/heads/master,Dockerfile,,ubuntu:18.04,civ0,libusb2ax
asimshankar/tensorflow,refs/heads/master,tensorflow/tools/dockerfiles/tools.Dockerfile,,debian:stretch,asimshankar,tensorflow
Juniper/container-networking-builder,refs/heads/master,docker/vrouter-agent/Dockerfile,,ubuntu:14.04,Juniper,container-networking-builder
ianmiell/OLD-shutitdist,refs/heads/master,pkg_config/Dockerfile,,ubuntu:14.04,ianmiell,OLD-shutitdist
indigo-dc/onedock,refs/heads/master,devel-env/front-one/Dockerfile,,ubuntu:14.04.4,indigo-dc,onedock
dreamcat4/docker-images,refs/heads/master,forked-daapd/Dockerfile,,ubuntu:21.04,dreamcat4,docker-images
slashd0t/docker-ubuntu-latest,refs/heads/master,Dockerfile,,ubuntu:xenial,slashd0t,docker-ubuntu-latest
koep/dockerfiles,refs/heads/master,iceweasel/Dockerfile,,debian:bullseye-slim,koep,dockerfiles
CALlanoR/virtual_environments,refs/heads/master,java/java-rest-rabbitmq-python/python_consumer_image/Dockerfile,,ubuntu:16.04,CALlanoR,virtual_environments
mgeitz/tbdchat,refs/heads/master,Dockerfile-client,,debian:stretch,mgeitz,tbdchat
lee212/simpleazure,refs/heads/master,Dockerfile,,ubuntu:14.04,lee212,simpleazure
docker/dockercloud-node,refs/heads/master,1.10.3-cs2/Dockerfile,,ubuntu:trusty,docker,dockercloud-node
Justaphf/BitcoinUnlimited,refs/heads/dev,docker/Dockerfile.ubuntu18-windows64,,ubuntu:18.04,Justaphf,BitcoinUnlimited
cfieber/fiat,refs/heads/master,Dockerfile.ubuntu-java8,,ubuntu:bionic,cfieber,fiat
valch85/docker,refs/heads/master,rocker/sinatra/Dockerfile,,ubuntu:14.04,valch85,docker
ehazlett/interlock,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/nginx/Dockerfile,,ubuntu:14.04,ehazlett,interlock
navicore/riak,refs/heads/master,Dockerfile,,ubuntu:trusty,navicore,riak
roumano/sa-vpn-softether,refs/heads/master,tests/Dockerfile.ubuntu-16.04,,ubuntu:16.04,roumano,sa-vpn-softether
ffminx/hadoop-cluster-docker,refs/heads/master,docker/Dockerfile,,ubuntu:14.04,ffminx,hadoop-cluster-docker
ruimo/df-ub1404-nginx-mainline,refs/heads/master,Dockerfile,,ubuntu:16.04,ruimo,df-ub1404-nginx-mainline
basepi/hubble,refs/heads/develop,pkg/dev/coreos/Dockerfile,,debian:9,basepi,hubble
hlzz/libvot,refs/heads/master,Dockerfile,,ubuntu:14.04,hlzz,libvot
arcemu/arcemu,refs/heads/master,extras/docker/arcemu_build/Dockerfile,,ubuntu:bionic,arcemu,arcemu
victor73/OSDF-Deb-Docker,refs/heads/master,Dockerfile,,ubuntu:18.04,victor73,OSDF-Deb-Docker
igncp/vagrant-personal-cookbook,refs/heads/master,docker/flutter-dev/Dockerfile,,ubuntu:18.04,igncp,vagrant-personal-cookbook
driftx/cassandra,refs/heads/trunk,pylib/Dockerfile.ubuntu.py2,,ubuntu:bionic,driftx,cassandra
profile-match/pm-core,refs/heads/master,docker/Dockerfile,,ubuntu:16.04,profile-match,pm-core
devops-coop/ansible-minecraft,refs/heads/master,docker/trusty64/Dockerfile,,ubuntu:trusty,devops-coop,ansible-minecraft
heptio/ark,refs/heads/master,Dockerfile-velero-restic-restore-helper,,ubuntu:focal,heptio,ark
bblacey/FreeCAD-MacOS-CI,refs/heads/master,subuser/freecad-dev/image/Dockerfile,,ubuntu:14.04,bblacey,FreeCAD-MacOS-CI
andriyg76/docker,refs/heads/master,python2.7-bionic-nonginx/Dockerfile,,ubuntu:bionic,andriyg76,docker
lukasmacko/cn-infra,refs/heads/master,docker/dev_cn_infra/Dockerfile,,ubuntu:16.04,lukasmacko,cn-infra
y12studio/y12docker,refs/heads/master,varnish/varnish/Dockerfile,,ubuntu:14.04.2,y12studio,y12docker
djx339/Dockerfiles,refs/heads/master,buildpack-deps/ubuntu/Dockerfile,,ubuntu:14.04,djx339,Dockerfiles
jmontleon/ansible-service-broker,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/mumble/Dockerfile,,ubuntu:14.04,jmontleon,ansible-service-broker
alinmear/docker-conanexiles,refs/heads/master,src/Dockerfile,,ubuntu:18.04,alinmear,docker-conanexiles
CancerCollaboratory/billing,refs/heads/develop,invoice-api/Dockerfile,,ubuntu:16.04,CancerCollaboratory,billing
lpenz/realworldhaskell-exercises,refs/heads/master,Dockerfile,,debian:stretch,lpenz,realworldhaskell-exercises
dollars0427/policy-cleaner-web,refs/heads/master,policy-cleaner-web/Dockerfile,,ubuntu:14.04,dollars0427,policy-cleaner-web
sbreslav/mimic,refs/heads/master,web/Dockerfile,,ubuntu:14.04,sbreslav,mimic
cenkalti/kuyruk,refs/heads/master,rabbitmq/Dockerfile,,ubuntu:xenial,cenkalti,kuyruk
envoyproxy/envoy,refs/heads/main,examples/gzip/Dockerfile-service,,debian:buster-slim,envoyproxy,envoy
BitfuryLightning/lnd-simnet-env,refs/heads/master,docker/Dockerfile_mkl,,ubuntu:16.04,BitfuryLightning,lnd-simnet-env
MG-RAST/AWE,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/mumble/Dockerfile,,ubuntu:14.04,MG-RAST,AWE
francisleunggie/openface,refs/heads/master,opencv-dlib-torch.Dockerfile,,ubuntu:14.04,francisleunggie,openface
Nascom/operate-dockerfiles,refs/heads/master,php/7.0/buster/cli/Dockerfile,,debian:buster-slim,Nascom,operate-dockerfiles
daniego/rover-webserver,refs/heads/master,Dockerfile-x86,,ubuntu:xenial,daniego,rover-webserver
zcoinofficial/zcoin,refs/heads/master,Dockerfile,,debian:stretch,zcoinofficial,zcoin
Runbook/runbook,refs/heads/master,src/bridge/Dockerfile,,ubuntu:14.04,Runbook,runbook
aksaxena80/test,refs/heads/master,tensorflow/tools/docker/Dockerfile.lite,,ubuntu:14.04,aksaxena80,test
DataKitchen/AnalyticContainer,refs/heads/master,RedshiftSnapshotRestoreContainer/Dockerfile,,ubuntu:14.04.3,DataKitchen,AnalyticContainer
CSC-IT-Center-for-Science/pouta-blueprints,refs/heads/master,deployment/Dockerfile,,ubuntu:14.04,CSC-IT-Center-for-Science,pouta-blueprints
adeb6600/docker-apache,refs/heads/master,Dockerfile,,ubuntu:14.04,adeb6600,docker-apache
nexdatas/recselector,refs/heads/develop,.ci/ubuntu16.04_py3/Dockerfile,,ubuntu:16.04,nexdatas,recselector
Datastd/datastd.org-docker,refs/heads/master,web_de/Dockerfile,,ubuntu:16.04,Datastd,datastd.org-docker
scraperwiki/datatables_tool_web,refs/heads/master,Dockerfile,,ubuntu:14.04,scraperwiki,datatables_tool_web
dslutz/qemu,refs/heads/master,.gitlab-ci.d/edk2/Dockerfile,,ubuntu:16.04,dslutz,qemu
ingve/IncludeOS,refs/heads/master,Dockerfile,,ubuntu:xenial,ingve,IncludeOS
renanmfd/baladecoco,refs/heads/master,.vagrant/provisioning/roles/thom8.php-upload-progress/tests/Dockerfile.ubuntu-14.04,,ubuntu:14.04,renanmfd,baladecoco
zimbatm/ffmpeg-static,refs/heads/master,Dockerfile,,ubuntu:bionic,zimbatm,ffmpeg-static
ex0dus-0x/D0xk1t,refs/heads/master,Dockerfile,,ubuntu:18.04,ex0dus-0x,D0xk1t
jasonfleming/asgs,refs/heads/master,cloud/Dockerfiles/Dockerfile.debian,,debian:stretch-slim,jasonfleming,asgs
att-esst/dockerfiles,refs/heads/master,consul/Dockerfile,,ubuntu:14.04,att-esst,dockerfiles
evgeniyosipov/jbelly,refs/heads/master,Dockerfile,,ubuntu:18.04,evgeniyosipov,jbelly
eric-kimbrel/docker-tangelo,refs/heads/master,Dockerfile,,ubuntu:14.04,eric-kimbrel,docker-tangelo
TheJosh/chaotic-rage,refs/heads/master,tools/docker/Dockerfile,,ubuntu:16.04,TheJosh,chaotic-rage
delphix/dxtoolkit,refs/heads/master,build/ubuntu/Dockerfile,,ubuntu:18.04,delphix,dxtoolkit
SoftwareDefinedBuildings/mr-plotter,refs/heads/master,container/Dockerfile,,ubuntu:xenial,SoftwareDefinedBuildings,mr-plotter
Vauxoo/docker-postgresql,refs/heads/master,postgresql9.6/Dockerfile,,ubuntu:16.04,Vauxoo,docker-postgresql
twillouer/mydocker,refs/heads/master,mariadb-persist/Dockerfile,,ubuntu:trusty,twillouer,mydocker
norio-nomura/docker-sourcekit-builder,refs/heads/master,Dockerfile,,ubuntu:16.04,norio-nomura,docker-sourcekit-builder
endlessm/chromium-browser,refs/heads/master,third_party/llvm/clang/tools/clang-fuzzer/Dockerfile,,ubuntu:16.04,endlessm,chromium-browser
MichaelAquilina/synapse-project,refs/heads/master,Dockerfile,,ubuntu:16.04,MichaelAquilina,synapse-project
bpradipt/dockerfiles,refs/heads/master,mariadb/Dockerfile,,ubuntu:16.04,bpradipt,dockerfiles
florianbehrens/DeCoF2,refs/heads/master,Dockerfile,,ubuntu:18.04,florianbehrens,DeCoF2
vpp-dev/vpp,refs/heads/master,extras/docker/run/Dockerfile.bionic,,ubuntu:bionic,vpp-dev,vpp
artefactual-labs/ansible-percona,refs/heads/master,travis/Dockerfile.ubuntu-trusty,,ubuntu:trusty,artefactual-labs,ansible-percona
renesugar/arrow,refs/heads/master,dev/docker_common/Dockerfile.xenial.base,,ubuntu:16.04,renesugar,arrow
SymfoniNext/furrow,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/influxdb/Dockerfile,,ubuntu:14.04,SymfoniNext,furrow
vimalkvn/sysadminbio,refs/heads/master,docker-images/viga/Dockerfile,,ubuntu:trusty,vimalkvn,sysadminbio
asomers/mio,refs/heads/master,ci/docker/mips-unknown-linux-musl/Dockerfile,,ubuntu:16.10,asomers,mio
Salzig/docker-example,refs/heads/master,Dockerfile,,ubuntu:14.04.3,Salzig,docker-example
tomadeb/W,refs/heads/master,myapp/docker/web/Dockerfile,,debian:stretch,tomadeb,W
carlye566/docker_eric,refs/heads/branch-1.6.0,builder/parser/testfiles/weechat/Dockerfile,,ubuntu:14.04,carlye566,docker_eric
twosigma/docker-old,refs/heads/master,builder/parser/testfiles/weechat/Dockerfile,,ubuntu:14.04,twosigma,docker-old
faical-yannick-congo/ddsm-db,refs/heads/issue-travis-docker-dbhandle,Dockerfile,,ubuntu:14.04,faical-yannick-congo,ddsm-db
msbrogli/sdm-framework,refs/heads/master,Dockerfile,,ubuntu:16.04,msbrogli,sdm-framework
zurustar/ManattanFinder,refs/heads/master,Dockerfile,,ubuntu:16.04,zurustar,ManattanFinder
Oefenweb/ansible-megacli,refs/heads/master,Dockerfile,,ubuntu:16.04,Oefenweb,ansible-megacli
jeffutter/mogile-node-docker,refs/heads/master,Dockerfile,,ubuntu:trusty,jeffutter,mogile-node-docker
icsnju/nap-core,refs/heads/master,moosefs/mfs_metalogger/Dockerfile,,ubuntu:14.04,icsnju,nap-core
hariharan16s/docker_vlan,refs/heads/master,builder/parser/testfiles/weechat/Dockerfile,,ubuntu:14.04,hariharan16s,docker_vlan
rqlite/rqlite-docker,refs/heads/master,5.8.0/Dockerfile,,ubuntu:xenial,rqlite,rqlite-docker
Toilal/stealthbox,refs/heads/develop,.docker/sonarr/Dockerfile.jinja,,ubuntu:focal,Toilal,stealthbox
franverona/docker-mean,refs/heads/master,Dockerfile,,ubuntu:14.04,franverona,docker-mean
magnetikonline/dockerbuilddeb,refs/heads/main,phpfpm/Dockerfile,,ubuntu:18.04,magnetikonline,dockerbuilddeb
ptrd/jmeter-plugins,refs/heads/master,site/Dockerfile,,ubuntu:20.04,ptrd,jmeter-plugins
erikap/docker-angular,refs/heads/master,Dockerfile,,ubuntu:16.04,erikap,docker-angular
rvernica/scidb-examples,refs/heads/master,docker-image/Dockerfile,,ubuntu:14.04,rvernica,scidb-examples
hoycdanny/Dockerfile,refs/heads/master,faas-netes/Dockerfile,,ubuntu:14.04,hoycdanny,Dockerfile
skagitpublishing/docker-connextcms,refs/heads/master,Dockerfile,,ubuntu:16.10,skagitpublishing,docker-connextcms
michael-k/dockerfiles-jfrazelle,refs/heads/master,sublime-text-3/Dockerfile,,debian:bullseye-slim,michael-k,dockerfiles-jfrazelle
starase/base,refs/heads/master,Dockerfile,,ubuntu:16.04,starase,base
nicholasjackson/blackpuppy-api-mail,refs/heads/master,dockerfile/blackpuppy-api-mail/Dockerfile,,ubuntu:14.04,nicholasjackson,blackpuppy-api-mail
indigo-dc/im,refs/heads/master,docker/Dockerfile,,ubuntu:18.04,indigo-dc,im
laramies/theHarvester,refs/heads/master,Dockerfile,,ubuntu:impish,laramies,theHarvester
daniellawrence/30second-chef,refs/heads/master,Dockerfile,,ubuntu:14.04,daniellawrence,30second-chef
asiainfoLDP/datafactory,refs/heads/master,Godeps/_workspace/src/k8s.io/kubernetes/examples/job/work-queue-1/Dockerfile,,ubuntu:14.04,asiainfoLDP,datafactory
wongma7/efs-provisioner,refs/heads/master,vendor/k8s.io/kubernetes/examples/phabricator/php-phabricator/Dockerfile,,ubuntu:14.04,wongma7,efs-provisioner
sangwonl/docker-graphite-stack,refs/heads/master,docker-graphiteweb/Dockerfile,,ubuntu:14.04,sangwonl,docker-graphite-stack
Danack/Blog,refs/heads/master,docker/nginx/Dockerfile,,debian:9-slim,Danack,Blog
frreiss/tensorflow-fred,refs/heads/master,tensorflow/tools/ci_build/Dockerfile.pi-python39,,ubuntu:16.04,frreiss,tensorflow-fred
pjstadig/dotfiles,refs/heads/master,.emacs.d/elpa/pdf-tools-20200512.1524/build/server/test/docker/templates/debian-9.Dockerfile.in,,debian:9,pjstadig,dotfiles
SnakeJenny/TensorFlow,refs/heads/master,tensorflow/tools/docker/Dockerfile,,ubuntu:16.04,SnakeJenny,TensorFlow
ianmiell/OLD-shutitdist,refs/heads/master,llvm/Dockerfile,,ubuntu:14.04,ianmiell,OLD-shutitdist
pecko/thindeck,refs/heads/master,docker/apache-php/Dockerfile,,ubuntu:14.04,pecko,thindeck
craic/docker_sinatra_examples,refs/heads/master,docker_sinatra_example_1/Dockerfile,,ubuntu:14.04,craic,docker_sinatra_examples
ircmaxell/php-compiler,refs/heads/master,Docker/dev/ubuntu-18.04/Dockerfile,,ubuntu:18.04,ircmaxell,php-compiler
coolhacks/docker-hacks,refs/heads/master,examples/docker-pull-dry-run/docker/builder/parser/testfiles/mail/Dockerfile,,ubuntu:14.04,coolhacks,docker-hacks
google/google-ctf,refs/heads/master,2017/quals/2017-pwn-assignment/Dockerfile,,ubuntu:14.04,google,google-ctf
rogierslag/terminator,refs/heads/master,Dockerfile,,ubuntu:14.04.2,rogierslag,terminator
wavesplatform/Waves,refs/heads/version-1.3.x,docker/Dockerfile,,debian:buster-slim,wavesplatform,Waves
cloverstd/open-falcon-agent-in-docker,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/znc/Dockerfile,,ubuntu:14.04,cloverstd,open-falcon-agent-in-docker
stackhub/service-stress,refs/heads/master,Dockerfile,,ubuntu:14.04,stackhub,service-stress
albestia/docker_senginx,refs/heads/master,Dockerfile,,ubuntu:14.04,albestia,docker_senginx
edx/credentials,refs/heads/master,Dockerfile-testing,,ubuntu:20.04,edx,credentials
xialingxiao/andokaelk,refs/heads/master,roles/image/files/elasticsearch/Dockerfile,,ubuntu:14.04,xialingxiao,andokaelk
RetailMeNotSandbox/dart,refs/heads/master,tools/docker/Dockerfile-impala-server,,ubuntu:14.04,RetailMeNotSandbox,dart
khipu/dockerfiles,refs/heads/master,api-builder/Dockerfile,,ubuntu:18.04,khipu,dockerfiles
ssm/s2i-jekyll,refs/heads/master,Dockerfile,,debian:stretch,ssm,s2i-jekyll
arshiacont/libmusicxml,refs/heads/dev,build/docker/Dockerfile,,ubuntu:bionic,arshiacont,libmusicxml
linas/opencog-docker,refs/heads/master,buildbot/master/Dockerfile,,ubuntu:14.04,linas,opencog-docker
svaarala/duktape,refs/heads/master,docker/duktape-base-ubuntu-20.04-arm64/Dockerfile,,ubuntu:20.04,svaarala,duktape
yufeldman/arrow,refs/heads/dremio,dev/run_site/Dockerfile,,ubuntu:14.04,yufeldman,arrow
ddboline/docker_scripts,refs/heads/master,rust_stable/Dockerfile.focal,,ubuntu:focal,ddboline,docker_scripts
carl-mastrangelo/grpc,refs/heads/master,tools/dockerfile/distribtest/python_ubuntu1404_x64/Dockerfile,,ubuntu:14.04,carl-mastrangelo,grpc
mssola/zypper-docker,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/influxdb/Dockerfile,,ubuntu:14.04,mssola,zypper-docker
zekna/emoji-spelling,refs/heads/master,Dockerfile,,ubuntu:16.06,zekna,emoji-spelling
xuleiboy1234/autoTitle,refs/heads/master,tensorflow/tensorflow/tools/ci_build/Dockerfile.cmake,,ubuntu:16.04,xuleiboy1234,autoTitle
mozilla-mobile/focus-android,refs/heads/main,taskcluster/docker/base/Dockerfile,,ubuntu:18.04,mozilla-mobile,focus-android
SKgit/py_docker_compose,refs/heads/master,ubuntu/Dockerfile,,ubuntu:16.04,SKgit,py_docker_compose
berkmancenter/mediacloud,refs/heads/master,apps/base/Dockerfile,,ubuntu:focal-20211006,berkmancenter,mediacloud
rhuss/gofabric8,refs/heads/master,vendor/k8s.io/kubernetes/examples/job/work-queue-1/Dockerfile,,ubuntu:14.04,rhuss,gofabric8
humblec/external-storage,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/nginx/Dockerfile,,ubuntu:14.04,humblec,external-storage
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_cache_install,,debian:9.11,GoogleContainerTools,kaniko
jeoygin/docker-images,refs/heads/master,nginx-custom/Dockerfile,,ubuntu:14.04,jeoygin,docker-images
wnameless/docker-oracle-xe-11g,refs/heads/master,Dockerfile,,ubuntu:18.04,wnameless,docker-oracle-xe-11g
jotamaggi/react-calendar-app,refs/heads/master,node_modules/getos/tests/ubuntu/14.04/Dockerfile,,ubuntu:14.04,jotamaggi,react-calendar-app
ils-sim/server,refs/heads/master,Dockerfile,,ubuntu:16.10,ils-sim,server
bozerkins/clickhouse-client,refs/heads/master,docker/Dockerfile,,ubuntu:18.04,bozerkins,clickhouse-client
pachterlab/bears_analyses,refs/heads/master,Dockerfile,,ubuntu:16.04,pachterlab,bears_analyses
espressif/esp-idf,refs/heads/master,tools/docker/Dockerfile,,ubuntu:20.04,espressif,esp-idf
ric2b/Vivaldi-browser,refs/heads/master,chromium/third_party/blink/web_tests/external/wpt/docs/Dockerfile,,ubuntu:20.04,ric2b,Vivaldi-browser
tmckayus/oshinko-rest,refs/heads/master,vendor/github.com/docker/docker/builder/parser/testfiles/mail/Dockerfile,,ubuntu:14.04,tmckayus,oshinko-rest
google/gvisor,refs/heads/master,images/benchmarks/httpd/Dockerfile,,ubuntu:18.04,google,gvisor
xcgoner/dist-mxnet,refs/heads/master,tests/ci_build/Dockerfile.lint,,ubuntu:14.04,xcgoner,dist-mxnet
MrSam/php-edge-nginx,refs/heads/master,Dockerfile,,ubuntu:14.04,MrSam,php-edge-nginx
cseed/hail,refs/heads/master,blog/Dockerfile.nginx,,ubuntu:18.04,cseed,hail
sudden6/qTox,refs/heads/master,docker/Dockerfile.ubuntu,,ubuntu:16.04,sudden6,qTox
dzc34/Contrast-Finder,refs/heads/develop,docker/pre-requisites/pre-requisites_Ubuntu-14.04_tomcat-7/Dockerfile,,ubuntu:14.04,dzc34,Contrast-Finder
luispintomartins/docker-qt,refs/heads/master,qt/5.8/linux/amd64/static/Dockerfile,,ubuntu:16.04,luispintomartins,docker-qt
amplab/ray,refs/heads/master,docker/devel/Dockerfile,,ubuntu:xenial,amplab,ray
Warzone2100/WMIT,refs/heads/master,docker/ubuntu-18.04/Dockerfile,,ubuntu:18.04,Warzone2100,WMIT
vintagesucks/caddy-script,refs/heads/v2,Dockerfiles/20.04,,ubuntu:20.04,vintagesucks,caddy-script
tutumcloud/node,refs/heads/master,1.8.2/Dockerfile,,ubuntu:trusty,tutumcloud,node
audiohacked/OpenCorsairLink,refs/heads/testing,Dockerfile,,ubuntu:18.04,audiohacked,OpenCorsairLink
dritter/powerlevel9k,refs/heads/next,docker/base-5.6.2/Dockerfile,,debian:buster,dritter,powerlevel9k
pathbreak/deepvisualminer,refs/heads/master,docker-deepvisualminer/Dockerfile-stock-tensorflow,,ubuntu:16.04,pathbreak,deepvisualminer
rust-lang-nursery/libc,refs/heads/master,ci/docker/sparc64-unknown-linux-gnu/Dockerfile,,debian:stretch,rust-lang-nursery,libc
sabiodelhielo/rancher-validation,refs/heads/master,images/container-utils/Dockerfile,,ubuntu:16.04,sabiodelhielo,rancher-validation
lgfausak/docker,refs/heads/master,pythondev/Dockerfile,,ubuntu:14.04,lgfausak,docker
polyverse-security/play-with-polyverse,refs/heads/master,vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/mumble/Dockerfile,,ubuntu:14.04,polyverse-security,play-with-polyverse
slipke/docker-symfony,refs/heads/master,docker/application/Dockerfile,,ubuntu:14.04,slipke,docker-symfony
robcza/intelmq-dockerhub,refs/heads/master,Dockerfile,,ubuntu:14.04,robcza,intelmq-dockerhub
pchiu33/docker-edx-analytics,refs/heads/master,edx-analytics-dashboard/Dockerfile,,ubuntu:14.04,pchiu33,docker-edx-analytics
oh-em-gee/TaskBoard,refs/heads/master,build/Dockerfile,,ubuntu:trusty,oh-em-gee,TaskBoard
iamgroot42/braindump,refs/heads/master,Dockerfile,,ubuntu:14.04,iamgroot42,braindump
mlperf/training_results_v0.6,refs/heads/master,Fujitsu/benchmarks/resnet/implementations/mxnet/3rdparty/tvm/docker/Dockerfile.ci_emscripten,,ubuntu:16.04,mlperf,training_results_v0.6
obigroup/docker-svn,refs/heads/master,Dockerfile,,ubuntu:14.10,obigroup,docker-svn
yjhjstz/IoT,refs/heads/master,Dockerfile,,ubuntu:14.04,yjhjstz,IoT
nl8590687/ASRT_SpeechRecognition,refs/heads/master,Dockerfile,,ubuntu:focal,nl8590687,ASRT_SpeechRecognition
yepengxj/df_st_origin,refs/heads/master,Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/nginx/Dockerfile,,ubuntu:14.04,yepengxj,df_st_origin
arkeys/trustygit,refs/heads/master,Dockerfile,,ubuntu:trusty,arkeys,trustygit
brianrob/coretests,refs/heads/master,docker/mono_nightlyversion/Dockerfile,,debian:stretch-20181226,brianrob,coretests
mesosphere/mesosaurus,refs/heads/master,Dockerfile,,ubuntu:14.04,mesosphere,mesosaurus
xiaoxq/single-script-toolkit,refs/heads/master,docker/dev-env/ubuntu14.Dockerfile,,ubuntu:14.04,xiaoxq,single-script-toolkit
cshallue/models,refs/heads/master,research/syntaxnet/Dockerfile,,ubuntu:16.04,cshallue,models
jetstack/navigator,refs/heads/master,hack/ubuntu-nsenter/Dockerfile,,ubuntu:14.04,jetstack,navigator
endlessm/chromium-browser,refs/heads/master,third_party/grpc/src/tools/dockerfile/test/python_stretch_3.5_x64/Dockerfile,,debian:stretch,endlessm,chromium-browser
BSidesSF/ctf-2017-release,refs/heads/master,pwn/steel-mountain/challenge/interface/Dockerfile,,ubuntu:16.04,BSidesSF,ctf-2017-release
wangcy6/storm_app,refs/heads/master,frame/c++/grpc-master/tools/dockerfile/test/cxx_ubuntu1404_x64/Dockerfile,,ubuntu:14.04,wangcy6,storm_app
ctestama/phpstack,refs/heads/master,images/memcached/Dockerfile,,ubuntu:trusty,ctestama,phpstack
sunfoxcz/ansible-dkim,refs/heads/master,tests/ubuntu/trusty/Dockerfile,,ubuntu:trusty,sunfoxcz,ansible-dkim
tonistiigi/buildkit_poc,refs/heads/master,frontend/dockerfile/parser/testfiles/znc/Dockerfile,,ubuntu:14.04,tonistiigi,buildkit_poc
nunofonseca/irap,refs/heads/master,docker/devel/Dockerfile,,ubuntu:16.04,nunofonseca,irap
andymccurdy/redis-py,refs/heads/master,docker/base/Dockerfile.stunnel,,ubuntu:18.04,andymccurdy,redis-py
mixu-/fMBT,refs/heads/devel,Dockerfile,,debian:buster,mixu-,fMBT
lisa0314/node-realsense-1,refs/heads/master,tools/Dockerfile.template,,ubuntu:16.04,lisa0314,node-realsense-1
gustavosoares/docker-mysql,refs/heads/master,Dockerfile,,ubuntu:14.04,gustavosoares,docker-mysql
stencila/stencila,refs/heads/master,docker/stencila/Dockerfile,,ubuntu:20.04,stencila,stencila
rmmh/kubernetes-test-infra,refs/heads/master,jenkins/job-builder-image/Dockerfile,,ubuntu:14.04,rmmh,kubernetes-test-infra
chepazzo/dnspc,refs/heads/master,Dockerfile,,ubuntu:14.04,chepazzo,dnspc
open-austin/influence-texas,refs/heads/master,src/ansible/roles/ansible-role-postgresql/tests/docker/images/Dockerfile.ubuntu.16.04-builded,,ubuntu:16.04,open-austin,influence-texas
ianmiell/OLD-shutitdist,refs/heads/master,wget/Dockerfile,,ubuntu:14.04,ianmiell,OLD-shutitdist
nexdatas/taurusgui,refs/heads/develop,.ci/debian9_py2/Dockerfile,,debian:stretch,nexdatas,taurusgui
JFreegman/toxcore,refs/heads/ngc_jf,other/docker/windows/Dockerfile,,debian:bullseye-slim,JFreegman,toxcore
brianrob/coretests,refs/heads/master,managed/dotnet_sdk_firstrun/Dockerfile,,debian:buster,brianrob,coretests
raintank/graphite-mt,refs/heads/master,Dockerfile,,ubuntu:xenial,raintank,graphite-mt
SoftwareDefinedBuildings/btrdb,refs/heads/master,containers/build_envs/amd64/Dockerfile,,ubuntu:16.04,SoftwareDefinedBuildings,btrdb
donnadionne/grpc,refs/heads/master,tools/dockerfile/distribtest/python_stretch_x64/Dockerfile,,debian:stretch,donnadionne,grpc
broxen/Segs,refs/heads/develop,Dockerfile,,ubuntu:bionic,broxen,Segs
sgclark-kde/kde-ci-local,refs/heads/master,docker/ubuntu-trusty-slave/Dockerfile,,ubuntu:trusty,sgclark-kde,kde-ci-local
