repo_name,ref,path,symlink_target,docker_base_image
jvencels/OpenFOAM_Elmer,refs/heads/master,docker/Dockerfile_pv54_mesa,,ubuntu:16.04
jvencels/OpenFOAM_Elmer,refs/heads/master,docker/Dockerfile_pv56_mesa,,ubuntu:18.04
timstclair/kube-contrib,refs/heads/master,ingress/controllers/gce/Dockerfile,,ubuntu:14.04
mongodb/mongo-ruby-driver,refs/heads/master,.evergreen/local-kerberos/Dockerfile,,ubuntu:bionic
mongodb/mongo-ruby-driver,refs/heads/master,release/mri/Dockerfile,,debian:10
mnuessler/docker,refs/heads/stats-default2,builder/parser/testfiles/continueIndent/Dockerfile,,ubuntu:14.04
mnuessler/docker,refs/heads/stats-default2,builder/parser/testfiles/mail/Dockerfile,,ubuntu:14.04
mnuessler/docker,refs/heads/stats-default2,builder/parser/testfiles/weechat/Dockerfile,,ubuntu:14.04
mnuessler/docker,refs/heads/stats-default2,builder/parser/testfiles/nginx/Dockerfile,,ubuntu:14.04
mnuessler/docker,refs/heads/stats-default2,builder/parser/testfiles/mumble/Dockerfile,,ubuntu:14.04
mnuessler/docker,refs/heads/stats-default2,builder/parser/testfiles/escapes/Dockerfile,,ubuntu:14.04
mnuessler/docker,refs/heads/stats-default2,builder/parser/testfiles/influxdb/Dockerfile,,ubuntu:14.04
mnuessler/docker,refs/heads/stats-default2,docs/examples/running_riak_service.Dockerfile,,ubuntu:trusty
mnuessler/docker,refs/heads/stats-default2,builder/parser/testfiles/znc/Dockerfile,,ubuntu:14.04
TildeWill/huginn,refs/heads/master,docker/single-process/Dockerfile,,ubuntu:14.04
nak3/kubernetes,refs/heads/master,cluster/gce/gci/mounter/Dockerfile,,ubuntu:xenial
suyashdb/bids-validator,refs/heads/master,Dockerfile,,ubuntu:trusty
joergoster/cutechess,refs/heads/master,dist/linux/Dockerfile,,ubuntu:bionic
kamalmarhubi/kubernetes,refs/heads/master,examples/phabricator/php-phabricator/Dockerfile,,ubuntu:14.04
kamalmarhubi/kubernetes,refs/heads/master,examples/celery-rabbitmq/flower/Dockerfile,,ubuntu:trusty
blakfeld/OAC-Sizer,refs/heads/master,Dockerfile,,ubuntu:16.04
cjellick/kubernetes,refs/heads/master,examples/celery-rabbitmq/flower/Dockerfile,,ubuntu:trusty
cjellick/kubernetes,refs/heads/master,examples/phabricator/php-phabricator/Dockerfile,,ubuntu:14.04
sfauvart/docker,refs/heads/master,redmine/Dockerfile,,ubuntu:14.04
beardedN5rd/RPConMQ,refs/heads/master,Dockerfile_base,,ubuntu:bionic
nomacs/nomacs,refs/heads/master,Dockerfile,,ubuntu:xenial
bmamlin/svg2png,refs/heads/master,Dockerfile,,ubuntu:14.04
CSC-IT-Center-for-Science/pouta-blueprints,refs/heads/master,deployment/Dockerfile,,ubuntu:14.04
GuLinux/GalaxyHunter,refs/heads/master,docker/Ubuntu-14.04/Dockerfile,,ubuntu:14.04
openai/universe,refs/heads/master,Dockerfile,,ubuntu:16.04
gayangunarathne/stratos,refs/heads/master,tools/docker-images/stratos-docker-images/puppettestnode/Dockerfile,,ubuntu:14.04
gayangunarathne/stratos,refs/heads/master,tools/docker-images/stratos-docker-images/stratos/Dockerfile,,ubuntu:14.04
gayangunarathne/stratos,refs/heads/master,tools/docker-images/stratos-docker-images/puppetmaster/Dockerfile,,ubuntu:14.04
gayangunarathne/stratos,refs/heads/master,tools/docker-images/stratos-docker-images/mysql/Dockerfile,,ubuntu:14.04
gayangunarathne/stratos,refs/heads/master,tools/docker-images/stratos-docker-images/activemq/Dockerfile,,ubuntu:14.04
Atvaark/insomnia,refs/heads/develop,Dockerfile,,ubuntu:16.04
Mokolea/atom,refs/heads/master,Dockerfile,,ubuntu:20.04
mithro/travis-trusty,refs/heads/master,docker-base/Dockerfile,,ubuntu:14.04
z00223295/kubernetes,refs/heads/master,examples/celery-rabbitmq/flower/Dockerfile,,ubuntu:trusty
z00223295/kubernetes,refs/heads/master,cluster/mesos/docker/socat/Dockerfile,,ubuntu:14.04.3
z00223295/kubernetes,refs/heads/master,hack/jenkins/job-builder-image/Dockerfile,,ubuntu:14.04
z00223295/kubernetes,refs/heads/master,examples/job/work-queue-1/Dockerfile,,ubuntu:14.04
z00223295/kubernetes,refs/heads/master,examples/phabricator/php-phabricator/Dockerfile,,ubuntu:14.04
serverdensity/sd-agent-core-plugins,refs/heads/master,.travis/dockerfiles/focal/Dockerfile,,ubuntu:18.04
serverdensity/sd-agent-core-plugins,refs/heads/master,.travis/dockerfiles/trusty/Dockerfile,,ubuntu:18.04
serverdensity/sd-agent-core-plugins,refs/heads/master,.travis/dockerfiles/bionic/Dockerfile,,ubuntu:18.04
serverdensity/sd-agent-core-plugins,refs/heads/master,.travis/dockerfiles/bullseye/Dockerfile,,ubuntu:18.04
serverdensity/sd-agent-core-plugins,refs/heads/master,.travis/dockerfiles/jessie/Dockerfile,,ubuntu:18.04
serverdensity/sd-agent-core-plugins,refs/heads/master,.travis/dockerfiles/buster/Dockerfile,,ubuntu:18.04
serverdensity/sd-agent-core-plugins,refs/heads/master,.travis/dockerfiles/xenial/Dockerfile,,ubuntu:18.04
serverdensity/sd-agent-core-plugins,refs/heads/master,.travis/dockerfiles/stretch/Dockerfile,,ubuntu:18.04
clearlinux/docker,refs/heads/clr-1.8.1-submit,builder/parser/testfiles/mumble/Dockerfile,,ubuntu:14.04
clearlinux/docker,refs/heads/clr-1.8.1-submit,builder/parser/testfiles/influxdb/Dockerfile,,ubuntu:14.04
clearlinux/docker,refs/heads/clr-1.8.1-submit,builder/parser/testfiles/mail/Dockerfile,,ubuntu:14.04
clearlinux/docker,refs/heads/clr-1.8.1-submit,builder/parser/testfiles/nginx/Dockerfile,,ubuntu:14.04
clearlinux/docker,refs/heads/clr-1.8.1-submit,builder/parser/testfiles/weechat/Dockerfile,,ubuntu:14.04
clearlinux/docker,refs/heads/clr-1.8.1-submit,builder/parser/testfiles/znc/Dockerfile,,ubuntu:14.04
clearlinux/docker,refs/heads/clr-1.8.1-submit,docs/examples/running_riak_service.Dockerfile,,ubuntu:trusty
clearlinux/docker,refs/heads/clr-1.8.1-submit,builder/parser/testfiles/escapes/Dockerfile,,ubuntu:14.04
clearlinux/docker,refs/heads/clr-1.8.1-submit,builder/parser/testfiles/continueIndent/Dockerfile,,ubuntu:14.04
dtan4/dockerfile-texlive,refs/heads/master,Dockerfile,,ubuntu:14.04
jefflaplante/kubernetes,refs/heads/master,examples/phabricator/php-phabricator/Dockerfile,,ubuntu:14.04
jefflaplante/kubernetes,refs/heads/master,examples/celery-rabbitmq/flower/Dockerfile,,ubuntu:trusty
pagespace/pagespace,refs/heads/master,Dockerfile,,ubuntu:14.04
johndpope/tensorflow,refs/heads/master,tensorflow/tools/dist_test/server/Dockerfile,,ubuntu:16.04
johndpope/tensorflow,refs/heads/master,tensorflow/tools/ci_build/Dockerfile.tensorboard,,ubuntu:14.04
johndpope/tensorflow,refs/heads/master,tensorflow/tools/ci_build/Dockerfile.hadoop,,ubuntu:14.04
johndpope/tensorflow,refs/heads/master,tensorflow/tools/dist_test/Dockerfile.local,,ubuntu:16.04
johndpope/tensorflow,refs/heads/master,tensorflow/tools/gcs_test/Dockerfile,,ubuntu:16.04
johndpope/tensorflow,refs/heads/master,tensorflow/tools/dist_test/Dockerfile,,ubuntu:16.04
johndpope/tensorflow,refs/heads/master,tensorflow/contrib/makefile/Dockerfile,,ubuntu:16.04
johndpope/tensorflow,refs/heads/master,tensorflow/tools/dist_test/server/Dockerfile.test,,ubuntu:16.04
johndpope/tensorflow,refs/heads/master,tensorflow/tools/ci_build/Dockerfile.cmake,,ubuntu:16.04
johndpope/tensorflow,refs/heads/master,tensorflow/tools/docker/Dockerfile,,ubuntu:16.04
johndpope/tensorflow,refs/heads/master,tensorflow/tools/ci_build/Dockerfile.cpu,,ubuntu:14.04
yanyang729/mini-collaborating-leetcode,refs/heads/master,executor/Dockerfile,,ubuntu:16.04
MischaLundberg/bamsurgeon,refs/heads/master,Dockerfile,,ubuntu:14.04
kvakvs/otp,refs/heads/master,scripts/Dockerfile.64.ubuntu,,ubuntu:16.04
tinchoz49/vr-synthesis-osc,refs/heads/master,docker/Dockerfile,,ubuntu:16.04
mudream4869/imaginary-city,refs/heads/master,Dockerfile,,ubuntu:16.04
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/powerpc64-unknown-linux-gnu/Dockerfile,,ubuntu:16.10
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/mips-unknown-linux-gnu/Dockerfile,,ubuntu:16.10
Yukarumya/Yukarum-Redfoxes,refs/heads/master,taskcluster/docker/firefox-snap/Dockerfile,,ubuntu:16.04
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/i686-unknown-linux-gnu/Dockerfile,,ubuntu:16.10
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/x86_64-unknown-linux-musl/Dockerfile,,ubuntu:16.10
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/mipsel-unknown-linux-musl/Dockerfile,,ubuntu:16.10
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/powerpc-unknown-linux-gnu/Dockerfile,,ubuntu:16.10
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/arm-unknown-linux-gnueabihf/Dockerfile,,ubuntu:16.10
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/arm-linux-androideabi/Dockerfile,,ubuntu:16.04
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/x86_64-unknown-linux-gnu/Dockerfile,,ubuntu:16.10
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/mips-unknown-linux-musl/Dockerfile,,ubuntu:16.10
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/mips64-unknown-linux-gnuabi64/Dockerfile,,ubuntu:16.10
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/aarch64-unknown-linux-gnu/Dockerfile,,ubuntu:16.10
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/x86_64-unknown-openbsd/Dockerfile,,ubuntu:16.10
Yukarumya/Yukarum-Redfoxes,refs/heads/master,third_party/rust/libc/ci/docker/i686-unknown-linux-musl/Dockerfile,,ubuntu:16.10
rossedlin/cryslo-php,refs/heads/master,tests/Dockerfile,,ubuntu:16.04
local-group/Dockerfiles,refs/heads/master,erlang/ubuntu-14.04/Dockerfile,,ubuntu:14.04
local-group/Dockerfiles,refs/heads/master,erlang/ubuntu-16.04/Dockerfile,,ubuntu:16.04
greenelab/continuous_analysis,refs/heads/master,Dockerfile,,ubuntu:14.04
pvoid/android-hprof-browser,refs/heads/master,Dockerfile,,ubuntu:16.10
mateusz-blaszkowski/PerfKitBenchmarker,refs/heads/master,tools/docker_images/Dockerfile,,ubuntu:trusty
OttoOps/druid,refs/heads/master,integration-tests/docker/Dockerfile,,ubuntu:14.04
zubatyuk/docker-containers,refs/heads/master,squid3-ssl/Dockerfile,,ubuntu:trusty
zubatyuk/docker-containers,refs/heads/master,sage2-server/Dockerfile,,ubuntu:trusty
zubatyuk/docker-containers,refs/heads/master,dnsmasq/Dockerfile,,ubuntu:trusty
zubatyuk/docker-containers,refs/heads/master,apt-cacher-ng/Dockerfile,,ubuntu:trusty
zubatyuk/docker-containers,refs/heads/master,xorg-nvidia-352/Dockerfile,,ubuntu:trusty
AlexisNo/docker-mailcatcher,refs/heads/master,Dockerfile,,ubuntu:14.04
pchiu33/docker-edx-analytics,refs/heads/master,edx-analytics-dashboard/Dockerfile,,ubuntu:14.04
pchiu33/docker-edx-analytics,refs/heads/master,edx-analytics-data-api/Dockerfile,,ubuntu:14.04
PomTTcat/YYModelGuideRead_JEFF,refs/heads/master,RxSwiftGuideRead/RxSwift-master/scripts/Dockerfile,,ubuntu:18.04
cbsan/docker-node,refs/heads/master,Dockerfile,,debian:stretch-slim
amclain/docker-hgweb,refs/heads/master,Dockerfile,,ubuntu:16.04
icexelloss/arrow,refs/heads/master,python/examples/minimal_build/Dockerfile.ubuntu,,ubuntu:bionic
ycaihua/seagull,refs/heads/master,docs/Dockerfile,,ubuntu:14.10
SideChannelMarvels/Orka,refs/heads/master,marvelsbase/Dockerfile,,debian:stretch
zjmchn/kubernetes,refs/heads/master,cluster/gce/gci/mounter/Dockerfile,,ubuntu:xenial
zjmchn/kubernetes,refs/heads/master,cluster/mesos/docker/socat/Dockerfile,,ubuntu:14.04.3
zjmchn/kubernetes,refs/heads/master,examples/phabricator/php-phabricator/Dockerfile,,ubuntu:14.04
obulpathi/cdn1,refs/heads/master,docker/api-cdn/Dockerfile,,ubuntu:14.04
IsmailM/sequenceserver,refs/heads/master,docker/Dockerfile,,ubuntu:16.04
flashxio/knor,refs/heads/master,Dockerfile,,ubuntu:16.04
flashxio/knor,refs/heads/master,R/Dockerfile,,ubuntu:16.04
tdooner/chronos,refs/heads/master,Dockerfile,,ubuntu:14.04
IRT-SystemX/env-xvisor,refs/heads/master,Dockerfile,,ubuntu:trusty
Clever/oplog-replay,refs/heads/master,Dockerfile,,ubuntu:14.04
candlepin/virt-who,refs/heads/main,docker/ci/Dockerfile,,ubuntu:trusty
tk23/gitlabhq,refs/heads/master,docker/Dockerfile,,ubuntu:14.04
haiyidemo01/tomcat01,refs/heads/master,ci/docker-image/Dockerfile,,ubuntu:trusty
openslack/openslack-crawler,refs/heads/master,Dockerfile,,ubuntu:trusty
zimbatm/ffmpeg-static,refs/heads/master,Dockerfile,,ubuntu:bionic
xeb/fastText-docker,refs/heads/master,Dockerfile.binary,,ubuntu:xenial
xeb/fastText-docker,refs/heads/master,Dockerfile,,ubuntu:xenial
aznashwan/coriolis-web,refs/heads/master,Dockerfile,,ubuntu:18.04
LTLMoP/LTLMoP,refs/heads/development,Dockerfile,,ubuntu:14.04
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/debian-github.Dockerfile,,debian:bullseye-slim
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/demo-debian-bullseye.Dockerfile,,debian:bullseye
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/demo-ubuntu-bionic.Dockerfile,,ubuntu:bionic
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/ubuntu-bionic.Dockerfile,,ubuntu:bionic
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/ubuntu-focal.Dockerfile,,ubuntu:focal
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/demo-debian-stretch.Dockerfile,,debian:stretch
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/ubuntu-bionic-install.Dockerfile,,ubuntu:bionic
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/demo-ubuntu-focal.Dockerfile,,ubuntu:focal
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/demo-debian-buster.Dockerfile,,debian:buster
googleapis/google-cloud-cpp,refs/heads/main,ci/cloudbuild/dockerfiles/debian-stretch.Dockerfile,,debian:stretch
QUANTAXIS/QUANTAXIS,refs/heads/master,docker/qa-rust-base/Dockerfile,,ubuntu:16.04
manoharprabhu/CodeCompiler,refs/heads/master,mongodb/Dockerfile,,ubuntu:14.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-10.0/Dockerfile,,ubuntu:16.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-15.5/Dockerfile,,ubuntu:18.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-13.20/Dockerfile,,ubuntu:16.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-12.0/Dockerfile,,ubuntu:16.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-13.0/Dockerfile,,ubuntu:16.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-15.0/Dockerfile,,ubuntu:18.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-16.12/Dockerfile,,ubuntu:18.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-12.26/Dockerfile,,ubuntu:16.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-14.0/Dockerfile.sub,,ubuntu:18.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-16.0/Dockerfile,,ubuntu:18.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-14.0/Dockerfile,,ubuntu:18.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-13.12/Dockerfile,,ubuntu:16.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-9.0/Dockerfile,,ubuntu:16.04
massysett/stackage,refs/heads/master,automated/dockerfiles/lts-11.0/Dockerfile,,ubuntu:16.04
btcdraft/draftcoin,refs/heads/master,Dockerfile,,ubuntu:14.04
Oefenweb/ansible-updatedb,refs/heads/master,Dockerfile,,ubuntu:16.04
brobey8/docker-ubuntu-lamp,refs/heads/master,Dockerfile,,ubuntu:16.04
potto007/druid-avro,refs/heads/master,integration-tests/docker/Dockerfile,,ubuntu:14.04
vanloswang/docker,refs/heads/master,builder/parser/testfiles/znc/Dockerfile,,ubuntu:14.04
vanloswang/docker,refs/heads/master,builder/parser/testfiles/influxdb/Dockerfile,,ubuntu:14.04
vanloswang/docker,refs/heads/master,builder/parser/testfiles/weechat/Dockerfile,,ubuntu:14.04
vanloswang/docker,refs/heads/master,builder/parser/testfiles/nginx/Dockerfile,,ubuntu:14.04
vanloswang/docker,refs/heads/master,builder/parser/testfiles/escapes/Dockerfile,,ubuntu:14.04
vanloswang/docker,refs/heads/master,builder/parser/testfiles/continueIndent/Dockerfile,,ubuntu:14.04
vanloswang/docker,refs/heads/master,docs/examples/running_riak_service.Dockerfile,,ubuntu:trusty
vanloswang/docker,refs/heads/master,builder/parser/testfiles/mail/Dockerfile,,ubuntu:14.04
vanloswang/docker,refs/heads/master,builder/parser/testfiles/mumble/Dockerfile,,ubuntu:14.04
LuminateWireless/bazel,refs/heads/master,tools/cpp/test/Dockerfile.debian-stretch,,debian:stretch
matthewrudy/kubernetes,refs/heads/master,examples/celery-rabbitmq/flower/Dockerfile,,ubuntu:trusty
matthewrudy/kubernetes,refs/heads/master,examples/phabricator/php-phabricator/Dockerfile,,ubuntu:14.04
matthewrudy/kubernetes,refs/heads/master,examples/job/work-queue-1/Dockerfile,,ubuntu:14.04
matthewrudy/kubernetes,refs/heads/master,cluster/mesos/docker/socat/Dockerfile,,ubuntu:14.04.3
youprofit/gitlabhq,refs/heads/master,docker/Dockerfile,,ubuntu:14.04
hongchaodeng/contrib,refs/heads/master,ingress/controllers/gce/Dockerfile,,ubuntu:14.04
hongchaodeng/contrib,refs/heads/master,images/ubuntu-slim/Dockerfile.build,,ubuntu:16.04
mazafrav/JdeRobot,refs/heads/master,scripts/docker/jderobot/oficial/Dockerfile,,ubuntu:xenial
bearstech/moby,refs/heads/master,contrib/nnp-test/Dockerfile,,debian:bullseye-slim
bearstech/moby,refs/heads/master,contrib/syscall-test/Dockerfile,,debian:bullseye-slim
RoadRunnr/otp,refs/heads/master,scripts/Dockerfile.64.ubuntu,,ubuntu:16.04
legacysurvey/pipeline,refs/heads/main,.circleci/circleci-build-ubuntu18.04/Dockerfile,,ubuntu:18.04
legacysurvey/pipeline,refs/heads/main,.circleci/circleci-build-ubuntu20.04/Dockerfile,,ubuntu:20.04
EvilBeaver/oscript-infrastructure,refs/heads/master,web/nginx/Dockerfile,,ubuntu:16.04
allCloud/wordpress,refs/heads/master,Dockerfile,,ubuntu:trusty
anaruse/chainer,refs/heads/master,docker/intel/python2/Dockerfile,,ubuntu:16.04
anaruse/chainer,refs/heads/master,docker/intel/python3/Dockerfile,,ubuntu:16.04
UoM-ResPlat-DevOps/docker-owncloud,refs/heads/master,Dockerfile,,ubuntu:14.04
banjocat/docker-devops-examples,refs/heads/master,nagios/Dockerfile,,ubuntu:trusty
banjocat/docker-devops-examples,refs/heads/master,teleport/teleport/Dockerfile,,ubuntu:trusty
banjocat/docker-devops-examples,refs/heads/master,sensu/sensu/Dockerfile,,ubuntu:xenial
geekylucas/docker,refs/heads/master,builder/dockerfile/parser/testfiles/mail/Dockerfile,,ubuntu:14.04
geekylucas/docker,refs/heads/master,builder/dockerfile/parser/testfiles/escapes/Dockerfile,,ubuntu:14.04
geekylucas/docker,refs/heads/master,builder/dockerfile/parser/testfiles/influxdb/Dockerfile,,ubuntu:14.04
geekylucas/docker,refs/heads/master,builder/dockerfile/parser/testfiles/weechat/Dockerfile,,ubuntu:14.04
geekylucas/docker,refs/heads/master,builder/dockerfile/parser/testfiles/znc/Dockerfile,,ubuntu:14.04
geekylucas/docker,refs/heads/master,builder/dockerfile/parser/testfiles/mumble/Dockerfile,,ubuntu:14.04
